报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.02,-0.06,0.15,0.06,0.03,-0.06,0.2,0.07,0.02,0.08,0.2,0.15,0.22,0.17,0.14,
每股净资产(元),--,--,--,--,2.9,--,2.88,--,--,2.6,2.45,2.21,2.05,1.73,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.14,--,0.12,--,-0.07,0.23,0.42,0.02,0.26,0.45,-0.01,
主营业务收入(万元),53401,13483,143048,92166,57652,12671,149003,88303,54246,130028,153880,128470,123151,109593,96940,
主营业务利润(万元),16952,3824,39211,25597,16144,3663,42233,25210,15191,37893,42581,38441,37146,31193,27016,
营业利润(万元),1244,-4010,11480,5087,2639,-3745,13140,4717,1548,7863,13023,7625,8412,8099,5536,
投资收益(万元),255,--,0,--,--,--,-372,-325,-255,-608,-473,-232,133,231,1285,
营业外收支净额(万元),131,-3,-500,-651,-652,-13,-306,-38,-94,-1843,452,2983,6752,3319,3711,
利润总额(万元),1375,-4013,10980,4436,1987,-3758,12834,4679,1454,6020,13475,10607,15165,11418,9247,
净利润(万元),1156,-3992,9800,3997,1582,-3714,11536,4217,1093,4384,11576,8913,12777,9803,7991,
净利润(扣除非经常性损益后)(万元),644,-4236,9056,3598,1413,-3992,10515,3752,643,6031,10830,6388,7044,7009,4007,
经营活动产生的现金流量净额(万元),1679,-9769,-8019,-8915,-8264,-9995,6793,-3705,-3914,13303,24238,1381,15153,25910,-746,
现金及现金等价物净增加额(万元),-27233,-24002,20695,22896,-16235,-18592,-59,-6665,-6270,2271,9257,-3740,6517,-1311,3768,
总资产(万元),350505,345332,357391,345688,301684,--,310393,--,--,301736,284914,277542,251465,222678,221978,
流动资产(万元),204332,198842,211973,201081,157939,--,167440,--,--,158783,144183,137505,113769,95279,102703,
总负债(万元),129737,127095,135247,129350,133500,--,142864,--,--,150666,142701,148692,132235,121385,120144,
流动负债(万元),88076,85293,93258,90782,95579,--,105982,--,--,112237,124830,112941,94820,74586,76700,
股东权益不含少数股东权益(万元),219468,216943,220829,215072,166899,--,166141,--,--,149646,140937,127576,117872,99880,88468,
净资产收益率加权(%),0.52,-1.82,5.17,2.32,0.95,-2.24,7.31,2.78,0.72,3.01,8.64,7.27,11.75,10.44,9.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
