报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,
基本每股收益(元),0.25,0.04,0.39,--,0.13,--,0.32,0.25,0.25,--,--,--,0.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,3.78,--,3.65,3.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.01,--,1.17,0.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),401516,174591,690215,453848,254289,52427,529820,379404,652036,474116,339801,158191,693963,457985,282419,508755,317063,155387,60125,352033,273526,160645,72895,282037,199894,120885,49230,
主营业务利润(万元),91169,41159,165427,119274,67898,14701,135903,99150,163901,75054,53155,25165,172512,62431,36923,74047,43296,21292,4401,42978,39702,22113,8212,37318,29205,15638,4582,
营业利润(万元),31522,3363,38042,20640,9343,-11398,36014,25048,27272,31591,24119,10673,37440,20073,12067,13044,4137,-3369,-4828,-2040,-173,-234,-38,-27599,-16569,-16408,-10450,
投资收益(万元),29190,-535,6331,3048,2901,793,6681,10867,2792,5380,3607,1915,3120,4256,3719,8041,-60,369,14,7658,-178,-179,-80,5476,-692,-882,-78,
营业外收支净额(万元),1662,-114,612,1050,748,302,-1004,-253,6727,2070,1116,624,5015,1150,580,3215,7099,6680,5499,4561,2397,1347,611,8448,4597,3739,879,
利润总额(万元),33184,3249,38654,21690,10092,-11096,35010,24795,34000,33660,25235,11297,42455,21223,12646,16258,11236,3311,671,2521,2224,1114,573,-19152,-11972,-12669,-9571,
净利润(万元),33384,3903,42597,25418,14559,-9023,35604,26090,31544,28594,21143,9648,35758,18033,6103,14297,9768,3098,737,1811,2898,2060,817,-19045,-12013,-12543,-8067,
净利润(扣除非经常性损益后)(万元),28090,2871,31387,--,12276,--,28552,13210,23972,--,--,--,20115,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-26274,-68176,27632,5224,1365,-74490,129258,9038,9140,-47388,-72187,-9318,11262,-14607,-9512,128449,114763,31793,14189,-12758,-17918,-7402,-23729,-44445,-39902,-79747,1438,
现金及现金等价物净增加额(万元),140885,65305,18870,-101954,-7983,-75730,-4651,-93912,142735,2311,-53503,350,-37530,-133452,-120023,116983,99322,18237,3930,-52802,-69313,-28250,-66395,4068,-7227,-36144,92575,
总资产(万元),2614444,2425625,2233184,2078077,1991554,1825620,1912356,1839654,1812401,1573266,1507455,1423714,1510862,1227266,1125652,1227876,1195831,1095564,1042242,1049591,986884,986443,1020280,1079888,1012926,944924,1050366,
流动资产(万元),1514630,1328363,1166280,1003690,973592,880116,979173,1000675,1186608,1137368,1094427,991797,1065100,942860,846024,947903,933271,838974,776991,783001,723335,744913,781955,850335,862677,800255,927322,
总负债(万元),1981940,1809840,1744364,1603793,1536391,1393885,1486653,1407592,1442214,1139969,1090892,1058162,1184670,896263,803319,916439,888148,794790,739693,747939,685420,685482,720858,781951,707419,641230,743551,
流动负债(万元),1249108,1034038,1009928,923263,870559,800321,935843,932205,1164375,1010972,979682,986063,1037478,791259,710679,730670,706815,619416,564759,575665,505000,502091,537965,599797,541798,477848,583885,
股东权益不含少数股东权益(万元),594954,572484,445193,428863,417266,408553,402622,408334,344798,430694,413747,361376,318409,326807,319510,308757,304498,297436,294679,293608,293213,292534,290891,289163,296456,294577,297571,
净资产收益率加权(%),5.9,0.7,10.05,--,3.55,--,9.34,6.69,8.93,--,--,--,11.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
