报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),1.16,0.09,4.69,1.4,1.14,0.15,2.71,0.9,0.51,0.02,1.36,0.44,0.45,-0.11,1.51,0.38,--,0.03,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6.35,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.51,--,--,--,--,--,
主营业务收入(万元),1706356,433018,5413331,2479415,1575754,517878,4052568,1685568,1132794,203718,2796928,1184257,907157,114479,2356879,1112823,872605,146572,2067420,2073646,1744620,
主营业务利润(万元),514636,130707,1636009,750323,456596,144345,1114458,471079,314828,60077,605307,229142,188540,12424,437255,181140,151024,34646,368340,387197,325328,
营业利润(万元),377975,24283,1564346,532749,347372,48151,835969,281114,164029,7252,423192,123424,122835,-27665,327222,106373,108644,8102,237494,234186,213689,
投资收益(万元),55707,-2633,226726,70298,68890,5096,53851,23317,4800,-5500,15977,360,-8174,-1280,11864,12849,11559,5102,2540,4118,-7,
营业外收支净额(万元),4185,5821,12369,551,30,216,1088,538,466,691,5804,2390,1370,897,1863,8288,631,228,3446,14369,-94,
利润总额(万元),382161,30103,1576715,533301,347402,48367,837057,281652,164494,7943,428996,125814,124205,-26768,329085,114661,109275,8330,240940,248555,213596,
净利润(万元),259246,20677,1049129,312096,253833,36041,602891,199184,113923,4227,301923,88297,85235,-19370,183627,44820,45907,3265,116721,117433,96746,
净利润(扣除非经常性损益后)(万元),205144,16580,759653,258077,200057,34650,500195,181389,97942,3134,254534,74001,71731,-20548,124120,17118,--,255,--,--,--,
经营活动产生的现金流量净额(万元),-670106,-675931,381700,-474199,-913583,-299861,-1048516,-390900,-746131,-524549,809720,262027,103348,-64929,-95716,59023,-4623,-298019,349500,-119201,221742,
现金及现金等价物净增加额(万元),-5399,-232834,1972784,1013043,288941,-467539,873057,360464,470339,-123067,602981,1009083,480393,375528,126255,-36054,-11878,-180900,-120430,182793,-49811,
总资产(万元),42331960,36662453,33031842,29545563,24623760,19478734,18352666,14881909,13984165,11577174,10317061,9901923,8179645,7772261,6780212,6582725,5695628,--,5111380,4520274,3918820,
流动资产(万元),34455121,29197944,26422711,24065362,19748918,15255508,14165327,11512606,10802241,9183643,8017434,8029004,6228947,6003339,5143527,5205424,4512350,--,4140507,4042998,3482198,
总负债(万元),36700474,31334817,27936154,26152159,21746220,16802184,15754489,13167985,12294504,9920649,8680265,8493275,6773498,6433489,5393059,5245337,4423269,--,3886370,3464463,3243991,
流动负债(万元),29999529,24700798,22549552,20925925,17613085,13349312,13047634,10382185,9790850,7960858,7107234,6459454,5217890,4739743,4202262,4378117,3586580,--,3243511,2517799,2752737,
股东权益不含少数股东权益(万元),2956675,3070502,3049330,2215921,2156894,2118477,2062356,1614932,1530164,1491673,1485374,1270601,1267540,1193752,1213122,739855,742655,--,695750,605890,441881,
净资产收益率加权(%),8.34,0.68,41.91,14.74,11.98,1.72,34.18,12.81,7.44,0.28,22.44,7.02,6.81,-1.61,22.53,6.24,--,0.47,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
