报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.35,0.13,0.32,0.29,0.23,0.12,0.38,0.34,0.21,0.34,0.18,0.45,0.31,0.19,0.2,
每股净资产(元),3.89,3.79,3.45,3.42,--,3.35,--,--,--,--,--,--,2.18,1.69,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,-0.72,--,-0.71,--,-0.19,--,0.56,--,0.48,--,--,--,
主营业务收入(万元),28977900,16363600,50379900,39437700,27171900,15292400,48377500,37551900,26230500,44467200,25079200,40273600,35149600,30473800,25734900,
主营业务利润(万元),1931300,935500,2746500,2543000,1886300,973500,1895500,2590700,1066200,2572200,1114400,3311100,1757500,1269900,1274900,
营业利润(万元),1931300,935500,2746500,2543000,1886300,973500,1895500,2590700,1066200,2572200,1114400,3311100,1757500,1269900,1274900,
投资收益(万元),2417100,1173400,4426300,3295900,2240100,1032500,3647600,3358700,1652000,4414900,1507900,5074800,3342600,2782900,2004300,
营业外收支净额(万元),6000,5400,40300,-5200,2600,2400,0,2500,--,-26000,--,14200,584500,297100,57100,
利润总额(万元),1937300,940900,2786800,2537800,1888900,975900,3083100,2593200,1580900,2546200,1457000,3325300,2342000,1567000,1332000,
净利润(万元),1551700,588700,1345000,1211800,976700,525000,1609900,1448500,881500,1433400,772500,1917600,1310900,812100,683200,
净利润(扣除非经常性损益后)(万元),1219400,585400,1303500,1207000,--,523200,--,1444600,--,1190600,--,1931100,--,--,--,
经营活动产生的现金流量净额(万元),1124600,-1162100,-1680300,-3065500,-2479900,-3032400,-202500,-796200,-351600,2383100,2149700,2044100,-39900,5385100,5252200,
现金及现金等价物净增加额(万元),1779100,73700,-1121800,-1885100,-1249000,-1892000,2628600,925100,1385000,-315500,-1006200,1057700,-730800,-2685200,1839400,
总资产(万元),111784900,108531300,103169000,104005800,104088100,100609800,98790600,--,98741800,93218200,90227600,84346400,78222100,75531900,68865000,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),88676100,85955700,82626400,84274400,84477700,81293600,80102500,--,80724300,76203000,73884700,68723600,65664400,66051800,60530800,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),17191100,16755100,15246800,14529500,14449800,14198600,13753300,--,13282500,12553600,12093900,11544400,9258100,7157500,6537400,
净资产收益率加权(%),9.6,3.7,9.44,8.59,--,3.76,--,10.99,--,11.89,--,18.46,--,11.9,18.2,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
