报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
净利润(扣除非经常性损益后)(万元),2801,570,8819,6378,2261,0,8550,4311,3139,859,4710,1650,814,398,1406,1920,-945,-463,1046,875,113,481,3946,2239,2197,794,5585,--,3461,--,4496,--,5109,--,3303,--,1119,0,1490,--,988,0,2054,0,1613,--,4146,0,2131,--,-5962,0,-1927,0,-5348,0,-1024,0,-2919,0,281,0,-19377,0,353,0,-18714,1228,1585,--,2384,3031,7242,5103,0,--,--,
经营活动产生的现金流量净额(万元),-424,811,6964,5534,2181,-630,6321,3520,1788,-2113,8744,2798,1623,1859,5544,4188,326,-1949,6532,2768,172,215,2059,23,-2092,473,3623,6847,4216,1854,5343,4443,3663,-952,7826,6245,3054,1897,3298,2373,2423,163,1197,40,336,-459,4213,2013,1524,-434,15107,-990,-776,-577,1872,172,113,164,4045,1964,2985,624,-2182,-2602,211,2097,4791,0,3816,--,8860,-3115,-3154,-1658,0,--,--,
现金及现金等价物净增加额(万元),-1095,971,3570,4491,351,-1277,1833,-1768,-2664,-1257,5727,2809,734,510,2727,2982,-297,-1535,-821,-2167,-1160,-1375,1137,107,2097,2495,-3103,1797,2743,-156,-2715,-1272,645,-1194,5116,3221,140,1625,-2915,-3679,-3296,-2949,1611,-926,431,-915,-735,-1017,-1122,-2072,3242,-1239,-1288,-758,130,-1054,-545,43,519,-459,37,-686,-3734,-4741,-1301,3540,-394,0,-3304,--,12597,-1433,20354,-1441,0,--,--,
总资产(万元),128030,121627,121328,117265,110394,110705,106548,101907,100675,89565,83524,81922,82874,85471,79823,84837,85280,82296,79749,77881,71566,73599,73732,73221,70068,69251,64652,64551,61130,54884,57260,55032,60716,56781,53683,53785,52661,54664,48154,45485,44661,46176,49477,47021,45852,40964,41121,39643,41195,40594,42195,44697,45808,45674,46780,46342,47913,47894,50784,51425,55075,55467,56274,71499,85129,85988,80418,106340,104170,104646,103169,101128,88907,56912,50826,42114,39900,
流动资产(万元),70430,64155,63824,61987,54416,54273,48999,42900,40621,43630,36776,35155,35621,37620,31343,37199,37201,33387,30559,31413,29252,31179,31164,30382,26772,26578,19178,21616,24883,20761,24138,22127,27560,25508,22051,21738,21690,23497,16553,13904,15793,16829,19654,17277,17228,12459,12638,13127,12076,10737,11818,13782,19669,19214,19960,18902,20076,19531,21823,20020,22991,22630,22696,33299,43124,--,0,0,0,54926,--,0,0,33126,0,25622,21971,
总负债(万元),30495,26880,26941,26594,24390,27528,32639,32266,32218,23628,18448,20436,22288,25647,20448,24923,28320,24674,21803,20370,14828,16445,17066,18435,17414,20606,16969,16643,14797,10307,13617,11079,16323,16802,14686,15291,16089,18312,12724,11063,9773,12045,15542,13678,12627,9063,9496,16784,19517,20258,23811,43846,43743,42508,42617,39013,39460,39310,41412,42289,45786,46543,47379,42029,54876,55896,50594,52754,47364,49407,47902,46523,38324,31456,30383,26890,28352,
流动负债(万元),29360,25845,25905,25468,23261,26400,31511,31039,30991,22401,17221,19101,20954,24249,19114,21806,25224,21547,18742,15843,11786,13338,14024,13621,12600,15055,11418,13179,13771,10307,13617,11079,16323,16802,14686,15291,16089,18312,12724,11063,9773,12045,15542,13678,12627,9063,9496,9914,11236,12192,17292,42635,42532,41297,41406,36530,36977,36827,38928,38564,42061,42818,43654,35025,45884,--,0,0,0,40504,--,0,0,29087,0,26890,28352,
股东权益不含少数股东权益(万元),83189,80701,80351,77733,73371,70595,70377,66229,65002,62635,61766,58594,57709,57021,56571,57439,54523,55063,55490,55071,54215,54568,54085,52267,50055,48645,47682,47908,46333,44577,43643,43952,44392,39978,38997,38493,36571,36351,35430,34422,34887,34131,33935,33343,33225,31902,31625,22859,21678,20336,18384,851,2066,2101,3095,6238,7415,6882,7675,7443,7592,7263,7240,27410,28145,27949,27703,52388,53024,51437,51436,53413,50381,25264,20268,15037,11431,
净资产收益率加权(%),3.48,0.73,12.06,9,3.14,0.02,13.79,6.91,5.05,1.38,8.88,3.56,2.02,0.8,2.16,3.25,-1.99,-1,2.81,1.81,0.24,0.89,7.91,4.59,4.73,1.91,8.82,9.23,5.87,1.99,11.19,11.8,12.85,2.39,9.46,8.78,3.15,2.53,4.41,--,2.87,0,6.89,0,4.93,--,26.03,0,16.62,--,142.38,0,-40.76,0,-89.68,0,-4.36,0,4.59,0,3.49,0,-124.69,0,0,0,-29.73,0,3.06,--,4.6,5.8,21,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
