报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.11,0.02,0.34,0.25,0.08,0,0.34,0.17,0.12,0.03,0.2,0.08,0.04,0.02,0.05,0.07,-0.04,-0.02,0.06,0.04,0.01,0.02,0.16,0.08,0.09,0.03,0.15,0.16,0.1,0.03,0.17,0.18,0.2,0.04,0.13,0.11,0.04,0.03,0.06,0.02,0.04,0.01,0.08,0.06,0.06,0.01,0.21,0.17,0.13,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.8,1.74,1.68,1.64,1.65,1.67,1.5,1.47,1.45,1.37,1.37,1.33,1.29,1.31,1.28,1.28,1.25,1.25,1.2,1.19,0.86,0.81,0.76,0.69,0.03,0.08,0.08,0.12,0.23,0.28,0.26,0.29,0.28,0.29,0.27,0.27,1.03,1.06,1.05,1.04,1.97,1.99,1.93,1.93,2.01,1.89,1.97,1.58,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.26,0.16,0.07,0.2,0.17,0.14,-0.04,0.29,0.23,0.11,0.07,0.12,0.09,0.09,0.01,0.05,0,0.01,-0.02,0.16,0.08,0.06,-0.02,0.57,0,0,0,0.07,0,0,0,0.15,0,0,0,-0.08,0,0,0,0.18,0,0.14,--,0.33,-0.12,-0.12,-0.13,0,--,--,
主营业务收入(万元),51547,25505,102335,71623,44032,20181,92412,67716,44018,21634,84588,62278,40789,20291,72372,54511,35469,16254,59838,40599,26002,12308,55425,39034,26473,12219,43660,33247,25090,9148,47233,34646,23631,9225,48013,34693,19875,8588,26529,17848,11287,4388,25345,19257,11132,5717,21628,16772,10460,4476,19056,13636,7607,3259,16718,13060,8363,4257,22409,17193,12565,6587,31887,24119,17411,8633,31098,23572,16702,7789,34106,17506,59218,34995,91193,75644,65898,
主营业务利润(万元),7612,3198,16929,10703,6449,2146,16111,9377,6011,1810,7343,4329,2545,1381,3741,1760,1239,649,3727,2312,2050,1554,8613,6667,4443,1690,5894,4128,3162,1503,5585,4662,4071,1687,5343,4020,2513,1538,3651,2146,1600,464,3493,2404,1273,881,5048,3801,2954,--,326,631,762,-530,2079,2006,1676,590,4837,3630,2866,1348,5834,4953,4084,2032,3154,7285,5499,1939,9367,5784,11803,7736,13051,11881,10261,
营业利润(万元),3220,685,10186,7170,2348,-308,9498,4495,3330,871,1313,1785,914,408,-2318,-1323,-964,-477,-2409,-636,69,487,1427,955,20,797,2036,1465,1290,799,1769,1984,2641,940,2087,1679,1153,908,997,29,520,-56,92,27,-193,146,2582,2394,2131,748,14849,-2252,-1042,-981,-3991,-1216,-96,-773,2230,208,345,75,-18179,-407,483,316,-18835,1443,1892,24,2502,3753,7988,5589,9722,7393,5959,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,2,--,--,--,--,--,--,--,--,0,--,7,5,--,--,52,52,33,18,377,116,39,0,4,0,0,0,-331,0,0,0,-1981,0,0,0,-855,2,-2,0,724,2,0,0,78,76,148,2,6,4,0,
营业外收支净额(万元),-2,-2,-35,-65,-43,-7,292,108,61,2,4571,400,342,57,3870,3216,-121,21,3833,1497,18,3,2888,1306,2291,124,2118,2853,1417,107,2950,2983,2767,31,1508,1394,17,13,534,493,468,288,2164,--,--,--,--,--,--,--,651,0,0,0,-53,0,0,0,162,0,0,0,-2480,0,91,0,-5110,-580,14,0,-17,0,87,0,0,--,--,
利润总额(万元),3217,683,10151,7105,2305,-315,9790,4604,3391,873,5885,2185,1255,465,1552,1894,-1085,-456,1424,861,87,490,4315,2261,2311,921,4154,4318,2707,906,4719,4967,5409,971,3595,3073,1170,921,1531,523,988,232,2256,1718,1601,277,5502,4511,3331,1949,15504,-2257,-1034,-981,-4374,-1266,-146,-771,411,175,322,41,-21514,-312,572,334,-23101,865,1907,26,2563,3822,8269,5594,10028,7750,6339,
净利润(万元),2842,589,9028,6633,2260,15,9152,4419,3200,861,5259,2050,1156,454,1214,1834,-1092,-442,1537,986,131,484,4322,2340,2310,918,4029,4225,2641,877,4621,4891,5353,955,3520,3021,1136,921,1531,523,988,232,2256,1718,1600,277,5502,4511,3331,1949,15298,-2262,-1048,-994,-4752,-1437,-328,-793,340,108,257,23,-21347,-390,442,246,-22981,648,1599,13,2384,3031,7242,5108,8547,7540,6177,
