报告日期,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),2.95,2.78,3.1,2.94,2.77,2.64,2.91,2.78,2.7,2.57,2.44,2.29,2.45,2.33,2.23,2.17,2.29,2.14,2.1,1.92,2.11,2.1,2.06,--,--,--,--,
每股经营活动产生的现金流量净额(元),0,0,0,0.76,0,0,0,0.67,0,0,0,0.62,0,0.26,--,0.53,0,0.41,-0.14,0.72,--,0.08,--,--,--,--,--,
主营业务收入(万元),120870,79482,39093,143649,104971,68764,34991,138690,107784,73978,39029,120589,86588,53842,23252,110034,58204,117329,59869,86893,32753,91385,51209,128924,61896,124908,127106,
主营业务利润(万元),80477,53360,26910,94099,65420,42463,22214,85320,66879,46539,25163,67019,47153,27462,10246,59031,31801,70349,29646,24599,1828,22924,15757,30841,20534,39432,42611,
营业利润(万元),78317,52022,26177,92262,63013,40987,21376,81923,64156,44842,24393,63948,45076,26288,9875,55743,29793,69413,28945,24590,1480,22281,15184,30841,18089,39432,42611,
投资收益(万元),0,0,0,987,987,987,608,3466,2636,1762,855,2070,1206,332,0,2350,2354,3227,1000,0,0,0,0,0,0,0,0,
营业外收支净额(万元),0,0,0,-3454,0,0,0,-5354,0,0,0,-5349,-13,0,0,-6187,0,-3824,0,0,0,--,0,0,--,0,0,
利润总额(万元),77920,52034,26188,89795,64007,41966,21976,80036,66810,46622,25248,60669,46295,26621,9875,51906,32147,68816,29945,24590,1480,23171,15184,30841,18089,39432,42611,
净利润(万元),55934,36773,17546,61857,42885,28117,14724,53811,44763,31237,16916,39786,31018,17836,6616,34721,21538,46107,20050,16475,176,13892,10174,20663,12120,26420,28550,
净利润(扣除非经常性损益后)(万元),0,36765,0,64428,0,27461,0,55698,0,29457,0,43065,29798,17503,--,38558,0,45921,20050,0,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),76512,52133,24389,83091,63075,45904,23308,74175,66219,44459,23655,67726,0,28179,--,57825,-1552,45211,-15100,82536,--,8407,--,--,--,--,--,
现金及现金等价物净增加额(万元),13989,-6467,24257,71631,68665,54298,23815,54579,39747,19494,23875,-61122,0,-87628,--,117197,85656,-113975,-55898,71533,--,32113,--,--,--,--,--,
总资产(万元),359730,333288,365915,339940,341145,317147,348546,321583,330376,316965,320056,293875,294839,280534,296307,278730,277756,277097,262748,260606,237611,242653,243662,123125,--,139331,133385,
流动资产(万元),225974,205051,238095,209636,205972,187743,216431,189659,198984,181355,--,0,0,--,154434,0,148856,0,0,0,105862,97999,96884,27593,--,45300,40179,
总负债(万元),35155,27873,24727,16298,36476,27245,28037,15798,33640,33754,51165,41901,25567,24444,51437,40476,26253,41710,31378,49286,5908,11127,16992,29785,--,55911,53928,
流动负债(万元),30261,22979,19833,11404,29951,20719,21512,9273,25483,25597,--,0,0,--,41649,0,14834,0,0,0,5908,11127,16992,-215,--,15911,13928,
股东权益不含少数股东权益(万元),324576,305415,341188,323642,304670,289902,320509,305785,296735,283211,268890,251974,269272,256090,244870,238254,251503,235387,231370,211320,231702,231526,226669,93339,--,83419,79456,
净资产收益率加权(%),0,11.69,0,19.66,0,9.44,0,18.56,0,11.67,0,16.37,0,0,--,14.97,8.87,0,0,0,--,7.53,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
