报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
基本每股收益(元),0.36,0.17,0.92,0.66,0.35,0.23,1.75,1.43,0.84,0.28,1.18,0,0.68,1,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.89,--,--,5.69,2.89,2.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,1.08,--,--,1.05,1.33,1.28,
主营业务收入(万元),98427,49427,189254,137498,87404,42384,175048,130522,86045,39790,118311,85196,54234,99802,88471,71328,
主营业务利润(万元),23174,11135,45323,32321,20057,9431,42634,31358,19075,8025,28462,20209,13787,26153,15656,10451,
营业利润(万元),8304,3870,20351,15414,8499,2633,16845,13413,7423,2444,10022,7531,5890,7838,3974,1073,
投资收益(万元),--,43,657,248,280,132,348,75,6,4,36,31,20,100,19,--,
营业外收支净额(万元),-78,-21,310,-169,-106,12,-559,-237,-205,3,-208,-172,-174,-427,-241,1,
利润总额(万元),8226,3849,20661,15245,8393,2645,16286,13176,7218,2447,9814,7359,5716,7412,3733,1074,
净利润(万元),7085,3384,17934,12877,6911,2247,14508,11180,6100,2059,8626,6411,4986,6422,3185,1070,
净利润(扣除非经常性损益后)(万元),7048,3326,16742,12048,6453,1900,14519,11252,6209,2030,8748,--,5136,8225,2987,1262,
经营活动产生的现金流量净额(万元),13141,6293,18578,9233,5245,4851,24748,14793,10049,1473,7846,7400,8479,7629,7728,7452,
现金及现金等价物净增加额(万元),12168,7910,29294,19072,-1608,12094,18229,7609,1863,2057,2945,1821,932,-172,1141,-608,
总资产(万元),252184,244609,242460,226290,181167,172091,165824,153033,124456,--,109187,--,--,75413,65654,70449,
流动资产(万元),141457,140195,144061,131643,89648,86998,85488,83302,54713,--,48190,--,--,32309,33245,36974,
总负债(万元),120344,113822,115152,105164,66308,60885,57073,47797,68166,--,58946,--,--,33894,48816,55667,
流动负债(万元),107548,102325,107288,99325,60617,56552,52662,43573,63762,--,58197,--,--,33272,46932,55667,
股东权益不含少数股东权益(万元),131840,130786,127308,121126,114859,111206,108751,105236,56291,--,50240,--,--,41519,16838,14612,
净资产收益率加权(%),5.43,2.62,15.3,11.23,6.1,2.05,18.88,16.66,10.97,3.77,18.8,--,10.52,24.69,10.9,5.71,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
