报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
经营活动产生的现金流量净额(万元),-271,-155,3997,1767,7,38,13388,1768,884,-307,1331,352,407,191,3233,4096,7177,4440,-4684,5795,613,-414,-1524,-1741,-590,-259,-973,-1695,-1339,230,1008,741,497,-13,5216,-632,3641,-3654,2037,-1029,1221,-30,-6139,-4358,-2037,1366,10134,5543,4497,4978,4775,2199,-153,851,34587,3526,3637,908,-46453,-42118,-10275,385,-31865,-17203,-7607,408,-4198,0,-4500,--,-1164,-3988,-3398,-8785,-3665,--,--,
现金及现金等价物净增加额(万元),-2747,-1890,-2069,-2186,-2684,-2,4033,-1381,-1212,-1440,1025,2587,4908,3168,-2520,-0,-943,4499,-3890,-5596,-5122,-3566,6107,3959,9110,-259,677,572,950,-52,-542,-624,-629,-101,-7753,-7838,-6769,-4580,4210,-3021,719,204,1833,-1775,1042,628,2092,778,2466,1791,-5127,-4632,502,-4332,-27720,-31396,-14163,-2346,-24286,-15429,-14805,-4688,4827,1137,11762,-5200,1701,0,17649,--,-11885,-2088,46584,-3068,3426,--,--,
总资产(万元),101297,100707,100700,101680,102225,103198,101943,108219,105713,117498,116503,117825,118858,102255,101562,95947,93453,96509,88729,60322,40662,39042,39543,39439,39509,39043,39143,40309,42856,42588,43084,46625,47615,48829,49267,78073,72547,68952,70419,69269,69899,70421,70215,67022,72993,71634,69832,71576,71421,74827,79895,113487,117138,111164,141607,258413,276411,286645,288770,310642,233996,240718,229762,240572,243511,209504,213871,162986,165332,141318,143685,145996,146075,71870,68469,53494,45799,
流动资产(万元),21845,20789,20296,21106,21164,21540,19752,26070,23033,35001,34296,35577,36079,19519,14976,6127,3980,11100,10696,7449,2466,3719,7282,19310,19439,1129,1185,2065,4569,799,852,1070,1165,1510,1807,8932,6663,19785,20774,18636,19701,19819,18897,14235,19533,18655,17314,19959,18839,31349,35556,72508,78345,75986,123180,200211,217623,223810,226730,225855,172549,192743,181978,199962,188822,146613,--,--,0,118198,0,0,0,55655,54227,36921,32472,
总负债(万元),55041,54809,55547,57368,58016,59968,59559,67014,65212,77583,77121,78519,79718,60863,60495,54828,52608,55802,48008,19712,1401,194,638,784,868,992,984,2143,4197,5781,5654,5667,5591,5686,5787,29090,23528,20654,22597,20661,22069,22059,21189,23777,29051,27737,26200,28294,28545,31699,32033,68389,70110,63366,90915,169000,185661,193761,196955,215903,145102,163732,153527,165871,165982,132605,134919,99030,102154,79175,81630,84157,87983,46123,46394,32672,28204,
流动负债(万元),9155,8923,9661,8068,8716,10668,10259,13114,11312,24883,24421,16148,18118,7263,8895,-1172,14608,17802,18008,9812,1401,194,638,784,868,992,984,943,1097,2681,2554,2317,2241,786,887,28830,23268,20394,22337,20661,22069,22059,21189,23777,29051,27737,26200,28294,28545,31699,32033,48389,47110,49366,81915,154009,130670,138251,142445,160193,127192,144622,138317,153637,153589,121722,--,--,0,78351,0,0,0,46123,45570,31027,28204,
股东权益不含少数股东权益(万元),46184,45825,45081,44238,44134,43155,42310,41130,40426,39840,39307,39230,39064,40051,39739,39792,39527,39388,39403,39289,39137,38722,38776,38558,38545,37951,38058,38104,38567,36714,37338,40865,41931,43043,43381,42700,42795,42405,42218,43322,42954,43290,43694,37377,37804,37778,37694,37744,37558,36877,41714,37435,39208,40232,41030,65396,66670,67912,67882,67913,67761,67095,66624,65889,65469,64503,64266,62502,62742,61689,61608,59957,57908,25521,21805,20442,17148,
净资产收益率加权(%),2.42,1.64,6.34,4.45,4.22,1.98,7.36,4.53,2.81,1.35,0.73,0.54,0.12,0.75,0.85,0.98,0.31,-0.04,1.6,1.32,0.93,-0.14,1.87,1.31,1.28,-0.28,1.91,2.04,3.24,-1.69,-14.97,-5.98,-3.4,-0.79,2,1.14,1.36,0.45,-5.33,--,-1.7,0,3.65,0,0.29,0,0.62,0,0.26,--,0.57,0,-5.09,0,-49.31,0,-1.8,0,1.87,0,1.69,0,3.58,0,1.84,0,3.75,0,0,--,7.79,3.48,19.49,0,36.35,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
