报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.03,0.02,0.08,0.06,0.05,0.02,0.09,0.05,0.03,0.02,0.01,0.01,0,0.01,0.01,0.01,0,-0,0.02,0.01,0.01,-0,0.02,0.01,0.01,-0,0.02,0.02,0.04,-0.02,-0.17,-0.07,-0.04,-0.01,0.02,0.01,0.02,0.01,-0.07,-0.01,-0.02,-0.01,0.04,-0.01,0,0,0.01,0.01,0,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1.1,--,1.09,--,1.09,1.11,1.05,1.07,1.17,1.2,1.23,1.24,1.22,1.23,1.22,1.21,1.24,1.23,1.24,1.25,1.07,1.08,1.08,1.08,1.08,1.08,1.06,1.2,1.07,1.12,1.15,1.18,1.87,1.91,1.95,1.95,1.95,1.94,1.92,1.91,1.89,1.88,1.85,1.84,1.79,1.8,1.77,1.77,1.72,1.66,1.56,1.32,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.05,--,-0.01,--,-0.05,-0.04,0.01,0.03,0.02,0.01,-0,0.15,-0.02,0.1,-0.1,0.06,-0.03,0.04,-0,-0.18,-0.12,-0.06,0.04,0.29,0.16,0.13,0.14,0.14,0,--,0,0.99,0,0,0,-1.33,0,0,0,-0.91,0,0,0,-0.12,0,-0.13,--,-0.03,-0.11,-0.1,-0.53,-0.22,--,--,
主营业务收入(万元),5159,2630,10611,8511,6471,3131,9811,7580,4964,2275,8063,6257,4045,1975,5207,2550,419,419,1831,26,26,8,1134,826,325,0,1060,57,0,0,0,0,0,0,14034,11292,9078,3659,13213,9932,5817,1809,13428,10540,5599,3494,12734,9804,6100,2123,6265,5046,2942,1665,100577,9550,7372,3600,31403,21519,11314,4542,16066,18370,14931,5408,8349,37413,21366,11935,59411,25483,77941,36267,81340,58298,58532,
主营业务利润(万元),2287,1192,5021,3945,3175,1475,6283,5082,3266,1410,4878,3901,2502,1306,3159,1463,15,15,57,1,1,0,91,49,-5,0,109,-334,0,0,0,0,0,0,3159,2560,2038,833,1536,509,-649,-449,122,639,857,633,2562,1680,877,--,789,-460,499,230,-22617,1017,1104,1100,8335,9528,4160,1679,5593,7278,5758,1464,1265,5417,4065,1559,11048,4442,15055,6407,15862,11567,12070,
营业利润(万元),1113,775,2728,2037,1933,905,3004,1823,1118,532,308,227,61,325,360,400,123,-14,616,504,355,-57,474,104,89,-108,736,735,1229,-623,-6049,-2523,-1456,-338,1995,1397,1393,476,-2109,-419,-1195,-664,862,-376,314,265,1125,824,354,-538,-5159,-3899,-2027,-1055,-32538,-2029,-898,-158,1634,3602,1439,472,1412,2851,2811,767,-999,128,572,-127,2926,1160,7803,4257,8914,9497,8170,
投资收益(万元),948,492,1966,1266,811,442,1380,616,435,312,1112,613,444,177,531,566,364,72,1099,865,612,54,3348,2869,2803,-36,1364,1641,1674,-433,-3348,-1875,-990,-131,566,61,38,112,60,355,227,132,3309,398,263,79,18,726,554,4,5499,-182,-126,193,1128,-250,-181,442,1616,-228,671,441,2343,656,-126,1,3388,477,394,126,896,886,366,0,0,0,0,
营业外收支净额(万元),--,--,52,--,--,--,-2,-1,1,--,-6,-2,-1,--,-14,-1,1,--,0,0,0,0,234,392,392,-0,-0,0,--,--,-1,0,0,0,1,24,24,0,110,0,0,0,-28,--,--,--,--,--,--,--,-453,0,--,0,-3834,0,0,0,-81,0,0,0,659,0,0,0,1,75,1,--,280,0,-13,0,0,--,--,
利润总额(万元),1113,775,2780,2037,1933,905,3002,1822,1119,532,302,225,60,325,347,399,124,-14,616,504,355,-57,708,496,482,-108,736,735,1229,-623,-6050,-2523,-1456,-338,1995,1421,1418,476,-1999,-419,-1195,-664,835,-387,310,265,1120,777,308,-583,-113,-4082,-2153,-862,-35244,-2360,-1079,284,4802,3386,2106,908,4414,3501,2679,768,2390,837,1098,88,4161,2046,8157,4327,10897,9433,8176,
净利润(万元),1104,745,2770,1928,1824,844,3003,1823,1119,533,291,214,48,312,336,389,124,-15,627,513,361,-54,718,500,487,-107,721,766,1229,-623,-6043,-2516,-1450,-338,866,483,577,187,-2272,-371,-739,-403,1401,-318,110,84,234,283,98,-525,236,-3815,-2042,-797,-26853,-2486,-1212,30,1258,1289,1136,471,2359,1624,1203,237,2368,869,1109,82,4673,2049,7549,3717,9082,7080,6340,
净利润(扣除非经常性损益后)(万元),1103,745,2707,1928,1824,844,3005,1824,1118,533,297,216,49,312,349,390,123,-15,627,513,361,-54,-2355,-2729,-2741,--,-1387,--,-879,--,-6043,--,-1450,--,865,--,204,--,-2328,--,-739,0,-3127,0,113,0,-873,0,-423,--,-5567,0,-2042,0,-24920,0,-1212,0,203,0,1140,0,1152,0,1008,0,850,638,977,--,3368,1537,7549,3633,0,--,--,
