报告日期,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1993-12-31,
基本每股收益(元),-0.02,-0.01,-1.03,-0.02,-0.02,-0,-0.06,-0.02,-0.01,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-6.45,-6.45,-6.44,-5.38,-5.38,-5.36,-5.36,-5.98,-5.97,-5.97,-5.96,-5.53,-5.52,-5.52,-5.52,-6.32,-6.28,-6.26,-6.24,1.64,1.68,1.78,-1.82,1.96,2.09,2.07,2.07,2.3,2.28,2.25,2.17,2.14,2.21,2.15,2.15,2.41,2.4,2.41,2.39,2.49,2.42,2.59,2.49,2.12,2.24,1.57,
每股经营活动产生的现金流量净额(元),--,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,0,0,0,0,0,-0.35,0,0,0,-0.93,0,0,0,0.24,0,0.21,0,-0.04,0,0.08,-0,0.03,--,-0.01,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),27,14,57,45,31,18,166,130,103,31,0,0,0,0,0,235,246,60,1752,3162,1811,837,4957,2945,2260,1064,5694,4432,3023,988,6671,3588,1046,505,1414,811,5382,3919,16417,7388,22835,11758,25640,11843,22264,26847,
主营业务利润(万元),27,13,54,44,30,17,158,83,72,--,0,0,0,0,0,76,118,31,-390,704,482,292,1928,1155,870,390,2541,1971,1376,323,2871,1564,10,-27,-1,68,207,19,783,424,1001,519,969,472,1332,1851,
营业利润(万元),-88,-32,-1457,-134,-105,-26,-162,-92,-50,-26,-257,-102,-30,-14,4248,-525,-236,-86,-16504,-848,-567,17,-2022,217,229,50,732,0,589,0,1364,938,221,10,-441,68,202,120,783,0,1001,0,0,0,1332,1296,
投资收益(万元),--,--,0,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,-9991,9,12,0,484,9,6,3,12,3,-19,3,13,8,0,0,-696,0,0,0,500,0,0,0,0,0,162,0,
营业外收支净额(万元),--,--,--,--,--,0,--,--,-19,--,-4012,0,0,0,-465,0,0,0,-1977,0,0,0,-11,0,-0,0,21,0,-4,0,2,0,162,0,-11,0,--,0,0,-6,0,-1,0,0,0,--,
利润总额(万元),-88,-32,-6233,-134,-105,-26,-367,-110,-69,-45,-4269,-102,-30,-14,3783,-525,-236,-86,-28488,-839,-555,17,-3399,225,235,53,766,1209,991,93,1379,944,383,9,-1148,60,196,116,1281,418,1007,517,981,472,1493,1296,
净利润(万元),-88,-32,-6233,-134,-105,-26,-367,-110,-69,-45,-4269,-102,-30,-14,3783,-369,-226,-76,-22390,-822,-541,12,-3654,104,127,11,292,795,696,490,802,635,363,8,-1145,56,191,107,1183,387,939,478,950,436,1373,1199,
