报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.35,0.16,0.59,0.47,0.31,0.14,0.54,0.42,0.28,0.13,0.52,0.42,0.28,0.13,0.5,0.38,0.26,0.56,0.56,0.52,0.48,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,4.47,--,--,4.01,--,--,--,--,
每股经营活动产生的现金流量净额(元),1.1,--,--,--,-1.03,--,3.37,--,1.03,--,1.67,--,--,-0.76,6.98,--,3.59,5.34,-0.8,2.62,4.96,
主营业务收入(万元),165575,80937,319218,238952,158159,77004,285146,214012,138553,67393,252165,190327,122763,59362,239661,178568,121120,227831,205925,199175,171660,
主营业务利润(万元),77635,35800,131489,107107,71690,32823,125146,96279,65057,29950,109605,88907,58561,26238,109813,85940,57957,110632,116152,112298,97730,
营业利润(万元),77635,35800,131489,107107,71690,32823,125146,96279,65057,29950,109605,88907,58561,26238,109813,85940,57957,110632,116152,112298,97730,
投资收益(万元),19294,8063,5147,4717,3301,2651,4514,5873,4543,3422,4276,4652,3457,2842,5097,2847,2663,3920,799,661,11,
营业外收支净额(万元),-795,-380,-1737,-1339,-905,-352,-2557,-1444,-678,153,-220,-237,-177,-296,-7354,-6257,-3814,3696,3553,255,-1472,
利润总额(万元),76841,35420,129752,105768,70785,32471,122590,94835,64379,30103,109385,88670,58384,25942,102459,79683,54143,114328,119705,112553,96258,
净利润(万元),64410,30347,109552,86235,57854,26664,99495,77128,52182,23806,89277,69820,47263,21551,83334,63928,42771,92562,92536,86502,72687,
净利润(扣除非经常性损益后)(万元),65006,30632,110818,86748,58192,26937,101452,78211,52690,23691,89442,69997,47396,21773,88939,68531,45630,88178,90525,86323,73937,
经营活动产生的现金流量净额(万元),203566,221797,-395692,-322065,-190950,-366533,623702,393645,189938,420889,309111,-268229,194028,-126022,1161158,124332,596523,888210,-133092,436372,597503,
现金及现金等价物净增加额(万元),-807004,-249642,187094,107617,486968,-181418,-14626,-240718,-522643,241950,-501326,-682909,-285366,-146760,-43792,-654973,-137329,219089,-379384,236350,709741,
总资产(万元),16086915,15946706,15439454,14581920,13993875,14028231,13712491,13017900,12591718,12973243,12463267,11931127,11810595,11645622,11549064,--,10957027,10446309,8376641,7297270,5994143,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总负债(万元),14981201,14839636,14346559,13517287,12960229,13001013,12777296,12096921,11693622,12070788,11575996,11048701,11033519,10891318,10817276,--,10278972,9792621,7798957,6788883,5556904,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
股东权益不含少数股东权益(万元),1097353,1099154,1085048,1054883,1023960,1017454,925371,910960,888125,892612,877244,871444,766478,743670,720839,--,666449,641314,564231,495318,424152,
净资产收益率加权(%),5.89,2.8,10.68,8.52,5.48,2.72,11.04,8.58,5.88,2.69,11.52,9.23,6.36,2.94,12.3,9.66,--,15.83,17.65,18.98,21.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
