报告日期,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-1.21,-1.2,-1.19,-1.04,-1.03,-1.02,-1.01,-0.48,-0.47,-0.46,-0.45,-0.33,-0.32,-0.31,-0.3,-0.3,-0.29,0.09,0.19,0.32,1.68,1.75,2,1.92,1.8,1.64,1.67,1.77,--,1.01,
每股经营活动产生的现金流量净额(元),0,--,-0,0,0,0,-0,0,0,0,-0.12,0,-0.07,0,-0.03,--,0,-0.01,-0.01,--,0.05,0.1,--,--,--,--,--,--,--,--,
主营业务收入(万元),0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,2510,2505,10504,6158,14155,7545,16196,8047,17252,7893,15487,
主营业务利润(万元),0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,--,0,0,0,-217,191,3097,2700,2344,1415,3199,2109,4168,1831,3711,
营业利润(万元),-332,-166,-2976,-544,-367,-180,-6442,-542,-379,-189,-2875,-560,-432,-104,-2019,-2071,-3737,-4553,-2709,-9611,-1326,166,1777,2641,0,3319,0,4288,1891,2666,
投资收益(万元),0,--,--,0,0,0,--,0,0,0,0,0,0,0,2935,--,0,0,0,--,0,0,0,0,0,0,444,956,382,0,
营业外收支净额(万元),0,--,-590,0,0,0,-4600,0,0,0,-182,0,0,0,-233,-750,0,-19,0,-10806,0,0,0,0,-4,0,0,0,--,--,
利润总额(万元),-332,-166,-3566,-544,-367,-180,-11042,-542,-379,-189,-3057,-560,-432,-104,683,-2821,-4487,-4572,-2546,-20417,-1421,254,1777,3479,1476,3598,2613,5211,2273,4206,
净利润(万元),-332,-166,-3566,-544,-367,-180,-11042,-542,-379,-189,-3057,-560,-432,-104,683,-2821,-2280,-2863,-1291,-11519,-1421,176,1626,3473,1468,3357,2367,5039,2205,3975,
净利润(扣除非经常性损益后)(万元),-332,--,-2976,0,-367,0,-6442,0,-379,0,-2875,-560,-432,0,-2019,--,-1530,-2863,-1454,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-0,--,-0,0,0,1,-5,-0,-0,1,-2428,0,-1312,0,-540,--,0,-100,-148,614,983,1909,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-0,--,-0,0,0,1,-5,-0,-0,1,-1316,0,-1314,0,1280,--,2,-110,-51,-745,-349,-728,--,--,--,--,--,--,--,--,
总资产(万元),673,686,699,3599,3611,3625,3637,9330,9306,9319,9331,11418,11392,11508,11541,13473,13497,17402,19096,24117,65732,68038,64074,63709,66748,67363,44603,42981,--,26570,
流动资产(万元),628,--,628,2925,2924,2925,2924,8605,8569,--,0,0,0,10728,--,12053,0,0,0,21106,33186,33858,28310,26556,25547,23670,23686,21200,--,14864,
总负债(万元),24607,--,24301,24179,24014,23841,23673,18866,18679,18503,18325,17915,17761,17549,17479,--,19227,15665,15337,17824,32524,33398,27998,29239,35295,37799,14542,16406,--,13446,
流动负债(万元),24607,--,24301,24179,24014,23841,23673,18866,18679,--,0,0,0,17549,--,18724,0,0,0,15511,18276,18151,11508,11474,13295,14232,7339,9204,--,13446,
股东权益不含少数股东权益(万元),-23935,-23768,-23602,-20580,-20403,-20216,-20036,-9537,-9374,-9184,-8994,-6497,-6369,-6041,-5937,-5970,-5730,1737,3759,6293,33208,34640,36075,34470,32453,29563,30061,26575,--,13124,
净资产收益率加权(%),0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,--,0,-71.32,0,--,--,0.51,--,--,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
