报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.3,0.06,0.32,0.28,0.15,0.06,1.01,0.73,0.55,0.3,1.19,0.88,0.67,0.29,0.85,0.29,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.31,--,--,--,2.34,1.76,2.02,1.65,1.69,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,1.12,--,--,--,1.01,0.52,0.13,0.22,0.27,
主营业务收入(万元),48107,23280,76627,53029,32012,15824,73815,55001,34811,17735,59926,39179,26919,12934,46469,20479,36955,22278,20865,
主营业务利润(万元),13814,6085,20857,15342,8959,4666,24236,17896,11197,5480,21462,14477,10519,4995,17089,6656,12269,7015,5681,
营业利润(万元),4230,761,4998,4049,1906,800,10459,7008,4967,2558,10133,7469,5696,2283,7396,2662,4749,2267,1766,
投资收益(万元),225,127,953,923,853,179,482,67,57,44,66,2,2,--,9,--,0,--,--,
营业外收支净额(万元),952,330,1,-58,-23,-28,214,420,171,53,453,375,297,257,276,12,190,234,80,
利润总额(万元),5182,1091,4999,3991,1882,772,10672,7427,5138,2611,10586,7844,5992,2540,7672,2674,4939,2501,1847,
净利润(万元),4434,874,4861,3383,1652,601,9013,6246,4357,2218,8942,6611,5044,2148,6397,2185,4230,2133,1610,
净利润(扣除非经常性损益后)(万元),3310,426,3360,2446,954,436,8098,5940,4164,2135,8499,--,4791,1929,6155,2175,4069,1937,1542,
经营活动产生的现金流量净额(万元),4638,2861,3947,3922,3456,1696,7764,7128,4516,3247,8393,8155,6851,3177,7593,3872,781,1314,1094,
现金及现金等价物净增加额(万元),3460,-7049,5849,-9166,8615,-2892,9138,5791,43393,63,5813,-459,3695,1359,1618,-128,790,25,538,
总资产(万元),136741,125720,123091,112676,110207,105625,102834,98674,98873,56143,53927,--,--,--,40122,31483,31621,21662,18360,
流动资产(万元),71962,63125,66452,68058,70286,72475,76469,75481,77560,37016,35837,--,--,--,23519,16972,18229,10825,9377,
总负债(万元),56329,47487,45589,34417,35735,28990,27435,26268,28395,31279,28866,--,--,--,22368,18100,19365,11692,11459,
流动负债(万元),56201,47289,45407,34230,35394,28326,26799,25390,27421,30051,25242,--,--,--,20043,16295,17888,10182,9659,
股东权益不含少数股东权益(万元),79707,78236,77330,76161,73957,75992,75063,72132,70242,24630,24832,--,--,--,17563,13232,12211,9981,6847,
净资产收益率加权(%),5.6,1.12,6.44,4.51,2.21,0.8,17.08,-33.63,16.35,8,43,--,25.72,11,41,16,35,25,46,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
