报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.24,-0.15,-0.5,-0.28,-0.17,-0.11,0.1,0.09,0.09,0.1,-0.32,-0.13,-0.1,-0.15,-0.34,-0.07,-0.11,-0.06,0.03,-0.14,-0.09,-0.03,-0.46,-0.41,-0.19,-0.08,-0.13,-0.1,0.01,0.01,0.04,0.06,-0.03,-0.04,-0.42,-0.33,-0.14,-0.02,-0.27,-0.13,-0.09,-0.05,0.02,-0.13,-0.01,-0,0.06,-0.06,-0.04,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.55,--,0.66,0.77,0.77,0.76,0.79,0.69,0.68,0.72,0.81,1,1.13,1.15,1.29,1.33,1.37,1.42,1.27,1.39,1.39,1.4,1.27,1.29,1.3,1.34,1.61,1.64,1.72,1.91,1.88,1.87,1.86,1.81,1.8,1.77,1.77,1.76,2,2.01,2,2,2.09,2.08,2.08,2.06,2.05,2.03,2,1.96,2.17,2.16,2.17,2.13,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-0.07,--,0.23,0.11,0.04,0.36,0.34,0.3,0,-0.21,-0.17,0,0.02,-0.14,-0.01,-0.11,-0.12,-0.37,-0.4,-0.41,-0.14,0.08,0.09,0.11,0.04,0.5,0,--,0,0.94,0,0,0,0.19,0,0,0,0.02,0,0,0,0.02,0,0.19,--,0.02,-0.01,-0.03,-0.01,-0.12,--,-0.35,--,--,--,0,0,
主营业务收入(万元),3540,2323,31797,30732,29401,23758,90460,61517,41790,20478,81754,56258,43206,19901,83669,60348,41370,18529,90129,64107,45592,20489,81879,62615,40560,17252,96564,74347,56037,29460,85339,69485,45368,23219,24890,14087,5145,67,191,171,123,11,42264,38243,27181,12276,42709,32576,21157,10175,64921,54444,42141,23408,125574,96909,63187,32480,114629,84923,50094,24125,95812,68583,46241,23761,101490,73294,48660,22878,91476,44125,94454,45911,80703,41946,84916,41467,92203,96085,94139,97243,
主营业务利润(万元),1069,156,126,-310,-416,-1421,8733,6182,4810,6134,-2440,-550,-961,-2685,-4142,1304,-931,-350,1974,-2322,390,55,-5565,-7283,-2412,-567,1582,1307,3128,1452,5735,6258,1975,18,-6634,-6369,-2586,48,86,-4,-0,0,-3913,-310,1928,1183,1980,1658,1103,--,-4292,-4967,-5810,-4426,11106,10694,6994,4650,8972,9038,4521,2213,6564,4776,4089,1601,9339,6912,4208,1902,8505,3244,8300,3317,3503,2035,5952,3441,9848,9058,10454,14166,
营业利润(万元),-6504,-4235,-13811,-7811,-4797,-2954,3140,2506,2332,2848,-8715,-3454,-2682,-4126,-9439,-1954,-2929,-1786,-3111,-3501,-2097,-768,-12774,-11271,-5224,-2264,-3859,-2736,374,165,785,1502,-1046,-1089,-11429,-9189,-3952,-494,-7538,-3639,-2459,-1250,-8394,-3457,-256,-19,-4615,-1735,-1110,-838,-12173,-8104,-7435,-5425,2859,1995,1649,1476,1549,1211,681,312,-5720,340,400,57,-1412,800,744,709,1732,851,1821,1271,-2955,259,1302,1451,9703,8994,10367,14193,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,0,0,--,0,0,0,0,--,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,
营业外收支净额(万元),-37,-8,-54,-14,-1,-4,-259,78,78,--,-9,-9,-9,-2,-6,-6,--,--,4038,-372,-369,0,8,6,12,2,236,3,3,-2,252,256,256,0,-212,-6,-6,-6,12,14,-1,-1,9072,--,-1,--,--,--,--,--,-3743,0,--,0,-77,0,0,0,-88,0,0,0,-756,0,0,-5,-441,-55,-5,0,-413,0,-25,0,-192,0,0,0,0,-6,-521,-45,
利润总额(万元),-6541,-4243,-13864,-7825,-4798,-2958,2881,2584,2410,2848,-8725,-3463,-2691,-4127,-9444,-1959,-2929,-1786,927,-3874,-2466,-768,-12766,-11264,-5212,-2262,-3623,-2733,377,163,1037,1757,-791,-1089,-11641,-9195,-3958,-500,-7526,-3625,-2460,-1251,677,-3459,-257,-19,1632,-1773,-1141,-866,-15917,-8284,-7612,-5425,2782,1989,1642,1467,1461,1223,682,311,-6562,323,384,51,-1852,745,739,705,1319,845,1796,1258,-3147,259,858,1265,9696,8988,9846,14148,
净利润(万元),-6541,-4243,-13864,-7825,-4798,-2958,2881,2584,2410,2848,-8725,-3463,-2691,-4127,-9444,-1959,-2929,-1786,927,-3874,-2466,-768,-12766,-11264,-5212,-2262,-3623,-2733,377,163,1037,1757,-791,-1089,-11641,-9195,-3958,-500,-7526,-3625,-2460,-1251,677,-3459,-257,-19,1632,-1773,-1141,-866,-15917,-8284,-7612,-5425,2782,1989,1642,1467,1461,1223,389,208,-6562,217,257,34,-1852,499,495,472,1020,566,1796,1069,-3147,220,729,1075,8241,7640,8369,12025,
