报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.21,0.1,0.46,0.39,0.17,0.05,0.09,0.09,0.06,0.02,0.04,-0.08,-0.04,0.01,-0.22,-0.12,-0.01,0.01,0.47,0.24,0.26,0.09,0.87,0.62,0.31,0.12,0.97,0.68,0.45,0.12,1.02,0.67,0.52,0.23,1.41,0.78,0.53,0.26,1.57,1.06,0.64,0.26,1.54,0.85,0.52,0.25,1.02,0.72,0.59,0.21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,4.82,4.59,5.39,5.28,4.92,4.77,6.17,5.93,5.31,5.05,6.54,6.28,5.77,5.36,5.37,5.11,4.42,4.09,4.22,3.97,3.64,4.39,4.5,4.19,3.59,4.13,4.23,3.85,3.29,2.91,3.24,2.94,2.7,2.43,2.48,2.33,2.19,2.14,2.1,2.07,2.13,2.08,2.04,2.01,2.03,1.99,2,1.9,2,1.84,1.86,1.38,--,1.02,0.7,0.47,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.68,0.2,0.26,0.82,0.35,0.52,0.42,1.04,0.93,0.43,0.5,0.36,0.22,-0.03,-0.11,1.04,0.72,0.65,-0.15,0.81,0.38,0.34,-0.08,0.49,0,0,--,0.87,0,0,0,2.01,0,0,0,1.02,0,0,0,0.36,0,0.13,--,0.23,0.06,0.27,0.08,-0.01,--,0.28,--,--,--,--,--,--,
主营业务收入(万元),192018,98138,464281,339282,228413,96208,344714,258923,166372,74834,323530,224183,136742,68783,260007,154867,105500,49216,372233,244991,174336,65514,506464,345278,201975,90986,457538,329171,213816,83964,454782,318920,207704,81720,427621,271607,184052,70988,358601,253618,164653,71680,331917,241229,139824,62580,285589,198415,123480,47700,237074,175154,109639,48365,193178,140467,89263,42667,97783,71568,42007,18600,43994,30687,20035,8581,32603,23377,13645,7766,28916,12468,24920,13194,29156,15570,30020,14270,28916,12522,26252,21489,18004,
主营业务利润(万元),54032,28429,138083,104805,64220,27629,96533,74019,45260,21433,99816,73711,50806,29039,78212,54176,38615,16588,132902,93424,65749,25969,161360,111902,65234,30055,162288,116993,76338,27991,164132,120460,80149,32461,152341,99486,65497,26959,128283,95270,62886,24105,123746,84388,51503,24991,101505,71345,45604,--,96592,71888,44629,20133,78470,56996,37534,17610,39440,29905,16674,8846,17109,11855,7751,3495,12848,9342,5223,2729,9234,3569,8324,4626,11333,6461,12995,6778,11970,5242,7142,4158,3123,
营业利润(万元),22592,11389,46510,38915,19075,5545,12622,9314,6198,2639,5553,-5076,-3400,1349,-17201,-6907,1470,1938,48666,26490,25973,9732,85475,63587,33717,14441,100419,67573,44013,10006,88392,63846,47579,17608,96328,52734,36453,13797,81313,55383,33781,13323,81053,48250,29945,13842,61854,42535,26668,9684,64875,40608,22956,10838,51995,32937,20517,10025,24802,16986,8618,4480,6847,3368,2005,839,5326,3330,1755,788,3261,1356,3417,2278,4994,3484,8547,4817,8102,3511,7142,4158,3123,
投资收益(万元),9946,1633,11754,10796,3714,1689,12057,10673,8899,3569,3214,2194,1505,432,4837,4246,3923,271,4475,3778,3367,293,6977,6781,6470,3251,16362,3245,3042,147,2433,2412,2412,100,2448,2422,110,100,3292,2990,2990,120,4874,3724,3016,2823,2241,2351,2351,241,1229,1297,1348,348,-4,23,12,-8,-196,-40,-31,-28,-84,-37,-21,-3,-156,-174,10,-10,25,-4,-5,0,0,0,0,0,--,0,0,0,0,
营业外收支净额(万元),-448,-81,497,799,160,267,644,1103,428,404,2189,646,489,-57,2382,1355,413,353,1467,684,764,7,1122,-163,-71,-11,863,148,275,198,2135,-499,-447,-132,281,-366,-285,-134,1915,-303,62,58,890,--,-391,--,--,--,--,--,-835,0,0,-74,1231,0,0,0,432,0,0,0,-28,0,0,0,-992,-27,2,0,-87,0,83,0,71,0,0,0,-105,--,0,0,0,
利润总额(万元),22144,11308,47007,39714,19235,5812,13266,10417,6626,3042,7742,-4430,-2911,1292,-14819,-5553,1882,2291,50133,27174,26738,9739,86597,63424,33646,14430,101282,67721,44287,10204,90528,63347,47132,17475,96609,52369,36168,13663,83228,55080,33843,13381,81943,47775,29554,13842,62597,42624,26476,9581,65682,41601,24097,11112,53308,34102,21629,10001,25462,17393,9035,4468,7028,3780,2240,887,4331,3129,1767,782,3199,1338,3496,2420,5866,3514,8553,4817,7997,3511,6943,4136,3039,
净利润(万元),16033,7788,34582,29182,12851,3904,6875,6399,4400,1675,3196,-6034,-3125,662,-16281,-8928,-1028,770,35208,18397,19617,6730,65336,46463,23293,9255,73510,50908,33728,7361,64039,41896,32471,11313,68018,37845,25582,9538,58352,39303,23878,9670,57365,31487,19428,9400,38007,26688,17011,5986,43146,28009,16088,7344,34883,23013,14684,6645,17419,12447,6602,3312,4400,2744,1630,649,3471,2698,1500,680,2739,1147,3007,2101,5866,3514,7228,4095,6797,2984,4652,2771,2036,
