报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
净利润(扣除非经常性损益后)(万元),13157,6443,28008,23349,8947,2847,-146,1326,356,-1598,-837,-7999,-4348,291,-19616,-11030,-2216,240,32279,16560,18141,6540,61684,45161,22003,9311,67275,--,33743,--,62217,--,32708,--,67666,--,25761,--,57126,0,23941,0,55434,0,19700,0,37670,0,17116,--,43192,0,16225,--,33667,0,13874,0,16863,0,6577,0,4090,0,1550,0,4506,2722,1499,--,2838,1163,3019,2101,0,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-934,-1047,64443,60006,55779,12673,20530,19992,-1031,-20074,50616,36106,21470,1855,35568,27561,10182,-4931,28373,21077,11979,9696,36966,16751,11234,12889,77769,51502,15342,16077,51812,22191,32405,20103,50109,45002,20997,18764,13344,8059,-977,-4161,38793,26615,24012,-5387,30032,14064,9647,-2241,14013,11493,9649,706,19144,17376,9559,3741,44151,38124,23854,7782,22369,12285,3139,1658,8019,0,2843,--,5114,1328,5887,1753,-114,--,6218,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),42422,25548,12469,12032,1776,-15186,30626,8973,11561,6848,14201,-15500,1676,-13418,12646,2637,-5739,5316,-24817,-43438,-11181,-6039,-24420,-30787,-36960,-29358,46434,-17972,-19428,-17804,-3058,-18710,4247,18916,13698,15415,-1791,21135,3429,7236,-2374,1675,15350,2800,18018,-3687,8064,-3672,-5888,-2906,-11165,-13687,-15350,--,-19562,0,-12599,553,27436,28116,16266,7481,11455,2959,-3052,777,276,0,-3340,--,-3444,-1719,-82,-625,-2600,--,18982,--,--,--,--,--,--,
总资产(万元),1206456,1203526,1156917,1170547,1136552,1127266,1083060,1122421,1111168,1096697,1055090,814250,811718,783166,768378,787847,777238,769629,755206,756741,776045,779778,764565,755670,768867,740077,744772,738994,712752,735136,689258,686402,662515,652605,609233,568497,547388,521350,491077,486059,467475,474889,456961,451055,443146,400311,356977,339538,294501,276371,254868,233633,227451,219145,206423,204193,188666,189379,175450,167415,150206,130140,102238,87101,76185,74379,68548,67983,65921,65084,62696,66473,67530,66383,67214,66763,68636,68144,46979,--,38759,35567,28308,
流动资产(万元),774561,780739,769866,796576,769319,759652,710028,710476,686681,646419,624270,632489,633791,611398,594712,620864,610105,602816,587754,591025,612618,616215,601439,617567,633537,605025,590858,560365,531747,549988,503438,503561,488959,485308,441085,432636,415030,392148,364772,375359,357579,363917,344887,341963,348628,308368,263587,249874,205786,188521,171597,152932,148215,--,140631,0,139901,144916,133720,132330,117578,98943,72321,58407,50297,--,0,--,0,46023,0,0,0,0,0,48296,49542,48354,26628,--,28016,25180,18698,
总负债(万元),543816,525609,514464,533732,512398,504804,461042,460863,437877,399958,380528,364157,358770,323925,309464,324235,306068,287470,273665,295484,315121,311880,303403,309149,348403,302900,311943,335653,329008,357340,312950,333891,321658,315330,279083,275231,265919,240967,218380,238220,237602,244206,236181,258551,265323,218982,186711,184880,152615,132872,122315,120815,129842,--,116069,--,120679,115344,108370,106082,94964,73891,50791,38708,28906,28083,22901,20938,20075,20075,18368,21553,23601,22420,25353,22854,28240,27268,27679,--,24544,25726,21749,
流动负债(万元),430499,442312,435822,443331,428573,420262,378085,403792,378338,336462,320834,350299,345284,310405,296309,320990,302344,283717,270855,294363,313990,310609,302298,307522,347097,301502,310692,318087,311208,338051,294133,317862,304617,298429,271077,248218,238917,215330,193146,222306,221916,234230,235373,257235,264036,217610,185518,184119,151877,132191,121924,120431,129458,--,115685,0,120295,115014,108040,105785,94667,73595,50512,37515,27713,--,0,--,0,19045,0,0,0,0,0,22454,27840,27252,26130,--,22994,21856,18777,
股东权益不含少数股东权益(万元),623143,636472,600754,604175,590211,588363,588482,627811,641059,660836,638535,415881,418828,422579,421934,428574,436511,445832,445060,426423,427689,429816,423094,403396,380214,396308,387216,363584,346404,338887,331526,309384,299958,298134,286821,256584,244321,243149,233611,214560,199135,199801,190131,164253,152194,157038,147638,135176,125499,128774,119828,102773,90851,93107,84728,72307,63979,71285,64639,59322,53477,54586,51275,48222,47109,46128,45478,46875,45677,44844,44164,44758,43769,43963,41862,43909,40395,40876,19300,--,14216,9840,6559,
净资产收益率加权(%),2.62,1.26,5.82,4.89,2.18,0.66,1.12,1.01,0.69,0.24,0.6,-1.44,-0.74,0.16,-3.76,-2.04,-0.23,0.18,8.12,4.31,4.53,1.58,16.13,11.6,5.84,2.36,20.57,14.52,10.23,2,20.82,13.9,10.71,3.89,26.14,15.29,10.38,4,27.7,0,12.27,0,34.22,0,12.96,0,30.66,0,13.7,--,42.37,0,18.33,--,47.7,0,22.82,0,29.96,0,12.61,0,9.02,0,3.52,0,7.56,0,3.34,--,6.09,0,6.93,0,0,--,22.14,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
