报告日期,2005-09-30,2004-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-5.27,--,-4.45,-4.3,-4.27,-0.26,-2.55,-2.54,0.27,0.57,2.08,2.07,1.83,1.73,1.65,3.09,--,2.16,1.89,1.76,
每股经营活动产生的现金流量净额(元),--,--,0,--,0.04,--,0.03,0.14,0.03,0.11,--,-0.19,--,--,--,--,--,--,--,--,
主营业务收入(万元),0,0,0,1780,7097,7877,7025,19129,9158,34918,15619,45580,43736,136532,59846,169381,75335,126073,89776,64059,
主营业务利润(万元),0,0,0,1043,4022,3097,2278,5698,2832,4313,2964,3870,5573,5404,2384,5357,1556,3264,2062,--,
营业利润(万元),-3100,-2598,-4394,-530,-17048,0,-2622,-53291,-3778,-45439,-867,-1387,2932,5505,0,5984,2164,4041,2793,--,
投资收益(万元),--,--,0,0,-481,0,35,1577,266,289,660,2202,130,648,710,264,126,777,793,--,
营业外收支净额(万元),--,--,-808,0,-28766,-29,0,-41377,0,0,0,--,0,0,-9,0,--,--,--,--,
利润总额(万元),-3100,-2598,-5202,-531,-46295,0,-2650,-93040,-3278,-44988,428,1426,3039,5753,3182,6320,2288,4748,3594,--,
净利润(万元),-3100,-2598,-5202,-730,-46883,-4023,-2909,-93479,-3458,-41569,374,1041,2545,4814,2690,5202,1928,4101,3096,3246,
净利润(扣除非经常性损益后)(万元),--,--,0,--,-29834,--,-2820,-52103,-3458,-41601,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),0,0,44,--,1298,--,766,4161,953,3443,--,-5630,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),0,0,0,--,-1025,--,-2452,1720,482,-847,--,-8184,--,--,--,--,--,--,--,--,
总资产(万元),13006,13326,14418,18934,17951,54381,64278,64737,132562,136781,116098,119379,115991,117521,80871,74222,56211,53618,46333,--,
流动资产(万元),293,364,--,3894,0,24259,0,0,0,0,70075,74492,61606,74370,59772,55420,38097,36436,26693,--,
总负债(万元),169285,161733,146436,146464,144768,--,140068,140034,128350,123109,54023,57628,68538,72614,38087,34128,29559,28884,40717,--,
流动负债(万元),169285,161733,--,146274,0,130299,0,0,0,0,50283,54702,54479,62658,37392,33302,28759,28084,20358,--,
股东权益不含少数股东权益(万元),-156280,-148408,-132018,-127530,-126817,-7751,-75790,-75298,7871,16926,61725,61351,47452,44907,42784,40094,26343,24415,25634,23864,
净资产收益率加权(%),--,--,0,--,0,--,0,0,0,0,--,2.23,--,--,--,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
