报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.5,0.22,1.01,0.72,0.46,0.24,1.1,0.78,0.49,0.29,1.46,1,0.64,0.28,1.18,0.85,1.08,0.84,0.79,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,3.73,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,1.14,0.91,--,1.34,0.97,0.93,0.82,0.96,--,
主营业务收入(万元),21887,10245,43241,31700,20608,9982,36186,26753,16461,7602,28621,20989,12927,5593,23004,17507,21701,18089,18391,15994,
主营业务利润(万元),11583,5247,23149,17174,11194,5245,20509,15328,9433,4361,16301,11503,7364,3165,12810,9384,12142,9983,10192,7816,
营业利润(万元),9056,3908,18390,13280,8487,3414,15100,10914,6959,3056,11933,7960,5185,2258,8751,6153,8002,6335,6327,4636,
投资收益(万元),1037,621,2190,1336,1049,347,1372,365,365,--,326,260,187,54,446,355,373,228,243,16,
营业外收支净额(万元),35,43,-18,1,0,-0,316,187,41,93,208,258,97,28,656,614,679,451,72,16,
利润总额(万元),9091,3951,18372,13281,8488,3413,15416,11101,7001,3149,12141,8218,5281,2286,9408,6767,8681,6786,6399,4651,
净利润(万元),7820,3436,15710,11249,7192,2893,13165,9386,5916,2657,10320,6888,4449,1945,8162,5847,7430,5794,5434,3962,
净利润(扣除非经常性损益后)(万元),6419,2772,13505,9922,6210,2608,11649,8672,5439,2577,9860,6443,--,1875,--,5016,--,--,--,--,
经营活动产生的现金流量净额(万元),9682,3907,13713,8708,5140,441,12395,9122,5682,1857,11351,7872,6252,1938,9263,6662,6435,5628,6608,4959,
现金及现金等价物净增加额(万元),10506,-42,11439,7976,7390,3350,-36758,-38475,-39962,-27548,29024,-1640,-2697,-6639,3481,3247,3428,1207,6412,-2966,
总资产(万元),111578,104399,103946,99326,94319,91236,89023,78887,74227,74021,71332,31504,30479,--,30784,--,28701,23955,27010,23363,
流动资产(万元),95528,88960,88438,83591,78956,76164,74428,66036,61448,61040,58846,24610,23646,--,24923,--,22635,18036,22208,16435,
总负债(万元),23257,15142,16881,18791,18179,15784,16794,10694,9502,8413,8380,7155,8569,--,5045,--,5262,4910,13758,5654,
流动负债(万元),21730,13690,15466,17375,16895,14473,15459,10134,8923,7803,7728,6490,7891,--,4340,--,4530,4428,13521,5362,
股东权益不含少数股东权益(万元),88321,89258,87065,80535,76141,75452,72230,68194,64725,65608,62951,24349,21910,--,25739,--,23439,19045,13252,17709,
净资产收益率加权(%),8.79,3.91,19.72,14.7,9.48,3.93,19.62,14.26,9.07,4.13,37.36,--,18.67,7.28,33.04,--,35.34,35.88,42.25,24.11,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
