报告日期,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1993-12-31,
现金及现金等价物净增加额(万元),-5430,-969,78115,-44060,-73246,-145503,-82571,6247,363167,434943,399246,292796,148,125,-34,1147,-3032,-3855,-2103,-1029,-5218,-3713,-2902,-4208,-6125,-10426,-3474,1623,11040,4101,3641,719,2137,0,2523,--,417,-278,1930,-581,1681,--,-173,1030,--,--,--,--,--,--,--,--,
总资产(万元),2517567,2403998,2086899,2031983,2099196,1764924,1724799,1773221,1701661,1766750,1494690,1278642,77084,84143,84353,80799,84633,88342,88917,92558,95822,90156,94234,86340,97507,98617,107991,113072,117059,104549,106053,111505,77599,77368,78872,74897,69129,73596,62802,38288,40164,34175,32272,32935,32173,33366,24963,20285,21636,18076,12603,6396,
流动资产(万元),945810,968488,742303,769913,886362,658371,700794,857350,810911,1042496,685648,662479,28892,34796,36187,35137,37506,36602,36117,51271,51283,46605,51318,49517,55935,43879,53319,57755,61934,49759,51891,58916,0,0,0,50347,0,0,0,0,0,12194,10798,12142,11643,14418,14983,13890,14950,13281,8856,4416,
总负债(万元),1284052,1183912,931250,879536,1011385,730364,726748,709821,778374,883043,739168,529691,80670,75787,76169,74644,75696,83765,79877,81163,85884,69657,73568,66705,77666,61991,71775,77429,81544,68189,67832,71087,45002,44641,44936,--,36482,39091,33738,11797,16399,16078,14063,15638,15464,16397,10617,10259,12527,8800,8144,4459,
流动负债(万元),742348,714279,468091,394636,585504,312061,361312,330744,413119,512832,387222,261300,78817,74604,74980,71970,74607,81246,78858,78644,83365,66638,69507,64186,75147,58271,68684,68339,78341,58602,57546,60350,0,0,0,39563,0,0,0,0,0,14888,11937,13734,13463,13696,9916,9558,11826,6779,6123,3538,
股东权益不含少数股东权益(万元),896442,890144,844733,860390,804049,772497,746204,727339,637900,630943,561168,511591,-6647,4613,5147,4625,5980,1630,3670,6642,6487,15237,15393,15373,15353,32390,32117,31658,31463,32513,32172,29690,29919,29749,30758,30110,29682,30837,28337,26016,23273,17834,17957,16879,16157,16490,14346,10025,9109,9276,4459,1936,
净资产收益率加权(%),17.85,17.16,11.84,10.14,20.2,--,12.95,0,47.67,0,27.81,0,--,0,-66.01,--,1.49,0,-54.1,0,-75.81,0,0.24,0,-67.9,0,1.54,0,2.75,0,3.01,0,1.16,0,3.56,--,9.2,6.87,14.1,0,0,--,10.95,--,--,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
