报告日期,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
净利润(扣除非经常性损益后)(万元),22376,--,14011,0,17818,0,10567,--,15261,0,4679,--,17714,0,9172,0,15226,0,6167,0,2061,0,7658,0,--,0,5031,0,17399,9460,5105,0,20583,6116,14203,6544,20410,--,--,--,--,
经营活动产生的现金流量净额(万元),40248,29510,14470,10705,29042,3308,-8452,1528,31382,27506,18265,10807,32596,23939,13411,7041,30863,22816,16189,8508,17916,12071,6441,2331,18292,15855,-13241,-33179,29306,0,5041,0,39226,8712,15024,9342,821,4605,--,--,--,
现金及现金等价物净增加额(万元),24937,18736,8353,11073,-15482,-2069,-14200,-2968,-21162,-24961,10178,3808,49190,24930,13196,6682,6208,3455,5314,226,9794,13263,19253,23487,-40113,-25674,-34656,-35126,2583,0,-35224,0,2271,-13009,-30257,-45395,97056,917,--,--,--,
总资产(万元),542353,528928,515773,510639,502891,481448,486134,487102,486533,506473,528033,520283,527183,516247,511102,511247,500434,497033,502142,512097,510460,544774,551701,562647,514256,530765,526618,531476,528991,520872,478238,477846,500024,423703,414591,404299,434719,300316,296186,290516,222579,
流动资产(万元),95485,101310,86356,93124,83570,105200,107823,106881,104850,123490,143085,136879,132543,114032,98409,94676,82728,78447,81821,88765,84623,104978,113058,123645,77151,97321,99407,--,101005,--,0,65908,0,0,0,0,0,8386,3008,898,591,
总负债(万元),125707,115279,107292,111001,110254,102281,92768,99562,104671,118307,143858,139170,159747,146324,145867,144589,138405,138300,147891,162771,163604,171912,172511,181491,143137,162154,164023,172424,168649,168506,130287,132908,156343,127524,123438,119625,157119,97388,102257,102176,58541,
流动负债(万元),97007,76579,68592,56301,55554,98515,89002,95796,100905,69607,50158,45470,66047,52492,52035,50757,44574,44468,51059,65940,66772,78081,78680,89159,50805,70054,71923,--,78549,--,0,41408,0,0,0,0,0,58288,63157,57676,541,
股东权益不含少数股东权益(万元),378692,375188,370432,361961,355065,340773,355718,350475,344671,352229,348146,344978,331266,328698,323763,325429,320719,317089,312301,307733,304664,325184,331419,329209,327078,315904,310586,307414,308726,302139,298144,294674,293559,290707,284064,278070,271666,197766,189429,183840,159538,
净资产收益率加权(%),6.44,--,4.24,0,2.31,0,3.15,--,6.89,0,3.49,--,5.55,0,2.97,0,5.07,0,2.7,0,-3.95,0,1.32,0,--,2.32,1.76,0,0,0,1.55,0,6.6,2.31,7.61,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
