报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,
基本每股收益(元),0.85,0.49,2.59,1.76,1.17,0.46,1.74,1.22,0.8,1.43,0.81,0.38,1.18,0.53,1,0.44,0.39,0.36,
每股净资产(元),--,--,--,--,6.88,--,--,--,4.74,--,3.78,--,--,1.85,2.94,2.31,2,1.72,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.86,--,1.87,--,--,1.64,--,0.37,1.49,--,--,--,0.68,0.43,
主营业务收入(万元),65079,28160,111597,73647,47847,18249,69473,47411,30885,50612,24811,11083,36559,16280,21793,8803,11420,9106,
主营业务利润(万元),26739,11733,45963,30624,19715,8197,30429,21030,13928,24616,12650,5635,17245,7325,8304,3312,4031,3229,
营业利润(万元),17439,7635,29918,19596,12625,5019,18599,12515,8457,15799,8542,3855,11534,5190,4718,1987,1705,1437,
投资收益(万元),1009,319,--,--,--,--,--,--,--,--,--,--,35,--,--,--,--,--,
营业外收支净额(万元),814,40,59,198,19,11,185,365,89,-409,122,76,206,8,182,75,105,46,
利润总额(万元),18253,7675,29977,19795,12643,5030,18784,12880,8546,15390,8665,3931,11740,5198,4900,2062,1809,1483,
净利润(万元),15060,5958,25393,15966,10559,4202,15782,11053,7235,12906,7265,3337,9939,4414,4093,1815,1592,1294,
净利润(扣除非经常性损益后)(万元),12923,5675,25006,15915,10509,4181,15327,10971,7153,13276,7137,3261,9642,4414,3920,--,1493,1249,
经营活动产生的现金流量净额(万元),6586,-325,22292,13139,7749,-1251,16916,10810,6835,14870,8334,3350,12789,5864,5023,2319,2775,1765,
现金及现金等价物净增加额(万元),24195,-10425,32941,85140,-957,-4222,6028,2443,84,7289,4227,14372,5661,3298,1471,885,-254,-515,
总资产(万元),193209,194828,191724,179666,83936,--,70818,--,56698,51603,44885,48753,32180,23414,18868,15493,12738,9873,
流动资产(万元),146813,150711,148699,139585,45934,--,40101,--,28701,25187,21233,30483,14894,12756,8967,7574,5399,4590,
总负债(万元),27335,27119,33374,30901,21576,--,19279,--,13758,11524,10598,9370,8605,7943,6558,6022,4548,2824,
流动负债(万元),26272,26420,32675,30071,20913,--,18725,--,13037,10770,10430,9196,8435,7712,6326,5786,4313,2815,
股东权益不含少数股东权益(万元),165874,167709,158350,148765,62360,--,51539,--,42940,40079,34287,39383,23575,15471,12310,9472,8190,7049,
净资产收益率加权(%),9.06,3.69,29.97,26.72,18.54,7.84,34.74,25.69,16.82,35.57,20.14,9.95,56.6,30.11,41.24,20.55,20.9,22.72,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
