报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
股东权益不含少数股东权益(万元),3351506,3423133,3320747,3299960,3138616,2963860,2868287,2725528,2578580,2429832,2401580,2295712,2256604,2217473,2215142,2245326,2233712,2305636,2293174,2209333,2160061,2218433,2114982,2078173,1985294,2073639,1969941,1876258,1786940,1838779,1685359,1591973,1429852,1267306,1354766,1251502,1107408,982123,926371,844876,756747,633376,659818,494292,384743,395443,363292,266799,241150,227082,217912,188848,171822,179042,165112,145753,124450,134174,120507,105155,99607,94116,90162,88535,86261,84957,82908,83517,82112,81046,79063,78753,78194,77982,77487,79742,78565,79883,77917,29909,24461,10307,5639,
净资产收益率加权(%),5.48,2.92,13.17,15.16,7.52,3.42,18.8,14.78,9.35,3.6,8.6,3.79,2.02,0.11,0.4,1.73,0.76,0.97,10.16,8.87,7.01,4.76,16.87,13.43,11.01,5.13,31.08,26.57,17.74,8.67,37.05,31.13,21.17,9.79,44.53,36.43,24.76,12.36,36.93,--,17.26,0,59.49,0,22.39,--,55.75,0,20.76,--,37.27,0,14.35,0,50.09,0,22.07,0,33.2,0,14.36,0,8.25,0,3.96,0,8.26,0,0,0,4.16,1.47,1.61,0,0.84,--,2.69,--,--,--,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
