报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.59,0.3,1.27,1.2,0.71,0.31,1.51,1.16,0.72,0.27,0.61,0.26,0.14,0.01,0.03,0.12,0.05,0.07,0.69,0.59,0.46,0.32,1.06,0.94,0.67,0.64,4.3,3.88,2.19,1.04,3.75,3.11,2.01,0.9,3.45,2.68,1.72,1.67,4.29,2.89,1.71,0.64,4.25,2.58,1.14,0.44,2.1,2,1.3,0.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12.75,--,11.53,12.21,12.56,11.51,10.87,9.77,8.66,9.25,8.55,7.56,13.42,12.66,11.54,10.34,8.65,9.01,6.75,5.26,5.4,4.96,7.29,6.59,6.2,5.95,5.16,4.69,4.89,4.51,3.98,3.4,3.67,3.29,2.87,2.72,2.57,2.46,2.42,2.36,2.32,2.27,2.28,2.24,2.21,2.16,2.15,2.14,2.13,2.12,2.18,2.15,2.18,2.13,1.5,0,4.93,2.69,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.96,--,2.71,1.77,1.08,4.24,3.53,1.77,0.51,3.72,2.95,1.95,1.63,5.94,3.37,2,1.12,6.2,3.4,1.73,0.45,1.89,3.35,2.32,0.86,3.04,0,--,0,2.84,0,0,0,1.78,0,0,0,0.56,0,0,0,0.52,0,0.31,0,0.5,0.07,0.38,0.08,0.13,--,0.01,--,--,--,--,--,--,
主营业务收入(万元),2007533,991835,3918462,2774997,1819396,817758,3700867,2693525,1638031,711458,2285850,1404571,827745,384835,1956552,1384875,920301,436276,2539360,1898598,1274048,537452,2506355,1758019,1189507,587556,3246332,2605826,1303620,559122,1741390,1264336,752140,337315,1429270,1077803,673600,315843,1099669,794443,498034,194238,966799,606932,331709,132946,512476,344670,235499,105837,363728,218578,147206,63425,350792,245663,156048,54513,256890,163790,93568,44242,167925,103016,66610,30603,140024,94715,59312,30241,114723,42008,83291,32029,68935,27444,76628,22298,64541,31609,62720,48987,28283,
主营业务利润(万元),495089,247505,1051086,813446,512954,234415,1093039,765931,475464,205604,577520,296579,180257,74130,378166,300850,195847,113007,712954,550447,397813,206394,849163,639294,425746,210092,1141059,926259,491338,237001,872081,693434,435504,195773,824131,613186,393046,184373,543960,364859,229179,93606,529968,324462,164849,67312,216114,156051,105214,52791,240031,156587,98386,41908,230406,171144,109364,41783,179598,120348,69961,33772,120292,76578,50086,23355,102533,70938,45906,23615,87960,31131,59742,22782,48502,19930,52572,14919,13386,6274,8761,6635,4271,
营业利润(万元),300538,150715,638200,561182,337647,154544,715251,543255,332283,136609,267197,109294,55146,259,33456,80663,51473,39479,349105,278564,215306,132636,464816,397121,279290,137923,838418,743644,392720,190931,666544,564084,364344,160098,641807,493801,316937,148305,384147,255775,149521,63409,379525,224971,102544,39200,183597,93784,61348,27544,91287,54955,32168,17818,96589,62569,36299,16798,49153,28483,18551,4592,10636,6910,4282,2402,8291,5063,3539,2260,3945,1296,2049,688,1259,1477,2843,2407,13337,0,9086,7054,4132,
投资收益(万元),17841,9753,29571,25867,6352,2057,22094,6149,2738,686,23546,14089,9168,-141,15707,17139,14446,9665,14457,9216,3726,286,3419,953,-1044,-3328,23148,17295,268,247,2398,1217,194,-262,418,1283,361,-91,142,117,50,-11,-7211,-7196,-1387,253,63314,-974,-955,-49,-1848,-1303,-849,-428,-2282,-1278,-849,-419,-179,-5,-3,-1,-35,-9,-6,-3,-66,189,0,0,-130,-28,-344,-69,-290,-65,-237,-89,21,3,16,2,0,
营业外收支净额(万元),-5250,-988,-2109,-1382,-1494,18,-552,2947,1837,823,-10710,3511,2547,338,-4024,-897,-1891,-1094,-9097,-8907,-6397,-2202,-1429,8069,9836,-98,33414,19524,14775,6890,12652,3820,-2879,237,-10625,-9494,-8894,-2208,-2573,-1995,-279,4,-2490,--,--,--,--,--,--,-363,-2201,0,--,-79,-9229,0,0,0,-8048,0,0,0,-2043,0,0,0,-442,-270,-168,0,-266,-27,-170,0,-90,0,0,0,0,19,0,--,--,
利润总额(万元),295288,149727,636091,559800,336153,154563,714699,546202,334120,137432,256487,112805,57693,598,29432,79766,49582,38385,340007,269657,208909,130434,463386,405190,289127,137824,871832,763168,407494,197821,679196,567904,361465,160336,631182,484307,308044,146097,381574,253779,149243,63413,377036,221852,99532,37978,179464,90335,58288,27181,87269,52202,30821,17321,85078,60924,35197,16145,40925,22627,16096,4568,8557,6485,3865,2366,7808,5006,3396,2271,3624,1289,1535,583,879,1384,2485,2312,13113,6322,8713,6967,4063,
净利润(万元),191605,98382,413673,389869,230457,99839,492537,376920,232725,88138,198576,85431,45288,2341,9050,39585,17555,22392,225264,191695,149862,103111,344463,305988,217694,103776,662188,582800,320982,152831,549590,454876,294736,131877,505138,392481,252387,122488,314098,211408,125208,46758,311276,188496,83728,32151,153998,73077,47428,22380,70648,42138,25057,13952,70538,51700,29890,13772,34867,19385,13837,3953,7250,5622,3348,2044,6833,4454,3049,1983,3296,1150,1256,495,651,1177,2112,1965,11364,5447,7157,5488,2861,
净利润(扣除非经常性损益后)(万元),183418,93518,401249,385395,228088,99324,494415,372842,229853,86529,186339,79841,42374,1766,4331,29799,8809,15872,229126,196217,153942,104816,350647,303552,213749,--,478035,--,312203,--,546238,--,297045,--,511963,0,259893,--,316170,--,125446,0,318785,0,86277,--,100376,0,50030,--,72529,0,25507,0,72798,0,30098,0,41084,0,16334,0,8964,0,3697,0,7366,4700,3193,0,3348,1129,1426,531,741,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),278019,4982,973299,551536,329951,48665,807487,756428,389796,280975,595264,385349,188875,46949,183593,199866,143522,19147,559962,274570,399199,127490,569587,329706,218770,156839,834125,440693,258972,157548,621313,516522,259053,74576,545105,431302,285729,119176,434937,247040,146536,82192,454153,248994,126556,33200,138509,122774,84814,31557,111159,48025,30433,-2527,103828,67424,43213,23073,65109,36328,21658,3437,20578,7675,8894,-613,18938,0,11495,0,18429,2721,14048,2865,4920,--,413,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-364900,-234039,326107,174740,222635,118709,910034,825287,128583,29958,-227310,-211750,43754,198246,-5409,-290250,-93718,-23000,315100,144353,592375,409784,-249707,-65674,75674,-110200,187530,280916,-68584,27236,-17128,-60071,-60199,52886,43634,-66088,-6240,-10556,-63514,-3892,73841,75747,115671,79983,-26494,-11788,175379,192124,15586,19032,36504,61288,27832,-4281,25243,47163,29782,19551,-11780,-14679,-9239,-17277,23984,-701,-2861,-4118,2226,0,-1537,0,5973,-3020,1899,2486,-1238,--,62,--,--,--,--,--,--,
总资产(万元),9118239,9288040,9455140,9229935,9139020,8542953,8456053,8145583,7312615,7075058,7094160,7074504,7188985,7123517,6816876,6269454,6176695,6200676,5874408,5427049,5402853,5095630,4548451,4440510,4403042,4074678,4136714,4054498,3317123,3132212,2990116,2848555,2685294,2697847,2566983,2402628,2316238,2312292,2238095,2071422,2040673,1905207,1838123,1599609,1402065,1283559,1202775,915669,646580,596338,543500,548819,458812,411330,371229,375273,353392,318754,295206,180099,167364,146022,165440,158766,143673,144683,148386,136412,138871,136453,136186,127367,126804,121599,124808,124610,122969,121037,112283,94089,76072,53993,31472,
流动资产(万元),1999142,2165315,2357305,2306243,2267761,2309908,2229941,1962177,1291365,1061084,1163640,1107220,1306217,1548332,1373431,1072130,1202010,1417548,1302596,1507698,1648077,1468150,1032202,1090016,1240267,1038996,1117240,1319421,836433,699432,580912,580679,546081,613676,522054,441158,473512,482640,492829,590832,677747,603774,562583,488824,345009,419064,411451,401467,242958,179074,154722,198970,158320,141322,119771,139070,128806,102375,79396,73447,66562,55673,75213,52136,43922,--,--,--,--,46085,0,0,0,43423,0,51238,48826,50305,42898,38523,25536,26043,15106,
总负债(万元),4830474,4911503,5199901,5027405,5122044,4674934,4707042,4870237,4202519,4170618,4237330,4322067,4479432,4445466,4140042,3561898,3474035,3425749,3124743,2786468,2841194,2482440,2047010,1985181,2160407,1761964,1942828,1965126,1345502,1098700,1128523,1093316,1088613,1271350,1057749,1011126,1083575,1204861,1187031,1108136,1166384,1187465,1096851,1030345,942448,789256,749750,619715,377445,347237,304210,341343,269725,217896,192421,216256,216150,172032,161976,74146,66963,50877,74169,68851,55976,58261,63843,--,55715,53028,54678,46437,48526,43616,47321,44868,44404,41154,34365,64180,51611,43687,25671,
流动负债(万元),1578172,1764255,1896133,1811054,1997796,1550470,1804383,1695820,1289290,1328918,1154262,1076667,1171901,1205457,1188582,658766,704320,651724,562664,673479,588735,393814,453645,541444,994631,835090,1039469,1161744,768591,509970,479740,349274,362230,536049,346511,280205,317067,389889,440638,343068,457715,705821,631690,677963,450846,334334,366798,307043,239391,184138,146602,186392,118951,92375,102486,112007,130690,100197,111234,57117,38929,29453,52745,49424,51580,--,--,--,--,42448,0,0,0,28224,0,28395,37542,27591,24641,40144,27582,33735,17513,
