报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
基本每股收益(元),0.52,0.22,0.91,0.64,0.4,0.15,1.28,1.01,0.67,0.31,1.17,0.52,0.67,1.02,0.12,-0.05,
每股净资产(元),--,--,--,--,--,--,--,--,4.9,--,4.24,3.71,7.95,2.25,1.21,0.82,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0.75,--,0.65,--,1.24,--,-0.02,1.64,
主营业务收入(万元),59715,12908,41102,38912,19407,9077,37871,28612,18315,8797,29781,12765,15984,6722,7076,3574,
主营业务利润(万元),9785,3919,10879,7647,4773,2256,10968,8315,5456,2494,9512,4197,5302,2186,1429,327,
营业利润(万元),6679,1869,5811,3984,2490,1103,7112,5617,3683,1769,5986,2787,3121,1375,497,-0,
投资收益(万元),192,89,687,482,293,21,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),783,22,987,944,582,23,214,184,173,82,475,75,21,--,17,-0,
利润总额(万元),7462,1891,6797,4927,3072,1126,7327,5801,3856,1852,6461,2863,3142,1375,513,-0,
净利润(万元),6082,1423,5793,4071,2528,868,6273,4957,3270,1507,5557,2409,2680,1025,400,-5,
净利润(扣除非经常性损益后)(万元),4989,1331,4028,2859,1784,849,6091,--,3123,1437,5154,2345,2663,1025,387,-5,
经营活动产生的现金流量净额(万元),3046,-5088,-6169,1969,-1800,2174,4936,5450,3689,1174,3185,3281,1413,1498,-17,164,
现金及现金等价物净增加额(万元),-16423,-15378,18982,1392,4310,1582,637,1666,2779,213,112,5725,1517,504,146,-17,
总资产(万元),136196,134713,108131,78273,68871,62395,38453,--,32016,--,24785,23850,13061,5552,3292,1030,
流动资产(万元),49144,82696,65443,52627,46688,38543,16624,--,15893,--,11913,14003,6768,2757,2048,844,
总负债(万元),74080,76301,50989,22828,15133,10234,12533,--,8014,--,4012,5693,3980,3301,2080,947,
流动负债(万元),55566,58564,44338,22404,14793,9960,12312,--,7843,--,3886,5693,3980,2692,2080,947,
股东权益不含少数股东权益(万元),62116,58411,57142,55445,53738,52161,25921,--,24002,--,20773,18157,9080,2251,1212,82,
净资产收益率加权(%),10.13,2.46,11.1,8.05,5.22,2.01,26.58,--,14.61,7,35.4,19.33,105.01,77.36,48.69,-6.07,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
