报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.29,0.14,0.57,0.39,0.25,0.1,0.6,0.42,0.3,0.11,0.57,0.38,0.27,0.1,0.46,0.39,0.36,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,2.46,2.5,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.11,0.65,--,--,-0.04,0.37,0.18,0.41,0.82,
主营业务收入(万元),89424,37974,179523,119654,79822,30022,170696,113093,75010,26516,161682,106530,74794,26046,139594,128550,121978,104006,
主营业务利润(万元),27430,12359,55196,38188,24413,9772,49617,33415,21713,8180,46604,31831,21048,8164,42902,41866,38604,31856,
营业利润(万元),13628,6595,25288,18332,11797,4553,25820,17331,11675,4407,22710,15236,11044,4162,17624,15139,14402,11403,
投资收益(万元),249,19,283,168,49,35,604,267,2,2,12,6,17,--,15,15,--,-18,
营业外收支净额(万元),-113,-32,1540,156,158,51,1216,1217,1112,-8,968,386,74,-21,1090,1125,651,1212,
利润总额(万元),13515,6563,26828,18488,11955,4603,27036,18548,12787,4399,23678,15622,11118,4141,18714,16264,15053,12615,
净利润(万元),11777,5729,22998,15618,10053,3906,22911,15827,10836,3677,20075,13145,9398,3507,16034,13682,12675,10916,
净利润(扣除非经常性损益后)(万元),10929,5697,20184,14720,9415,3649,19879,13560,9389,3453,18217,12110,8622,3525,14764,12692,13814,7674,
经营活动产生的现金流量净额(万元),-7381,734,20552,-6324,-12038,-9260,9713,-1217,-316,4007,22577,11031,1668,-1561,12795,6138,6211,6807,
现金及现金等价物净增加额(万元),-16985,-10549,41315,34593,31702,21203,17931,9265,42392,-952,1093,422,-7175,-7057,-1113,859,-30747,33215,
总资产(万元),396243,318897,328924,303415,292179,257763,273313,254688,245809,183073,190658,--,--,--,176323,155242,139378,169794,
流动资产(万元),317135,244464,260060,245106,241337,211978,226523,207715,198558,134156,142664,--,--,--,129978,119690,109765,139944,
总负债(万元),205093,141069,157032,138895,133345,100322,119774,108228,104336,96581,102961,--,--,--,102101,95004,85292,132734,
流动负债(万元),149857,136302,151730,133609,131725,96842,115789,103551,99074,90601,96281,--,--,--,99976,92569,82454,130565,
股东权益不含少数股东权益(万元),190208,177054,171325,163945,158379,157055,153148,146064,141074,86093,87597,--,--,--,74222,60237,54086,37061,
净资产收益率加权(%),6.53,3.29,14.25,9.8,6.36,2.52,18.09,13.41,10.27,4.36,25.52,17.12,12.62,4.09,23.91,23.58,27.16,32.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
