报告日期,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.11,0.06,0.4,0.27,0.16,0.04,0.26,0.21,0.18,0.09,0.49,0.39,0.28,0.14,0.51,0.38,0.38,0.56,0.56,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.43,5.32,--,5.16,--,4.77,4.51,3.96,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,-0.53,-0.66,--,0.87,0.09,1.06,0.36,1.01,--,
主营业务收入(万元),55810,25320,95330,67817,43966,20365,71793,51672,32216,14543,55523,40767,27476,13159,57346,44192,54962,56632,57959,102251,
主营业务利润(万元),6790,3077,11568,8684,4987,1961,7770,6262,4548,2350,9400,7110,5113,2341,10194,7597,8509,9817,9480,10717,
营业利润(万元),2115,756,5646,3909,2374,570,3651,2755,2352,1303,5005,4061,3020,1504,5433,4111,3897,5712,5900,5616,
投资收益(万元),6,6,332,115,69,48,363,1,1,--,3,3,3,--,1,1,1,4,4,1,
营业外收支净额(万元),95,105,-9,-9,-4,7,-41,320,200,10,348,94,-22,-22,-24,-11,-31,24,-64,-109,
利润总额(万元),2210,861,5637,3901,2370,577,3611,3076,2552,1313,5353,4155,2999,1482,5409,4101,3866,5736,5836,5507,
净利润(万元),1827,744,4819,3294,1988,478,3076,2570,2158,1089,4565,3469,2498,1234,4580,3387,3405,5003,5039,3889,
净利润(扣除非经常性损益后)(万元),1711,650,4579,3166,1861,468,2842,2273,1980,1080,4252,3391,2518,1238,4605,3397,3434,4986,5099,4993,
经营活动产生的现金流量净额(万元),-9979,-8252,-8271,-3816,-4318,-2074,-5482,-6983,-4259,-3536,-5730,-4735,-5900,-2129,7791,853,9538,3258,9089,-1895,
现金及现金等价物净增加额(万元),-5395,-15598,13329,15925,11918,-1888,-17480,-16399,-19785,-6356,13574,-6385,-9256,-4336,7853,-721,1361,-6588,7589,1623,
总资产(万元),131567,117252,124410,120268,105757,92181,90147,87172,78146,78014,77717,55724,52914,--,54104,--,50857,50274,46622,53613,
流动资产(万元),93309,77697,93456,94964,84831,73407,74018,74719,65921,65734,65387,43261,40324,--,43738,--,40040,40661,38326,43257,
总负债(万元),59305,41427,46445,43888,30740,17279,15782,13336,4718,4214,5007,6876,5037,--,7645,--,7897,9640,10991,34801,
流动负债(万元),59108,31223,36236,43674,30518,17055,15552,13100,4476,3966,4752,6442,4634,--,7234,--,7515,9399,10924,34735,
股东权益不含少数股东权益(万元),72261,75826,77965,76380,75017,74901,74366,73836,73428,73800,72711,48848,47877,--,46459,--,42959,40634,35631,18812,
净资产收益率加权(%),2.38,0.95,6.34,4.37,2.64,0.64,4.19,3.5,2.93,1.49,9.13,7.27,5.26,2.62,10.29,7.69,8.15,13.12,15.68,19.42,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
