报告日期,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),-0.52,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.27,0.8,0.73,1.2,1.22,1.21,1.19,1.16,1.15,1.14,1.07,1,1.5,1.45,1.63,1.64,1.16,1.06,
每股经营活动产生的现金流量净额(元),-0.19,-0.08,0.01,0.17,-0.33,0.02,0.03,0.01,0.01,-0.06,0.01,--,--,--,--,--,--,--,
主营业务收入(万元),356789,347064,287723,289338,277176,173552,153940,161548,147817,138304,149008,137696,178841,179636,172666,222392,--,--,
主营业务利润(万元),8524,35750,17227,20552,12418,10796,9697,7707,13878,7048,11283,-29151,1799,-1612,16484,16383,--,--,
营业利润(万元),-26347,3301,-14636,-8876,997,1479,2167,1614,5557,247,6055,-29170,3020,1807,18746,20310,--,--,
投资收益(万元),2164,-215,426,195,-6,-581,52,91,69,98,126,890,843,2417,1578,178,--,--,
营业外收支净额(万元),--,0,-12990,-411,-242,-41,89,329,1078,7075,0,0,0,0,0,0,--,--,
利润总额(万元),-32730,3809,-27199,-9093,750,858,2308,2033,6705,7420,7708,-29481,1085,939,20099,19898,--,--,
净利润(万元),-39273,2967,-27199,-9093,682,449,1752,2033,6705,7420,7630,-29493,980,939,17165,16940,--,--,
净利润(扣除非经常性损益后)(万元),-35268,1451,-26530,49,923,490,1663,1705,5641,739,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-14317,-6195,927,11553,-22905,1036,2358,623,354,-3901,796,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-2475,-3264,-1353,5246,-8438,5310,1121,-1673,3450,5552,-1053,--,--,--,--,--,--,--,
总资产(万元),194756,214701,191483,226945,246485,234670,213891,213745,226622,240457,267296,377395,382566,367065,364521,287464,--,--,
流动资产(万元),121162,131062,109867,130542,150174,145065,0,--,129324,134859,153822,260908,264919,272376,269878,203368,--,--,
总负债(万元),174167,154659,136811,143577,161736,150694,131057,133109,146718,161409,193270,307859,283537,277480,263400,195051,--,--,
流动负债(万元),173799,154051,136188,142339,152200,148866,0,--,144014,158110,171119,233406,196481,210639,197054,140507,--,--,
股东权益不含少数股东权益(万元),20589,60041,54671,83368,84749,83976,82834,80636,79903,79048,74026,69536,99028,89585,101121,92413,--,--,
净资产收益率加权(%),-97.8,5.05,-40.21,-11.28,0.82,0.54,2.15,2.57,8.94,0,10.63,--,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
