报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.02,-0.02,-0.03,0,0,-0.02,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.28,0.3,0.32,0.35,0.35,--,-0.08,-0.1,4.88,3.93,2.81,4.02,4.46,2.86,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.12,-0.33,1.76,1.15,0.67,--,--,--,--,--,
主营业务收入(万元),1153,1837,2361,4007,4384,3012,1266,5568,184091,185143,164034,125125,46824,30828,18404,13373,
主营业务利润(万元),-135,230,-97,1083,882,49,-944,-3060,59830,72660,52711,16811,6314,3169,2550,0,
营业利润(万元),-922,-870,-1275,149,113,-881,-8716,-18570,50335,62278,43704,17047,6246,3130,0,0,
投资收益(万元),--,--,--,--,--,--,1414,-11,0,-544,0,273,1,1,0,0,
营业外收支净额(万元),-108,-127,-25,1,26,0,260,-690,-179,-253,0,0,0,--,--,--,
利润总额(万元),-1030,-997,-1300,150,140,-881,-5531,-19271,50155,61480,43465,17098,6380,3228,2787,1660,
净利润(万元),-1030,-997,-1300,150,140,-881,1249,-8035,43163,51303,36259,14262,5927,2744,2369,1410,
净利润(扣除非经常性损益后)(万元),-922,-870,-1275,90,113,-881,-1936,-8035,43163,51303,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-313,97,-42,743,498,789,19798,-14656,78583,69128,30023,--,--,--,--,--,
现金及现金等价物净增加额(万元),-570,-359,-69,432,198,467,-5424,6726,-2561,4442,-12904,--,--,--,--,--,
总资产(万元),12496,13523,14520,15961,16149,17022,91521,151868,283765,234243,170679,121089,62211,26642,20573,13,
流动资产(万元),467,1055,1698,2223,2064,2802,--,--,0,48613,64673,59205,34001,9828,13328,8,
总负债(万元),149,146,146,287,624,1637,101666,159337,65763,59017,45406,31378,18920,8598,10787,4,
流动负债(万元),149,146,146,287,624,1637,--,--,0,45367,38583,28034,16321,8055,7833,4,
股东权益不含少数股东权益(万元),12348,13378,14375,15674,15525,15385,-10145,-4678,217842,175226,125273,89711,43291,18045,9785,9,
净资产收益率加权(%),-8.01,-7.19,-8.65,0.96,0.9,-6.72,0,0,21.99,--,28.94,--,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
