报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),-0.52,-0.92,-1.24,-0.25,0.02,0.04,-0.21,0.03,-0.23,0.03,-0.3,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.75,3.73,3.93,3.53,2.65,2.62,2.11,2.12,2.13,1.96,1.9,1.77,1.71,2.7,2.66,3.1,2.88,2.96,2.91,0.71,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.02,-0.22,-0.22,-0.23,-0.44,0.49,0.13,-1.06,-0.11,0.12,0.16,0.12,-0.14,0.33,--,--,--,--,--,--,
主营业务收入(万元),25832,64031,69929,125546,178692,172550,126592,113030,84994,84574,75341,48916,93925,110627,160200,200078,153582,99012,55554,51531,55423,36218,23485,23161,18766,32017,--,
主营业务利润(万元),6669,26950,8148,15969,26012,20505,13594,13552,6594,12914,11049,10933,11209,11170,14036,24126,19562,14513,11091,9826,11929,394,488,1352,1468,2201,--,
营业利润(万元),-12755,-33796,-48201,-12196,-32,-2166,-8150,-2265,-9535,-2022,-10594,-6575,-7189,-5136,-6763,258,-1220,1501,327,31,-1718,430,2021,1764,0,2503,--,
投资收益(万元),1253,3482,228,5888,309,1291,672,2978,344,3101,376,-584,25516,3601,4892,6041,5996,5576,2709,1464,2501,5090,2963,4239,3677,2554,--,
营业外收支净额(万元),-6973,781,630,2378,1387,4309,278,3747,741,3147,507,--,1124,299,-216,-135,31,-211,-62,-116,0,0,0,0,-702,0,--,
利润总额(万元),-19727,-33016,-47571,-9818,1355,2142,-7872,1482,-8794,1126,-10087,1399,19582,-1236,-2078,6185,4816,6866,2987,1609,1074,5555,5008,5361,5293,4565,--,
净利润(万元),-19864,-35013,-47211,-9513,912,1557,-7971,1115,-8776,1178,-9977,1299,16357,707,652,5152,3152,6144,2767,1213,690,5181,4669,5307,4900,3607,--,
净利润(扣除非经常性损益后)(万元),-14234,-42372,-47833,-13435,-375,-3396,-8215,-2985,-10341,-4838,-10244,-5753,-7630,-4074,-1892,5328,3111,6156,2669,884,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),5691,-273,849,-17322,-26718,-27188,-14372,887,-8475,-8550,-8950,-13272,14801,4063,-32303,-3501,3806,4944,3581,-4394,6281,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-64,4578,-3740,-5397,6500,-15966,-5089,-5559,-6876,-8369,40983,-5363,-2737,-11744,-5850,2506,-8078,12119,6812,-4739,2323,--,--,--,--,--,--,
总资产(万元),189506,207755,272996,317125,318210,272722,242409,231853,219848,222923,207202,144450,160158,180329,206746,219863,190869,170990,117746,103159,97900,83551,79417,74084,63418,46763,12511,
流动资产(万元),40423,49911,157053,169575,164400,140646,143135,137804,132434,136516,132919,78684,127388,127272,151570,154059,--,0,--,0,70951,50453,50243,49493,46886,33454,9253,
总负债(万元),170279,169766,191301,187623,178057,133887,108351,88755,78073,72257,70715,61800,78250,107049,131339,141266,115995,100387,61885,47706,43454,30202,31435,28856,19647,24246,7750,
流动负债(万元),163420,169335,190740,187287,146591,116834,108237,88560,77781,71828,70205,61540,78250,107049,131339,141266,--,0,--,0,41097,28224,27738,26829,17658,21887,5298,
股东权益不含少数股东权益(万元),16607,36501,79987,127213,137172,135846,134322,143437,142677,150120,134716,80894,80016,64214,64783,64901,59651,57953,54077,52219,51431,50603,45424,42223,43459,19409,4761,
净资产收益率加权(%),-74.77,-64.82,-45.46,-7.18,0.67,1.15,-5.73,0.78,-5.97,0.84,-8.78,1.62,0,1.1,1.01,8.19,5.29,10.75,0,0,1.35,--,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
