报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.99,-0.6,0.52,0.65,0.67,0.11,-0.33,0.16,0.28,0.19,0.42,0.2,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.54,3.35,2.89,2.61,2.19,1.93,1.83,2.11,4.25,1.82,1.77,1.08,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,-0.24,0.39,-0.04,0.39,0.2,0.41,-0.14,0.01,0.07,0.18,0,0,
主营业务收入(万元),49896,64693,308797,357422,315681,23283,24782,25743,28066,23467,27997,19448,18161,11644,20822,13334,14429,10178,5412,
主营业务利润(万元),13122,7616,245068,305693,285480,9736,9850,11990,13873,11762,13941,11060,9734,4472,9385,8057,8005,6226,3651,
营业利润(万元),-307535,-204579,145407,173072,211211,391,-5038,-1528,2593,763,3752,1586,523,-4312,557,1473,2197,1885,1295,
投资收益(万元),3027,2060,6732,10876,-4118,2015,25,-52,55,-547,27,53,-191,196,-184,61,0,-42,-0,
营业外收支净额(万元),-3999,-19,33348,60233,8365,1111,972,3296,1850,2107,--,--,-77,-185,-12,4,0,0,0,
利润总额(万元),-311534,-204598,178756,233305,219577,1503,-4066,1768,4443,2870,6088,2972,1503,-3994,1344,2454,3119,2424,1801,
净利润(万元),-289830,-176884,152696,190126,181239,1480,-4502,2149,3929,2634,5673,2693,1503,-3895,1222,2330,2801,2307,1644,
净利润(扣除非经常性损益后)(万元),-279303,-177932,148892,186859,179486,-868,-4604,318,3836,2635,5401,2264,1580,-4101,1235,2264,0,0,0,
经营活动产生的现金流量净额(万元),-4952,-74456,-371880,-201376,87981,9534,2243,-3293,5341,-476,5340,2678,5609,-1970,171,495,912,563,0,
现金及现金等价物净增加额(万元),-10372,-43012,-83133,25491,78560,5611,4680,-6832,7834,-2107,2839,1819,-2032,2928,-7380,15786,691,1573,0,
总资产(万元),1890581,2153536,2203998,1753511,1421550,59988,59952,66752,70373,62129,58178,49460,42414,33751,34502,42762,14175,9968,6991,
流动资产(万元),1520455,1803503,1892327,1473221,1126487,51164,51259,56053,59201,50677,47066,38275,31045,30435,30470,39500,12049,7627,4118,
总负债(万元),1154800,1127586,993950,475566,348762,13830,15273,17682,23919,22585,21872,19561,15985,8778,5639,13744,5014,3609,3112,
流动负债(万元),927961,698338,569581,317286,288193,9330,12244,16404,20990,19996,19383,15615,12241,8101,5209,13414,5014,3609,3112,
股东权益不含少数股东权益(万元),713519,998982,1182775,1221783,1032624,46136,44656,49045,46454,39544,35717,29898,26429,24973,28863,29018,9161,6360,3878,
净资产收益率加权(%),-34.08,-16.31,12.75,16.86,28.93,3.26,-9.61,4.5,8.97,7.01,17.33,9.43,5.84,-14.47,4.23,13.23,36.1,45.46,52.87,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
