报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.2,0.07,-0.41,0,-0.23,0.06,0.04,0.03,0.03,0.1,0.11,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,1.37,1.34,1.31,1.21,2.13,3.7,4.34,4.16,3.9,3.79,3.61,4.94,1.36,1.17,1.08,2.24,2.77,3.18,3.58,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,-0.05,-0.06,-0.6,-0.23,0.94,0.83,-0.2,0.57,-0.27,-0.24,-1.61,-1.18,-0.04,0.01,--,--,--,--,--,
主营业务收入(万元),145622,241229,141566,112071,165027,63683,66666,47018,42790,60792,64940,97395,86780,60416,73436,36774,26692,40364,25438,6675,6876,13551,27378,42671,52487,80301,
主营业务利润(万元),17162,32245,-53,1141,1612,9339,8176,9318,9923,19477,23491,30796,20549,13077,16254,9158,11194,15027,9613,3956,1801,-15346,-3760,-1561,322,1591,
营业利润(万元),-16769,10434,-35778,0,-27413,9598,4362,5319,4855,16062,17802,21602,13245,8866,12008,4686,6843,10327,7173,2172,-1842,-15003,-3138,-747,640,1823,
投资收益(万元),-207,4304,19298,13236,1840,3884,383,609,-401,731,-207,-306,-1398,-1314,-751,271,0,0,0,150,4,-61,42,1112,1798,1779,
营业外收支净额(万元),-5276,-1985,-7968,58,-275,-127,-121,-199,-193,-456,-191,330,7,-330,-21,-35,11,-76,0,-0,0,0,0,0,0,0,
利润总额(万元),-22045,8449,-43746,58,-27689,9471,4240,5120,4662,15606,17612,21932,11854,7222,11236,4922,6854,10251,7125,3124,1244,-15155,-3095,783,2269,3623,
净利润(万元),-22735,7715,-47426,227,-27136,6623,4246,3296,3085,11617,12911,14168,7974,4575,7233,2726,4897,9637,4713,2313,1067,-15077,-3027,756,2133,3352,
净利润(扣除非经常性损益后)(万元),-19846,9664,-49121,-9350,-26523,5279,3943,2582,3172,11939,13092,13839,8672,6218,7245,2462,4208,6854,4713,1799,--,--,--,--,--,0,
经营活动产生的现金流量净额(万元),27866,24416,-28194,-45412,6865,22906,23451,-6082,-7046,-69561,-26948,57142,27997,-5374,15494,-7234,-6372,-43404,-21154,-505,168,--,--,--,--,--,
现金及现金等价物净增加额(万元),2392,-3275,-3026,-5945,7283,-13771,13586,-22892,-5363,30934,-2582,2052,-10231,-18444,2091,16642,-23222,296,40173,-518,78,--,--,--,--,--,
总资产(万元),331210,328359,364190,382520,362754,331465,384789,350138,368876,344524,209505,216072,260375,292918,235791,226290,186398,184184,141779,27483,34420,40505,54265,66604,69020,65448,
流动资产(万元),294522,288715,331793,297414,248500,207978,340097,310467,341344,313844,177114,181239,215595,240811,225910,214940,--,0,--,11619,17746,20482,33435,44791,42963,41389,
总负债(万元),254088,232174,229158,239009,222947,162755,221561,192297,214331,193064,69662,86406,135414,164425,121634,119113,82337,86774,52804,9751,19270,26306,24907,36287,37911,35027,
流动负债(万元),245813,222214,220157,239009,192947,95113,152113,117277,50746,46000,62162,67906,125914,135375,93575,91054,--,0,--,9751,18766,25993,24383,35731,37150,33829,
股东权益不含少数股东权益(万元),78988,97464,112968,143512,139807,168710,162087,157841,154545,151460,139843,129666,124961,116974,112297,105334,102301,97302,88868,17648,15150,14076,29153,30016,30652,29761,
净资产收益率加权(%),-25.16,6.6,-43.45,0.16,-17.59,4,2.65,2.11,2.02,7.98,9.61,11.45,6.59,3.99,6.44,2.63,4.91,10.54,11.18,--,7.3,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
