报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0,0.01,0.03,2.78,0,-0.04,-0.05,-0.22,-0.04,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.05,0.05,0.04,0.01,-2.19,-2,-1.96,-1.91,-1.71,-0.31,-0.3,0.13,1.53,1.95,1.89,1.81,2.39,1.94,1.86,2.01,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0.04,0,0,0,0,0.04,0.02,-0,-0.05,0.11,0.03,--,--,--,--,--,
主营业务收入(万元),279,1359,2128,500,83,0,0,0,--,454,1695,2012,65583,53169,36104,78593,59423,55564,52457,56287,
主营业务利润(万元),147,330,1276,340,44,0,0,0,0,96,453,394,7310,11836,5756,5264,4673,6693,--,--,
营业利润(万元),29,233,1189,336,46,-402,-472,-7140,-392,1257,-6247,-32825,-8345,10189,5981,7411,6587,8728,--,--,
投资收益(万元),11,50,--,--,--,--,--,--,--,-384,-609,-4225,-313,219,-1083,25,2077,13,--,--,
营业外收支净额(万元),19,52,0,79200,109,-1292,-1302,-1269,-1319,-799,-10799,-6693,-1576,29,--,0,0,--,--,--,
利润总额(万元),48,285,1189,79536,155,-1694,-1774,-8409,-1711,74,-17647,-43739,-10223,10563,5229,7529,8796,8644,--,--,
净利润(万元),39,207,864,79343,134,-1694,-1774,-8409,-1711,74,-17647,-43739,-11220,8905,4546,6273,6568,4414,2632,2251,
净利润(扣除非经常性损益后)(万元),6,130,268,146,1,-699,-485,-7158,-480,873,-7266,-37050,-9654,6437,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-120,-1086,1609,-4554,-1564,3,3,-2,4,1658,659,-95,-1773,4285,1036,--,--,--,--,--,
现金及现金等价物净增加额(万元),-103,-951,1067,-279,512,2,2,-2,2,1521,36,-441,-3908,1369,-980,--,--,--,--,--,
总资产(万元),1475,1421,1913,675,579,21,17,53,8434,38874,38252,48803,104951,113657,109922,149477,116000,95206,--,--,
流动资产(万元),1451,1390,1903,669,572,16,12,24,5966,17144,0,0,0,0,73511,87866,69425,52082,--,--,
总负债(万元),33,19,718,116,83855,76251,74553,72815,73502,50738,49795,43999,46750,39374,37900,69304,53644,46844,--,--,
流动负债(万元),33,19,718,116,34284,28884,28478,28042,30031,50738,0,0,0,0,32219,43062,43322,35747,--,--,
股东权益不含少数股东权益(万元),1442,1402,1195,332,-83408,-76231,-74537,-72763,-65069,-11864,-11543,4805,58201,74282,72022,69092,51378,37026,35466,33846,
净资产收益率加权(%),2.74,15.95,113.12,--,--,--,--,--,--,0,0,-166.99,-17.58,0,6.44,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
