报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.05,-1.02,0.11,-0.34,-1.67,0.14,0.15,0.71,0.93,0.91,0.55,1.48,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,3.82,3.73,6.09,5.53,10.25,9.43,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.12,0.09,0.33,-0.04,-1.22,1.61,1.24,0.97,0.37,
主营业务收入(万元),279800,320585,305210,272678,266221,262086,260828,293741,225905,151254,100699,64143,63779,51820,36620,29398,
主营业务利润(万元),45268,47053,45207,31824,36697,57555,63745,99678,77140,42096,30230,25869,29537,24515,15821,10905,
营业利润(万元),4129,-12211,2044,-30796,-62070,8081,14056,62186,46971,20120,13738,16930,17122,15573,9474,6369,
投资收益(万元),1020,570,5257,252,114,216,281,329,2265,174,222,513,283,101,-100,-4,
营业外收支净额(万元),67,-60040,6248,24729,-69846,3335,-1484,-6181,1397,2584,434,650,-206,0,0,0,
利润总额(万元),4197,-72251,8293,-6067,-131915,11416,12572,56005,48368,22704,14173,17581,17199,15429,9377,6323,
净利润(万元),3211,-72286,7959,-24294,-118933,9694,10568,49798,42275,20659,12522,16772,16709,15023,7228,3544,
净利润(扣除非经常性损益后)(万元),576,-12850,-2787,-49092,-20920,6980,12929,55707,39676,18670,12208,16153,16902,0,0,0,
经营活动产生的现金流量净额(万元),29143,13648,30758,31771,4819,19081,37845,8214,4258,7546,-973,-13823,18208,10543,8214,3175,
现金及现金等价物净增加额(万元),-7132,-2684,-9568,13284,-3086,-6640,-4764,9872,23255,13581,-8193,-6284,22183,1110,-1121,-3428,
总资产(万元),355434,394402,447423,448539,487824,531570,492182,441996,330441,228324,182002,157603,123732,74424,50271,37651,
流动资产(万元),208743,233995,288163,262112,272775,349957,341867,331656,242387,167069,122816,101542,70493,33051,20971,19306,
总负债(万元),311296,354083,338251,357720,372169,287446,236439,170151,161341,89980,55315,41693,16942,43168,30180,21987,
流动负债(万元),295539,234251,262687,232966,299541,248920,210428,145926,117261,86282,45499,40878,15927,27640,15842,12600,
股东权益不含少数股东权益(万元),38545,34929,107284,88561,113222,241389,254112,271456,168554,137747,125029,115906,106648,31050,19886,15462,
净资产收益率加权(%),8.74,-101.6,8.47,-24.04,-67.69,3.93,4.09,21.18,28.11,15.8,10.44,15.32,34.62,62.85,43.48,25.38,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
