报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),-0.47,-0.66,-0.39,-0.37,-0.38,0.01,-0.14,0.1,0.34,0.51,0.65,0.57,--,--,--,--,--,--,0.02,--,--,--,--,--,--,--,--,--,
每股净资产(元),-0.54,--,--,--,--,--,--,2.64,2.59,2.86,2.45,2.24,2.49,2.17,2.06,2.13,2.07,2.04,2.08,2.06,2.25,2.36,2.35,2.35,2.32,2.1,1,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0,0.24,0.25,0.28,0.62,0.41,0.25,0.44,0.38,-0.02,-0.06,0.05,-0.04,-0.07,--,--,--,--,--,--,--,
主营业务收入(万元),49460,56040,61775,77659,86789,106284,108631,180486,159771,137220,156311,130239,84842,67264,46944,33061,17963,10249,28573,4625,4731,7435,6179,6126,5330,--,--,--,
主营业务利润(万元),430,-2901,1042,10880,15796,21843,19870,42846,43359,46761,52572,46513,22815,17529,13014,10112,5934,2497,6753,1113,1154,-252,14,611,3491,--,--,--,
营业利润(万元),-25289,-35216,-44616,-24665,-18774,-3008,-10936,6562,18895,22042,29202,28272,10478,5184,2674,1800,548,-236,3401,-4833,-3197,-226,55,720,0,--,--,--,
投资收益(万元),19,-311,-63,-61,947,59,300,733,986,1231,1505,2804,-59,-300,-3814,-143,101,327,600,-131,651,316,176,140,81,--,--,--,
营业外收支净额(万元),-58,78,23841,2728,1525,3874,1412,316,1191,2755,2690,1446,-845,-1341,-97,139,0,-56,-31,7,0,0,0,0,-15,--,--,--,
利润总额(万元),-25347,-35139,-20775,-21937,-17249,866,-9524,6878,20086,24797,31892,29718,10123,3835,-971,1961,773,205,3969,-4657,-2567,119,215,817,3613,--,--,--,
净利润(万元),-25081,-34969,-20930,-19639,-20409,744,-7322,5457,17832,21585,27656,24296,7815,1832,-1708,1506,608,205,3195,-4657,-2567,119,209,727,3799,--,--,--,
净利润(扣除非经常性损益后)(万元),-26343,-35822,-44035,-21858,-22417,-2509,-8493,5190,16775,19348,25075,20969,7486,1600,757,762,371,--,225,-4657,--,--,--,--,--,0,--,--,
经营活动产生的现金流量净额(万元),-1419,-82,-7467,-16357,-13226,-7759,757,65,12927,10575,12005,26505,10032,6172,10720,9398,-448,-1369,-3888,-1008,-1674,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-2866,-23534,24973,-5292,-1518,4971,-8613,-11007,1619,-4784,-4296,22740,-1422,-2838,2112,288,4781,-740,1466,-9223,6008,--,--,--,--,--,--,--,
总资产(万元),141603,169164,232820,279614,281512,279327,254875,255866,224773,202443,191177,177901,118189,107918,112584,96580,83947,77444,77329,57590,61327,64687,65997,66328,68756,64937,15540,11843,
流动资产(万元),73993,101327,157408,175386,175308,169786,153524,165879,148476,131418,130754,115146,68458,61465,70215,60969,0,42530,56556,0,31904,34351,35688,40490,47399,48473,8996,7276,
总负债(万元),170487,172215,188064,184658,164432,142035,118516,110198,81671,74566,80606,82562,50383,48818,57141,42057,32005,27323,25390,7014,6094,6887,8316,8856,11944,13257,9586,-6357,
流动负债(万元),145132,145213,161306,155704,127671,128604,109159,102591,77181,71925,77081,74350,45723,43113,54857,39482,0,22070,25390,0,5549,6552,7921,7957,8854,10117,6396,-5012,
股东权益不含少数股东权益(万元),-28903,-3822,41815,88917,108556,132574,131830,140214,137413,121701,104123,87938,61075,53199,50477,52184,50678,49903,51155,50576,55233,57800,57680,57472,56813,51679,5954,0,
净资产收益率加权(%),0,0,-35.89,-19.89,-17.08,0.56,-5.39,3.93,13.75,19.06,27.18,32.06,13.69,3.54,-3.33,2.93,1.2,0.41,--,0,-4.54,--,0,0,0,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
