报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.05,0.19,-0.89,-0.23,0.05,0.01,-0.19,0.28,0.32,0.13,0.07,
每股净资产(元),--,--,--,--,--,--,--,1.41,1.47,5.76,3.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.31,0.5,0.1,0.14,
主营业务收入(万元),59364,63824,113056,65134,82045,89426,47014,56708,44499,25890,15848,
主营业务利润(万元),34549,38401,-53641,40654,40398,69058,29959,42999,34887,14782,9512,
营业利润(万元),17340,42034,-156504,-43157,14486,403,-28104,15350,20908,5931,3646,
投资收益(万元),17924,51078,2014,25737,91832,23302,555,--,81,10,36,
营业外收支净额(万元),-5362,-2483,-17090,-81,3524,3889,2718,2530,711,187,13,
利润总额(万元),11978,39551,-173594,-43238,18010,4292,-25385,17880,21619,6118,3658,
净利润(万元),10831,38292,-176002,-45602,10692,1166,-26700,16070,18766,6460,3652,
净利润(扣除非经常性损益后)(万元),-605,-10810,-160729,-70283,-62489,--,-29924,13783,18147,6560,3570,
经营活动产生的现金流量净额(万元),-37801,-40177,-107134,-32826,-53084,-7710,-25311,18083,29136,4893,6977,
现金及现金等价物净增加额(万元),12882,-15147,-8105,17812,-101518,-49793,-61889,-17695,63404,3822,5790,
总资产(万元),203138,200119,164874,289515,326094,343495,308252,100010,80453,17766,12781,
流动资产(万元),132867,90002,78722,192567,208376,219809,221701,78623,77372,14467,9903,
总负债(万元),58842,63876,70281,29025,21788,46496,16951,17815,14212,5090,5910,
流动负债(万元),41371,41994,50608,28123,20596,45114,16299,17801,14212,5090,5905,
股东权益不含少数股东权益(万元),144169,136081,94420,260309,302743,291739,290882,82195,66242,12676,6871,
净资产收益率加权(%),7.67,33.57,-99.93,-16.24,3.6,0.4,-8.69,21.64,61.01,65.73,82.8,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
