报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0,3.4,-0.22,-1.21,-0.08,-0.08,-0.03,-0.02,-0.09,-0.11,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,-5.4,-4.2,--,-4.04,-4.01,-3.99,-4.06,-3.4,-3.3,-3.1,0,1.1,2.2,2.03,3.29,2.14,1.91,2.07,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,--,0,0,-0.44,0.25,-0.15,-0.44,--,--,--,--,--,
主营业务收入(万元),13,0,85,0,29,29,29,29,23,19,0,0,61,9318,38509,41193,53081,57904,47216,25966,25521,
主营业务利润(万元),8,-0,55,-21,6,27,27,26,22,15,0,0,-73,779,2381,7710,3121,2659,934,1871,--,
营业利润(万元),-16,-574,-3424,-1195,-1203,-1294,-421,-268,-1358,-1761,-1686,-2117,-24601,-13617,-4396,1731,3371,2685,1228,1850,--,
投资收益(万元),81,--,--,--,--,--,--,--,0,--,--,0,3317,-2912,-83,405,177,404,358,488,--,
营业外收支净额(万元),--,53980,3,-17743,-8,-2,-2,-4,-16,3,-13,0,-29292,-5153,-598,--,0,0,--,--,--,
利润总额(万元),-16,53406,-3421,-18938,-1211,-1296,-423,-272,-1374,-1759,-1699,-3025,-50575,-21680,-5041,2247,3660,3466,1562,2390,--,
净利润(万元),-16,53406,-3440,-18938,-1211,-1296,-423,-272,-1374,-1759,-1699,-3025,-50575,-21595,-4662,1964,3237,2639,1213,2139,1558,
净利润(扣除非经常性损益后)(万元),-97,-574,-3424,-1195,-1203,-1338,-1337,-1390,-1358,-1761,-1686,0,-24735,-16418,-3985,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-2154,-1607,-6801,-5,1920,1,1,-0,1,-0,-2,0,-6889,3978,-2282,-6866,--,--,--,--,--,
现金及现金等价物净增加额(万元),968,1742,1470,-5,5,0,0,-0,1,-0,1,0,-60,-156,-124,-24,--,--,--,--,--,
总资产(万元),6710,6791,1776,312,340,2337,2344,2365,2389,2560,4924,4525,5915,36896,73281,85710,56946,55563,38329,30260,--,
流动资产(万元),6708,6788,1774,12,18,1996,1981,1981,1984,2216,1425,1405,0,25785,0,51586,32213,33894,23237,17781,--,
总负债(万元),30681,30746,86397,85138,66227,67014,65711,65308,65061,66336,58377,56279,54644,36044,54364,48434,31373,32487,25516,18605,--,
流动负债(万元),30616,30616,85415,34566,33397,34183,32880,32037,31790,33064,58377,56279,0,35881,0,41305,26835,27953,20101,17087,--,
股东权益不含少数股东权益(万元),-23972,-23956,-84621,-84826,-65888,-64677,-63367,-62944,-62672,-63776,-53454,-51754,-48730,59,17318,34602,24822,21706,11752,10513,10354,
净资产收益率加权(%),--,--,0,0,--,--,--,--,0,--,--,0,0,-248.56,0,7.51,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
