报告日期,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),6.03,4.86,3.99,3.41,2.43,2.31,2.22,1.97,0,0,0,
每股经营活动产生的现金流量净额(元),0.57,1.34,1.14,1.07,0.45,-0.07,0.4,-0.45,--,--,--,
主营业务收入(万元),608161,478103,388168,265665,204823,225343,258527,168801,146895,139108,147679,
主营业务利润(万元),184260,154608,144874,85429,34107,41728,78959,38594,30266,22196,20531,
营业利润(万元),150775,122383,115222,60567,15871,25620,52376,23742,19387,14648,12923,
投资收益(万元),0,419,-51,-298,-75,243,0,0,0,0,0,
营业外收支净额(万元),-966,-321,-570,-2399,101,-194,-1632,209,--,--,--,
利润总额(万元),149809,122481,114803,57870,15896,25669,50744,23951,19387,14648,12923,
净利润(万元),103997,86956,82784,52271,14527,22480,42163,15533,12990,9814,8659,
净利润(扣除非经常性损益后)(万元),104331,85969,82922,54312,14441,22703,43550,15393,--,--,--,
经营活动产生的现金流量净额(万元),38628,89963,76702,60167,24974,-3961,22535,-25232,--,--,--,
现金及现金等价物净增加额(万元),-51679,45510,12794,13200,-1629,-5502,5649,9096,--,--,--,
总资产(万元),489657,420012,365702,293857,259216,250272,246159,167644,118751,109044,102528,
流动资产(万元),169060,177484,128211,92163,0,--,0,0,56315,64619,59893,
总负债(万元),84346,92988,97395,102706,122813,120761,121638,57286,68312,74800,68821,
流动负债(万元),84346,92988,97132,91016,0,--,0,0,64430,70268,63648,
股东权益不含少数股东权益(万元),405021,326896,268154,190898,136035,129511,124522,110358,50439,34243,33707,
净资产收益率加权(%),28.59,29.46,36.29,31.73,0,0,32.08,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
