报告日期,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.19,0.16,0.24,0.25,0.18,0.12,0.09,0.61,0.17,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,3.14,3.08,3.02,2.46,3.54,3.44,3.34,3.64,4.01,4,2.87,2.76,2.63,2.24,3.41,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.4,0.11,0.14,0.3,-0.12,0.22,0.04,0.22,0.02,-0.16,-0.19,0.38,0.27,0.05,--,--,--,--,
主营业务收入(万元),186792,212393,170983,165741,150240,117725,103287,111810,77688,76954,58823,57796,49378,55662,70153,69964,70696,61673,50247,29331,20351,20148,14887,
主营业务利润(万元),46564,45311,36065,34052,26532,22202,20567,14472,15605,17063,13437,12735,9958,14659,19595,17103,18050,15241,13373,5184,7251,--,--,
营业利润(万元),10292,8368,3427,5884,2753,4449,6278,25907,-1448,6589,-964,-2358,-8118,-127,2252,3779,5473,4845,6384,5256,4153,--,--,
投资收益(万元),6542,3840,2764,3020,948,870,2983,30640,1451,1649,3193,-5589,-1799,706,1301,1338,850,106,88,0,0,--,--,
营业外收支净额(万元),7337,7528,8116,4353,6277,901,-1187,2231,10108,--,139,-407,-449,-42,0,-81,9,-29,--,0,--,--,--,
利润总额(万元),17630,15897,11543,10237,9030,5350,5092,28138,8660,7157,3031,-7924,-9770,898,4114,5807,6420,4992,6443,5403,4692,--,--,
净利润(万元),15225,13389,9082,9506,6724,4333,3484,22984,6348,5633,2927,-7940,-9872,302,3133,4669,5186,4283,6401,4626,3923,2989,2466,
净利润(扣除非经常性损益后)(万元),11949,9836,4001,6636,4417,3726,2892,-4293,-2944,5310,1200,-7283,-8754,122,3153,4551,5090,4276,--,--,--,--,--,
经营活动产生的现金流量净额(万元),32884,19241,18633,-5791,3917,15014,4088,5311,11182,-3033,5625,1045,5944,439,-4471,-4292,8570,6195,1138,--,--,--,--,
现金及现金等价物净增加额(万元),25697,4554,96000,-1530,1149,-4121,-1375,31457,14627,185,1494,1988,-3156,-11798,17661,3652,-10172,405,-871,--,--,--,--,
总资产(万元),649519,645493,402937,283889,235882,213044,187312,177204,142695,155730,128281,136714,142042,156917,156649,107761,94322,92750,82068,73331,31581,--,--,
流动资产(万元),297571,265750,258864,166694,133856,119565,120554,115115,86836,88989,75764,85185,87989,103198,0,65250,0,0,62812,57214,19303,--,--,
总负债(万元),221058,195663,161618,142152,100912,84119,60696,51530,46055,61597,36934,39610,35345,40060,39775,38880,29762,31540,33517,30367,19210,--,--,
流动负债(万元),144142,115785,82471,72379,66102,46019,33172,33832,28259,60865,36389,39060,34477,39029,0,38291,0,0,24417,21376,14400,--,--,
股东权益不含少数股东权益(万元),422662,446557,233583,130116,122488,117976,115521,113444,92335,88640,86092,92426,100719,110699,110492,64851,62415,59433,47752,42635,12141,6440,4953,
净资产收益率加权(%),3.5,4.38,6.82,7.54,5.59,3.71,3.03,22.37,7.03,6.58,3.12,-8.2,-9.34,0.27,3.25,7.39,8.35,0,14.16,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
