报告日期,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.05,0.19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),1.31,1.72,0.82,0.84,-2.3,-1.97,-1.92,0.48,1.03,1.73,2.69,2.09,3.47,2.95,3.3,2.9,--,--,--,
每股经营活动产生的现金流量净额(元),-0.02,-0.13,-0.08,-0.02,0,0.28,-0.16,-0.11,0.32,0.26,-0.63,--,--,--,--,--,--,--,--,
主营业务收入(万元),30897,24644,22002,23575,22180,21613,21476,23557,23935,59673,43597,37949,43234,30823,24326,16538,14196,11774,8933,
主营业务利润(万元),14930,11465,9089,8858,7592,6573,5465,6769,6506,13491,9708,2206,2449,1133,1639,1507,1252,1271,1056,
营业利润(万元),2989,4613,-1188,329,-7853,-6056,-37766,-2211,-10589,5713,1702,2436,2527,2125,0,1507,0,0,0,
投资收益(万元),2683,8564,-132,-12,-18,-49,-3910,420,-1664,1029,1816,871,1319,129,159,392,0,0,0,
营业外收支净额(万元),--,--,1448,81,10,6356,-8704,-7416,-1696,147,0,0,0,0,164,0,--,--,--,
利润总额(万元),2723,4997,152,589,-7649,261,-50345,-9201,-13949,7516,3409,3254,3543,2183,2246,1774,1694,1923,1836,
净利润(万元),1164,4032,481,374,-7678,344,-51611,-8510,-14043,4644,3436,2766,2391,1724,1969,1614,1482,1262,1256,
净利润(扣除非经常性损益后)(万元),-1317,-4811,-1866,477,-2945,-943,-42971,-3282,-14043,4644,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-463,-2337,-1764,-418,1947,6057,-3401,-2440,6875,5585,-9035,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),845,8,441,640,-783,641,-3415,-9731,6319,4523,319,--,--,--,--,--,--,--,--,
总资产(万元),64716,80493,62137,67124,53661,63614,74291,121736,125402,137375,124904,94301,77696,59594,47997,30159,70327,6885,5771,
流动资产(万元),24939,27432,28060,28558,19991,24501,--,0,0,0,73485,47802,36043,28712,24821,16701,6841,3877,3665,
总负债(万元),33265,41016,42276,46488,100959,103723,112747,110326,102006,94895,84878,60681,46313,40585,29472,14989,7041,385,3282,
流动负债(万元),30035,34947,42272,46485,100955,103719,--,0,0,0,84671,50491,33545,25269,17588,9151,4729,2626,3065,
股东权益不含少数股东权益(万元),28305,37001,17689,18064,-49646,-42410,-41492,10280,22300,37255,38659,26255,23523,16200,16489,14512,3285,3190,2489,
净资产收益率加权(%),3.56,14.59,0,2.07,0,0,0,-61,-47.85,0,10.79,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
