报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.12,0.3,0.04,-0.06,0.05,0.62,0.31,0.52,-0.27,1.59,1.82,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,0.1,0.22,0.27,0.28,-0.38,-0.68,-1.23,-1.08,-2.63,-4.42,-4.48,-4.23,1.53,1.78,1.66,1.27,1.15,1.57,1.4,1.26,1.21,
每股经营活动产生的现金流量净额(元),--,--,0.05,0.13,-0.04,-0.5,-0.16,-0.14,-0.12,-0.06,0.02,0.05,-0.13,-0.35,-0.29,-0.04,0.18,1.18,-0.14,-0.26,--,--,--,
主营业务收入(万元),25676,19302,2398,6098,8249,1274,0,0,0,307,347,253,165,630,10312,15538,10239,4065,3940,4749,17596,30156,30880,
主营业务利润(万元),5027,4763,942,353,361,69,0,0,0,-4,29,177,16,-13,1564,2607,2181,1562,-41,776,2330,--,--,
营业利润(万元),2306,2987,265,-566,81,-409,1941,-4687,-1754,-1257,-822,-80,-1629,-9438,-1576,1234,1319,-97,-2329,197,754,--,--,
投资收益(万元),--,5,--,--,102,0,15,--,0,--,0,-35,-35,-486,-32,-21,0,0,790,85,204,--,--,
营业外收支净额(万元),-1,4,3,203,58,4520,3,7995,85,10342,0,180,-972,-28488,-5,-112,1,146,33,--,--,--,--,
利润总额(万元),2305,2992,268,-363,139,4111,1944,3308,-1668,9085,10399,66,-2635,-33794,-1469,1753,1626,708,-1506,1147,956,--,--,
净利润(万元),2128,3030,275,-351,326,3966,1956,3315,-1667,9077,10394,73,-2268,-32885,-1469,1227,1611,676,-1541,977,813,1004,838,
净利润(扣除非经常性损益后)(万元),2129,3020,271,-572,166,-554,-248,-2681,-1752,-1245,-827,-644,-1572,-9015,-1575,776,1423,-121,-2331,--,--,--,--,
经营活动产生的现金流量净额(万元),-5915,1285,298,859,-282,-3159,-1033,-879,-792,-364,132,313,-759,-1992,-1667,-213,1033,6756,-777,-1498,--,--,--,
现金及现金等价物净增加额(万元),-9186,24029,41,1300,75,-3039,1933,1482,75,-52,-1207,1259,-126,-2144,-1019,-1657,-30,4766,472,684,--,--,--,
总资产(万元),40691,41122,15891,4092,3148,3256,3830,5123,8546,9476,9283,10732,10015,13128,23823,22996,23552,18323,23643,24781,22473,--,--,
流动资产(万元),33865,33524,8699,3330,3113,2976,3675,4917,2989,3656,3245,4310,3337,3615,13442,0,0,--,0,20657,16946,--,--,
总负债(万元),5078,7471,15403,2655,1405,1504,6280,9477,16322,15583,24291,35966,35576,41734,14334,11962,13627,10930,16965,15797,14466,--,--,
流动负债(万元),5078,6045,11125,2655,1405,1482,5066,8418,15322,14583,10376,35966,35518,41734,14157,0,0,--,0,15795,14487,--,--,
股东权益不含少数股东权益(万元),35649,33687,657,1426,1767,1505,-2442,-4359,-7849,-6181,-15074,-25295,-25623,-24178,8734,10197,9490,7277,6593,8984,8008,7195,6923,
净资产收益率加权(%),6.15,24.99,52.97,-21.98,19.91,-863.54,--,--,0,--,0,0,0,0,-15.06,12.11,19.74,10.09,0,11.46,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
