报告日期,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.31,0.5,0.44,0.89,0.79,0.37,1.39,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),3.73,7.45,4.87,5,4.48,3.41,4.11,2.41,--,--,--,--,--,1.25,1.26,1.64,1.98,1.95,1.86,2.11,1.83,
每股经营活动产生的现金流量净额(元),-0.11,-3.35,-3.36,-0.78,6.02,-4.62,8.83,1.82,--,--,--,--,--,3.62,0.99,-0.07,--,--,--,--,--,
主营业务收入(万元),411851,329587,235370,330472,291990,159847,443514,59101,-1699,16280,28358,33783,33196,35546,22205,23509,21698,22846,17921,6689,1598,
主营业务利润(万元),167341,118098,87930,173964,156486,73613,323208,27012,-24717,-18023,4760,7023,1548,8084,5021,2688,6231,4149,429,1664,-657,
营业利润(万元),167341,118098,87930,173964,156486,73613,323208,27012,-24717,-18023,4760,7023,1548,8084,5021,10713,6231,0,429,1664,-657,
投资收益(万元),137978,91349,36572,71781,37143,44281,153159,3082,2380,2486,6869,3684,3833,2170,5844,11461,4553,5326,6252,4387,3243,
营业外收支净额(万元),-428,429,-38,1052,-765,-110,-651,-903,152,-1033,28,15,74,-54,162,0,0,0,0,0,0,
利润总额(万元),166913,118527,87892,175015,155721,73503,322557,23418,822,-57422,2623,4776,5455,10200,5183,11132,5663,4027,467,6272,2630,
净利润(万元),122729,86768,64559,130638,115165,54165,203830,22790,822,-58170,2010,3959,4494,8177,4850,10665,4667,3394,379,5331,2254,
净利润(扣除非经常性损益后)(万元),123082,86221,63567,129831,115638,25665,204266,22867,--,--,--,--,--,8231,--,--,--,--,--,--,0,
经营活动产生的现金流量净额(万元),-45106,-665043,-491084,-113444,879014,-674416,1289454,265407,31824,-73183,15146,-42413,-4756,188012,46466,-2223,--,--,--,--,--,
现金及现金等价物净增加额(万元),34969,-20841,-552685,-166392,846731,-747964,1208963,499955,-10379,-91023,42153,-64694,9282,187985,49094,-9470,--,--,--,--,--,
总资产(万元),3458962,3189709,2128702,2683410,2897076,1530499,2279975,762037,335390,452694,523811,584601,572828,509242,378190,242481,168924,159247,159241,128367,53773,
流动资产(万元),--,--,--,--,--,--,0,719131,287168,364002,430999,525183,516998,459675,324167,197118,128398,123990,128892,104345,33344,
总负债(万元),1978659,1710170,1416596,1953529,2243170,1032644,1680124,410156,265803,383930,396876,520628,512074,444628,318939,187407,124516,119505,121260,91381,--,
流动负债(万元),--,--,--,--,--,--,0,410156,265802,383927,386874,504628,502074,439614,318924,187389,124488,107288,108735,79773,17643,
股东权益不含少数股东权益(万元),1480052,1479539,712106,729880,653906,497855,599852,351881,69587,68765,126935,63973,60754,64614,59251,55074,44409,39741,37980,36986,31993,
净资产收益率加权(%),8.35,7.88,9.03,18.88,20,9.87,44.11,10.81,--,--,--,--,--,12.95,8.18,21.83,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
