报告日期,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),3.57,3.35,3.22,2.77,2.57,2.95,3.01,4.22,4.44,4.4,6.25,6.12,
每股经营活动产生的现金流量净额(元),0.17,0.63,-0.63,0.85,1.13,0.27,--,--,--,--,--,--,
主营业务收入(万元),150104,241286,254661,361956,370614,375444,316642,232695,187578,89253,136007,61188,
主营业务利润(万元),29058,30870,27850,41721,51889,43736,7225,6659,6263,918,7246,3564,
营业利润(万元),6074,5680,4276,5518,8203,9422,10295,9482,6923,0,7539,3713,
投资收益(万元),3619,4945,6031,7657,1925,1881,388,428,940,3944,309,0,
营业外收支净额(万元),-126,124,59,345,1006,0,0,0,0,-990,0,0,
利润总额(万元),9567,10749,10382,13580,11134,11420,11440,9653,8103,4309,6911,3729,
净利润(万元),8367,10240,9027,11481,9482,9590,9723,8248,7030,4182,5907,3169,
净利润(扣除非经常性损益后)(万元),8034,10145,7702,5476,7635,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),7136,26431,-26707,32736,43301,8612,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-6603,7981,10874,-22407,16046,6474,--,--,--,--,--,--,
总资产(万元),229799,243632,231394,223629,255827,247252,214399,181163,129812,111847,96517,65364,
流动资产(万元),40128,0,0,56586,0,109480,84310,80663,48584,42730,48054,53489,
总负债(万元),69526,91250,84713,106827,146924,142790,117419,99213,51467,34092,22943,15432,
流动负债(万元),61504,0,0,109338,0,139291,103962,75951,41568,24056,21615,12842,
股东权益不含少数股东权益(万元),150940,141768,136192,106645,99003,94694,87594,81950,78345,77755,73574,49932,
净资产收益率加权(%),5.69,7.23,7.01,11.1,0,10.67,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
