报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.3,0.03,0.06,0.15,0.11,1.06,0.55,1.64,1.02,-0.82,-1.92,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,2.78,2.2,2.96,-1.76,-2.62,-1.81,0.31,0.32,1.65,4.74,4.69,5.05,4.9,1.16,1.08,1.1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.32,1.12,0.09,0.02,0.39,0.49,-0.77,-0.54,0.52,0.1,0.06,-0.3,0.65,0,--,
主营业务收入(万元),101605,445211,129012,248498,111939,375575,185405,366139,11529,11367,36132,34316,28254,35126,32425,28692,23436,14281,9655,8022,6745,
主营业务利润(万元),-16497,102502,42128,99235,55535,164650,79272,139611,1479,529,4602,3246,1264,1862,3760,3893,5781,4862,3891,3101,2625,
营业利润(万元),-257042,20703,26261,43240,17543,120963,55732,121451,-5819,-8625,-19351,-3567,-10088,-23989,-1640,-3742,1516,2933,2546,1916,1363,
投资收益(万元),-13814,-277,46740,5295,2122,8666,-21,42,-61,570,-273,-644,-3057,-5154,1942,854,424,40,0,0,1,
营业外收支净额(万元),-3928,-1114,21984,2978,11955,15949,17545,2625,18463,-1781,--,464,533,-39,71,-177,-475,380,0,--,--,
利润总额(万元),-260970,19589,48245,46219,29498,136912,73277,124076,12644,-10406,-22620,1755,-12591,-29072,373,-2976,1499,3353,2568,1931,1302,
净利润(万元),-251123,15705,28699,29138,21866,107144,55936,92098,12678,-10121,-23836,739,-12503,-29061,56,-2641,1778,2152,2180,1779,1249,
净利润(扣除非经常性损益后)(万元),-234409,16642,-34484,26839,10697,100367,41625,90018,-5821,-8788,-20616,-5213,-13057,-28984,-1721,-2013,2635,1772,0,--,--,
经营活动产生的现金流量净额(万元),-207484,-291149,-43125,-382780,-143362,37297,-32075,62916,1129,268,4820,6081,-7192,-5110,4898,951,589,-2849,3516,0,--,
现金及现金等价物净增加额(万元),-458182,361116,-39058,61771,104889,3179,-67275,56300,-301,-81,-461,-1188,-5497,-6482,6188,-3123,-8827,16852,2413,0,--,
总资产(万元),4518157,3325888,2005459,1781990,1160940,897408,607382,550777,29730,41157,46904,76150,74370,83268,107464,101821,87225,65147,19152,11454,10663,
流动资产(万元),3643115,2963186,1896450,1562809,947811,705011,578611,536771,8072,8576,11777,25184,30331,37955,58648,58775,51665,--,0,6771,7407,
总负债(万元),3671258,2304933,1417019,1215227,899551,610950,373914,374090,51615,73705,69364,69653,69434,66438,62145,57305,39745,18997,12770,5627,4725,
流动负债(万元),1805238,1054335,532250,678927,394714,331980,320914,287169,51554,73644,69303,69562,69372,49776,48183,57243,39683,--,0,5153,4245,
股东权益不含少数股东权益(万元),732589,981562,584937,561471,237381,280861,222380,166394,-21792,-32426,-22306,3796,3045,15503,44564,44059,46901,46021,6251,5828,5938,
净资产收益率加权(%),-29.27,1.78,5.01,11.54,8.36,36.21,28.77,73.94,0,--,--,21.63,-135.14,-96.76,0.1,-5.81,4.98,7.33,34.87,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
