报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0,0,0,6.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,-0,-2.76,-1.74,0.11,0.94,1.42,1.35,1.69,1.47,1.34,1.27,1.31,1.07,1.02,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0,0.01,-0.21,-0.51,-0.04,-0.06,-0.15,--,--,--,--,--,--,--,--,
主营业务收入(万元),0,0,0,8,-1,108,2543,4845,18279,22083,26151,16910,7549,9459,7817,7388,8497,7972,6175,
主营业务利润(万元),0,0,0,7,1,55,-44,-224,3923,6832,10920,508,-1219,-739,19,8,0,0,0,
营业利润(万元),2,3,5,-3961,-23475,-26102,-19001,-9530,-1100,5369,6207,543,529,-213,0,2,0,0,0,
投资收益(万元),--,--,--,29,-126,-3614,-88,76,3549,-39,4020,659,41,311,219,134,0,0,0,
营业外收支净额(万元),--,--,1,167546,-104,-13772,-198,-809,-196,-175,0,0,0,0,99,676,--,--,--,
利润总额(万元),2,3,6,163586,-23705,-43489,-19287,-10263,2253,7428,16870,1551,524,420,1132,812,1441,1328,897,
净利润(万元),2,3,6,163586,-23189,-41663,-19266,-9874,2245,3962,11126,1116,370,304,889,690,1386,1273,842,
净利润(扣除非经常性损益后)(万元),2,3,5,-1022,-23169,-28307,-18498,-9140,-84,184,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),2,3,6764,-7670,-17,165,-4968,-11799,-883,-1352,-2596,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-117,-1498,2022,-29,-46,-146,-5406,-3010,2462,-4601,7625,--,--,--,--,--,--,--,--,
总资产(万元),408,525,2023,6834,35964,50833,73149,87891,99276,99300,80435,58704,40639,39013,27669,18797,14871,--,--,
流动资产(万元),408,525,2023,6834,4180,16366,--,0,0,0,45982,25621,13455,17929,9249,8306,6611,--,--,
总负债(万元),487,605,2106,6923,100155,91320,70411,65866,66284,66698,49170,39299,22963,22224,11909,10485,6967,--,--,
流动负债(万元),487,605,2106,6923,98715,88718,--,0,0,0,26462,16852,14821,17000,9927,7844,3705,--,--,
股东权益不含少数股东权益(万元),-79,-81,-84,-89,-64123,-40435,2660,21927,32877,31420,30265,19405,17676,16788,15760,8312,7903,--,--,
净资产收益率加权(%),--,--,--,--,0,0,-156.72,-37.19,7,0,--,--,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
