报告日期,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-0.95,0.1,2.18,2.6,2.72,2.46,2.29,2.04,2.36,1.66,1.71,1.36,1.02,
每股经营活动产生的现金流量净额(元),0.02,0.19,-0.83,-0.83,0.06,0.11,0.05,--,--,--,--,--,--,
主营业务收入(万元),703,866,5616,16723,15511,11085,19432,18029,19907,12282,13981,5902,3731,
主营业务利润(万元),248,145,1726,5226,3752,1106,345,-1215,813,1836,2994,2068,728,
营业利润(万元),-19346,-17400,-7959,2000,2327,-587,-90,206,1203,1989,3025,2993,1109,
投资收益(万元),3575,-13758,-1749,-588,3872,3793,1381,995,1095,4,448,4,48,
营业外收支净额(万元),-3489,-4576,-28,1,72,1015,0,0,0,0,--,--,--,
利润总额(万元),-19260,-35734,-7593,1414,6271,4221,5185,4593,2372,1958,3454,2987,1148,
净利润(万元),-15633,-34169,-7513,1588,6116,3766,4394,3905,2880,1313,3156,2697,867,
净利润(扣除非经常性损益后)(万元),-19823,-21905,-8123,2108,6037,2562,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),310,3363,-14812,-14778,973,2004,837,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-104,-1429,-23046,11059,9786,-531,-3120,--,--,--,--,--,--,
总资产(万元),16678,44642,86089,110027,80451,66894,54624,51604,36244,23801,13166,9915,6196,
流动资产(万元),8312,29304,37046,65628,31738,0,27946,23318,14728,9377,7197,6195,3916,
总负债(万元),33954,42658,35422,62199,28047,22775,13649,15019,10124,10398,5965,4187,2774,
流动负债(万元),33928,42631,48475,62172,21847,0,13400,14683,7218,5791,3473,3095,1982,
股东权益不含少数股东权益(万元),-16824,1825,38663,46158,48289,43683,40626,36225,26120,13404,7201,5728,3422,
净资产收益率加权(%),--,-175.36,--,3.38,12.7,0,11.44,--,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
