报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.94,-4.27,-0.12,-0.52,0.06,0.1,-0.39,0.05,-2.48,0.24,0.88,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,0.24,-1.9,-2.21,0.42,0.05,-0.72,-0.17,1.7,1.64,1.79,1.58,1.52,1.38,1.35,1.13,1.01,1.74,1.73,1.84,1.6,1.69,1.51,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-1.92,-0.2,-0.16,-0.38,0.08,-0.03,0.63,1.15,2.15,0.62,0.47,0.27,0.19,0.12,--,--,--,--,--,--,--,--,
主营业务收入(万元),198,405,0,4866,25351,19122,53,0,180,39052,20410,50613,88131,100409,121688,88799,61378,26445,33113,42667,17644,30123,32197,15310,16795,6274,10519,10537,
主营业务利润(万元),1,14,0,323,4510,4535,5,0,-20,10882,1587,5050,22225,32476,43748,22238,13930,5348,5181,8818,-3015,-5398,1751,-50,235,690,689,602,
营业利润(万元),-16018,-79118,-2026,-9805,-467,1558,-6235,-1252,-41533,7084,-11012,-7128,-5932,11715,23220,4696,2461,1549,448,2906,-287,-5415,1858,0,271,803,720,628,
投资收益(万元),4829,15,2633,-3600,-520,135,-1310,2671,-908,4573,961,-686,-1481,-326,433,735,824,510,519,856,801,128,1159,709,56,528,0,0,
营业外收支净额(万元),-2026,-2492,-201,-82,1383,548,-1114,1532,-17269,968,27160,-811,-839,-674,-2105,-967,5,-154,238,0,0,0,0,218,0,--,--,--,
利润总额(万元),-18045,-81610,-2227,-9887,916,2106,-7349,281,-58802,8052,16148,-8588,-8251,10985,22198,5463,3337,1917,1518,4438,977,-5346,2876,919,262,1053,665,538,
净利润(万元),-17864,-81291,-2201,-9885,1212,1824,-7349,937,-47183,4609,13145,-7525,-10841,1013,4725,2026,1887,1380,1097,2092,1118,-5687,2447,790,262,665,426,383,
净利润(扣除非经常性损益后)(万元),-15837,-78805,-2000,-9804,-139,452,-6285,-4027,-33973,331,-10946,-7883,-11017,333,5657,1608,1801,1201,485,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),-28,28,10,-4639,12436,-1374,-36563,-3869,-3118,-7282,1210,-481,9517,17227,28012,5773,4381,2597,1784,1108,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-9127,9042,3,-13028,11863,-1464,31,-3,-3133,-7302,16359,-12399,-13989,9667,3141,-166,5863,-1563,-1442,3872,--,--,--,--,--,--,--,--,
总资产(万元),546,29258,99839,12447,60705,59233,50537,16686,14142,70320,98977,52102,121673,196183,150455,137465,120889,40516,78490,82723,31448,43897,50817,30160,20600,15483,12892,11363,
流动资产(万元),376,24480,869,1948,50932,49144,38947,5682,5553,35424,32202,11302,43408,65824,53649,52077,0,0,0,46481,19003,26022,33900,21281,12530,9427,7714,8266,
总负债(万元),63307,73530,53842,50109,50838,49814,45924,52909,54959,53557,74482,62580,97588,119390,98549,95814,84593,25098,52730,55623,20933,34179,36980,16736,11017,11547,8729,7497,
流动负债(万元),63307,73530,53521,49788,50838,48814,44561,52173,52723,53069,71941,62580,97588,103768,94819,89410,0,0,0,49814,16679,29005,30190,16662,7612,5700,3828,4736,
股东权益不含少数股东权益(万元),-62487,-44624,45524,-38161,7649,6437,4613,-36223,-42086,7965,736,-10746,-2594,25450,21339,16691,14740,14151,12832,12615,10525,9407,13541,13424,9583,3936,4164,3868,
净资产收益率加权(%),--,--,--,--,17.21,33.02,--,--,--,105.95,0,0,0,4.36,24.81,13.44,13.38,10.2,0,18.08,--,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
