报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.31,0.02,0.05,0.02,0.11,0.1,0.06,0.1,0.13,0.29,0.17,0.34,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,1.48,1.58,1.64,3.32,1.8,2.58,2.96,3.75,4.39,4.35,4.3,3.97,3.95,7.65,5.95,2.97,2.85,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.01,-0.54,0.15,-0.39,-0.11,-0.58,-1.03,-0.28,-1.81,-0.21,1.27,0.22,-0.68,0.13,--,--,
主营业务收入(万元),527395,648158,442093,491088,421139,514022,296669,280498,282753,204471,156043,229176,178640,76126,28356,7875,4979,7121,7078,13361,11780,8437,2826,
主营业务利润(万元),53450,68350,16973,39730,84981,53423,11436,15007,21430,13702,11643,20693,11329,6528,3325,3912,3194,3496,4427,8261,8278,7256,2292,
营业利润(万元),-205948,9025,16392,7385,24803,24164,10722,14176,17435,14763,7009,13925,4280,99,-2001,-577,-1772,-2178,-71,2710,3849,2769,1644,
投资收益(万元),5852,8477,40673,42549,37984,9080,12885,12985,6673,11885,5662,3417,1024,1235,2158,384,1781,298,2092,1425,512,1177,130,
营业外收支净额(万元),104616,10971,607,1534,-232,-58,-209,-514,942,-194,591,260,-46,-0,-4,341,-2,33,8,163,0,0,0,
利润总额(万元),-101331,19996,16999,8919,24571,24106,10513,13662,18377,14569,7600,14185,5275,1448,153,149,8,-1848,2030,4297,4380,3951,2494,
净利润(万元),-109642,5789,14913,4993,18914,14310,8619,12432,15117,12341,5926,7799,1701,1292,383,238,404,-1404,1890,3349,3230,3387,2007,
净利润(扣除非经常性损益后)(万元),-185993,16381,-7391,-16572,-13780,18243,6788,11491,14417,8073,4577,3583,1536,411,-1097,-4,355,-1781,1913,3201,--,--,--,
经营活动产生的现金流量净额(万元),-42975,94013,86508,-153163,18841,-29323,-10765,706,-61606,7557,-13340,-2425,-9617,-13228,-2939,-19355,-2242,13626,2304,-3640,513,--,--,
现金及现金等价物净增加额(万元),-194832,754,209848,-152306,85879,45076,12915,-22055,-34333,101689,-6304,944,-579,5263,-117,422,-1467,559,-8971,4197,875,--,--,
总资产(万元),1776502,1735220,1706808,1501105,1443888,1034945,512582,414019,363222,338718,260570,210234,165542,142725,105308,87478,72319,81262,64832,66984,54420,53070,51069,
流动资产(万元),570930,657856,740718,706743,766128,581404,398013,306263,266238,259128,195763,144045,111612,92799,59483,45492,--,0,0,0,17293,15109,14725,
总负债(万元),753039,611991,586154,1015091,964250,807389,297727,208431,168567,158068,191178,141703,109125,92815,55589,38529,20794,36192,19730,21602,26737,26115,25635,
流动负债(万元),673640,568364,460269,575547,574607,440611,261377,184081,145367,144068,184628,132903,107125,74715,52589,38529,--,0,0,0,26737,25684,24772,
股东权益不含少数股东权益(万元),972734,1065148,1091045,452137,449413,218168,205360,196986,186253,170789,62070,59117,49249,47987,46783,46415,45918,42454,42147,40815,23792,23763,22776,
净资产收益率加权(%),-10.21,0.54,1.94,1.11,6.27,6.76,4.31,6.49,8.47,10.6,9.61,13.68,3.5,3,0.82,0.51,0.88,-3.39,4.59,0,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
