报告日期,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.2,0.09,0.13,--,--,--,--,--,--,--,--,
每股净资产(元),2.31,2.12,2.04,1.91,1.85,1.87,3.72,3.5,2.57,2.37,2.26,
每股经营活动产生的现金流量净额(元),0.81,0.38,0.36,0.4,0.28,0.16,0.21,0.31,0.36,0.46,0.51,
主营业务收入(万元),195776,145324,126185,115973,93277,80031,51883,37932,35416,33663,32321,
主营业务利润(万元),32776,20654,23679,22108,17269,19117,15124,12793,14112,14716,12715,
营业利润(万元),6883,-3778,158,-589,-2789,1340,4596,4212,4759,4479,2509,
投资收益(万元),-461,12,166,-124,-128,-125,-70,-126,6,-20,0,
营业外收支净额(万元),6583,10522,--,-262,-72,-32,149,-91,0,0,0,
利润总额(万元),13466,6744,7940,6519,2546,4529,6205,5046,5132,4785,2938,
净利润(万元),7432,3478,5098,3494,516,2566,4311,4040,4015,3688,1736,
净利润(扣除非经常性损益后)(万元),9487,1710,5458,3704,567,2585,3910,4138,0,0,0,
经营活动产生的现金流量净额(万元),30661,14412,13687,15330,10584,5958,3995,5954,5089,0,0,
现金及现金等价物净增加额(万元),17807,2962,5268,-799,-3616,-438,-14575,22917,-594,0,0,
总资产(万元),220796,206384,204911,192927,185883,190034,165111,122090,64447,66688,71487,
流动资产(万元),93757,83533,77617,63024,62312,64834,51707,--,0,0,0,
总负债(万元),116716,111580,112318,107358,105797,109103,85950,47147,28518,33446,39904,
流动负债(万元),102372,103219,111957,94997,94019,77233,51582,--,0,0,0,
股东权益不含少数股东权益(万元),87600,80710,77352,72554,70225,71250,70643,66444,35930,33242,31584,
净资产收益率加权(%),8.86,4.4,6.74,4.89,0.73,3.65,6.24,8.6,11.39,11.03,5.65,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
