报告日期,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.74,0.56,0.44,0.23,0.16,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,2.87,2.36,1.95,1.72,1.69,1.48,1.9,1.74,1.64,1.46,1.07,0.14,-0.05,-0.2,2.01,2.32,2.26,2.4,4.37,--,
每股经营活动产生的现金流量净额(元),--,0.58,0.7,0.64,0.18,0.14,0.22,0.44,0.59,0.61,0.42,0.29,0.33,0.18,-0.01,--,--,--,--,--,--,
主营业务收入(万元),431076,379913,331686,279511,263587,295921,274237,281664,245946,232703,195729,83336,82253,78970,42705,46622,38689,48488,55108,77287,65087,
主营业务利润(万元),152991,125019,113697,94168,83754,108017,94618,103498,92328,88798,72498,30175,30282,27705,13111,-4450,1206,-1117,2907,8093,13708,
营业利润(万元),43421,31406,23851,8472,7297,19528,8094,18055,15066,16436,13550,4940,7804,4858,-77383,-4402,1234,-1109,5033,10072,3677,
投资收益(万元),5387,5397,3997,3087,3586,5972,-3450,-3424,-1920,-3340,-3876,-146,-110,341,-3627,315,346,619,2981,6903,161,
营业外收支净额(万元),598,1423,1858,3290,4299,0,-642,-2822,-1163,-1501,-1129,-964,-518,121,--,0,0,0,0,0,--,
利润总额(万元),44019,32829,25709,11762,11597,19343,4002,11809,11996,11596,8547,3831,7176,5632,-81855,-3611,1570,1319,10129,17103,4746,
净利润(万元),34895,26109,20474,10777,7641,14451,1487,5048,4537,6344,5848,3829,7176,5632,-81855,-3611,1349,1126,8617,14537,4746,
净利润(扣除非经常性损益后)(万元),33941,25027,16398,4932,3864,14916,1298,5306,3596,--,7299,4793,7621,5020,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),51502,27391,32721,30014,8353,6628,10181,16487,22225,22684,15806,10841,12208,6765,-238,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),12540,-6978,937,16616,-350,-4172,1210,2840,3675,-7347,2219,18953,-1903,1108,-126,--,--,--,--,--,--,
总资产(万元),349951,314736,305531,294505,281431,292572,278880,278722,266912,267117,252158,235071,180112,186574,175699,228704,217539,203327,169407,131364,74921,
流动资产(万元),187271,161287,152908,146267,128797,132482,124259,117521,96572,110338,0,0,156026,0,149761,195637,182942,170348,135991,93630,49064,
总负债(万元),176662,173978,189039,197689,195830,208707,205573,203741,197998,201985,194309,192083,174771,188344,183000,153340,138566,126542,100210,68419,51745,
流动负债(万元),156893,157161,173841,183460,178862,187287,195045,184065,174149,180812,0,0,173678,0,179500,148720,127164,117148,88193,45213,48486,
股东权益不含少数股东权益(万元),166670,134405,110653,91253,80497,79076,69335,71003,65114,61558,54536,39907,5341,-1770,-7301,75364,78972,76785,69197,62945,23176,
净资产收益率加权(%),23.18,21.31,20.28,12.55,9.84,20.46,2.17,7.42,7.17,10.93,12.38,17.63,409.41,0,--,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
