报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
基本每股收益(元),0.6,0.42,0.25,0.1,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,-2.2,0.52,0.23,--,--,--,
主营业务收入(万元),535140,712368,228406,222190,298746,430186,245080,
主营业务利润(万元),53974,67911,31986,30855,24448,458614,262843,
营业利润(万元),45025,32164,18601,6132,8154,7497,5776,
投资收益(万元),20972,-38,3762,42,129,-5,12,
营业外收支净额(万元),259,-104,335,616,134,401,765,
利润总额(万元),45283,32060,18936,6748,8288,7898,6541,
净利润(万元),35328,24578,14784,4938,6142,4480,4473,
净利润(扣除非经常性损益后)(万元),16897,21059,9292,3934,--,--,--,
经营活动产生的现金流量净额(万元),-33678,-127344,30320,13152,-24704,-20682,12303,
现金及现金等价物净增加额(万元),30069,55768,-1235,13906,857,-3004,23638,
总资产(万元),1013513,896938,379030,372430,322273,283505,208098,
流动资产(万元),792786,768387,328281,306048,294113,259376,185896,
总负债(万元),763643,739681,246450,247836,247942,234723,169830,
流动负债(万元),682482,627499,236216,222223,207901,225959,152511,
股东权益不含少数股东权益(万元),225798,148826,125811,119288,70152,45649,35151,
净资产收益率加权(%),20.36,17.63,11.76,5.71,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
