报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),-0.53,0.2,0.16,0.13,0.09,0.05,0.38,0.01,-0.43,0.02,1.12,0.55,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,2.07,2.02,2.94,4.14,4.02,3.81,4.2,3.99,1.95,1.53,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.68,-0.15,-0.03,0.73,0.67,0.95,0.55,-0.1,0.82,0.7,0,
主营业务收入(万元),98608,1679892,1902766,798333,541760,395436,94266,90825,85975,87021,138233,84833,43760,35524,25110,20187,15312,12316,
主营业务利润(万元),10389,71131,75761,35789,22354,17554,13840,5702,2774,14976,44608,19237,9727,7873,6468,6337,5124,4114,
营业利润(万元),-113310,62761,54906,29908,12428,3310,10600,-8953,-12564,1507,20805,7987,3860,3511,3251,3171,2494,1806,
投资收益(万元),-1708,2198,1044,16003,1223,-13,10223,-386,-795,-150,-448,-258,-16,0,0,0,0,0,
营业外收支净额(万元),-590,38,1359,2290,242,775,1287,9208,949,31,-67,0,-11,-42,-6,-31,0,0,
利润总额(万元),-113900,62799,56266,32199,12670,4085,11887,254,-11615,1538,20739,8003,3833,3468,3245,3140,2414,1772,
净利润(万元),-121045,44745,36804,15813,10669,4403,11191,386,-12771,492,18213,6820,2649,2371,2147,2135,1567,1163,
净利润(扣除非经常性损益后)(万元),-121151,43443,39143,-2986,10422,3701,171,-8822,-13720,339,18269,6798,2655,2333,2150,2159,1612,1190,
经营活动产生的现金流量净额(万元),-11926,47073,-193205,3203,-79455,-28357,8889,20002,-4291,-752,11868,8467,7427,3575,-630,3701,0,0,
现金及现金等价物净增加额(万元),-20837,1327,-3965,5279,-104263,115001,3388,4751,-16485,17927,-8736,9030,650,-6429,12021,462,0,0,
总资产(万元),73994,703998,988443,539306,303666,300019,150571,161139,146840,161918,128492,106415,77349,55787,40013,17287,14828,11422,
流动资产(万元),21620,641525,866837,390663,187394,212125,71868,92938,82532,96137,62376,50207,29751,25839,26134,7398,7062,6844,
总负债(万元),170363,334725,650805,231299,31506,38138,80772,96763,83569,87680,60801,55873,47622,28465,14093,8509,7964,6143,
流动负债(万元),168987,333195,647480,227730,25522,31369,71950,87711,73075,78725,59230,48690,36921,23415,11530,6719,6194,4373,
股东权益不含少数股东权益(万元),-112578,352242,316077,289810,269879,260469,68338,60719,59483,71987,67651,50503,29727,27321,25920,8777,6864,5279,
净资产收益率加权(%),0,13.3,12.03,5.3,4.03,2.45,16.88,0.65,-19.55,0.73,30.99,14.74,9.25,8.87,13.4,27.37,25.88,34.19,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
