报告日期,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),1.03,1.11,1,0.97,0.55,0.95,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),6.52,5.91,3.95,4.54,2.52,3.55,5.53,4.85,5.5,4.9,4.53,4.31,4.07,3.81,3.16,3.82,3.39,3.39,3.25,6.26,--,
每股经营活动产生的现金流量净额(元),1.27,0.87,1.75,0.99,1.98,1.3,1.77,2.94,2.62,3.43,3.91,1.69,0.77,0.13,-0.01,--,--,--,--,--,--,
主营业务收入(万元),6807120,9310806,7455889,4727825,4531346,3329655,2013883,2131361,1920088,1376138,1086716,1052530,880524,578999,364216,217593,249903,193232,148269,93562,48722,
主营业务利润(万元),1520826,1713739,1235889,1024247,864035,617392,363769,392942,356452,303018,275825,250174,185548,110338,70590,9845,9152,9538,16004,11865,5438,
营业利润(万元),474372,502260,255672,251975,172731,181575,82614,68826,63639,43291,39600,39014,48664,27888,20592,11484,9637,9365,16079,12303,0,
投资收益(万元),34810,72231,13431,3212,3913,18010,1184,971,1692,-1605,-339,-572,885,4052,1579,3241,-108,-296,206,2766,459,
营业外收支净额(万元),33262,53792,240645,23308,2826,--,-1695,-9,1461,-4508,0,789,183,-220,0,0,0,0,0,0,--,
利润总额(万元),507635,556052,496317,275283,175557,186975,82715,69789,66821,37178,39576,39230,49731,32336,22289,15519,11788,11364,15031,14879,539,
净利润(万元),347733,369880,312710,189190,103302,119347,50547,38177,32658,16791,15457,25109,30316,29401,19574,12862,9502,8182,12095,12380,9607,
净利润(扣除非经常性损益后)(万元),341520,313024,295640,186566,114194,105320,51573,38231,28613,18325,13116,20328,26619,28785,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),430655,295892,544572,205647,375285,163353,111820,185331,126924,166515,189704,82071,37271,6061,-511,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),136933,476430,141853,168751,16448,38009,-11899,46597,-3248,8072,17910,26476,19770,3741,1154,--,--,--,--,--,--,
总资产(万元),6089960,5955016,4205404,3165763,2338359,1732620,1244202,960942,1096481,857235,798623,765289,717409,446935,349812,326148,303627,303345,242000,155314,--,
流动资产(万元),4061296,3998454,2801680,2113198,1378677,1246514,819115,636783,732357,582717,0,0,0,0,264614,228504,183005,180863,132928,89574,--,
总负债(万元),3350511,3439201,2567134,1892975,1609108,1166904,794310,572151,744585,554825,515276,505141,481930,251447,203796,186867,212172,222317,165855,92513,--,
流动负债(万元),3188910,3293236,2518812,1885942,1601536,1166637,793840,567231,741440,532587,0,0,0,0,155917,136846,184559,208118,163955,91883,--,
股东权益不含少数股东权益(万元),2206540,1999813,1233634,945133,475675,447984,348313,305892,266905,237831,219592,209129,197536,184501,135792,126474,77617,70616,66953,57013,--,
净资产收益率加权(%),16.73,21.08,29.54,28.74,21.19,29.82,15.49,13.33,12.92,7.25,7.14,11.08,14.96,0,14.93,--,0,0,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
