报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.22,0.24,0.34,0.33,0.29,0.29,0.33,0.81,0.62,0.77,0.71,0.92,--,0.32,0.16,
每股净资产(元),--,--,--,--,--,--,--,6.19,3.53,5.92,5.37,3.26,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.18,0.34,-0.57,-1.39,0.73,1.16,-0.31,0.53,
主营业务收入(万元),103898,146529,147729,153691,160738,148777,177307,146737,116889,85796,63597,43143,23373,10672,4095,
主营业务利润(万元),14956,31140,29735,31973,29475,31696,33759,29793,19758,12113,10508,6160,3977,1985,1010,
营业利润(万元),-15993,13655,19103,15841,13703,13733,15845,16514,12051,7018,6486,4779,2759,1404,614,
投资收益(万元),128,109,74,44,--,--,--,24,128,--,--,--,0,--,--,
营业外收支净额(万元),-363,-1,-489,-47,40,68,61,1708,189,561,276,0,0,-136,19,
利润总额(万元),-16356,13654,18614,15794,13743,13801,15906,18222,12239,7579,6761,4769,2521,1268,632,
净利润(万元),-16524,13381,18153,15555,13492,13343,15128,17076,12235,7578,6761,4769,2425,1268,632,
净利润(扣除非经常性损益后)(万元),-17001,13217,18581,15594,13458,13288,15067,14934,12046,7018,6486,4779,2663,1404,614,
经营活动产生的现金流量净额(万元),10110,-29098,24222,14730,-4337,20744,25514,4116,6619,-5600,-13613,3816,4634,-1233,2103,
现金及现金等价物净增加额(万元),-7590,-19091,2744,15252,-17914,-19575,28682,15771,-1203,1068,773,402,2792,-5760,6400,
总资产(万元),497039,512742,477934,456977,419274,353333,291478,238404,132620,108885,90789,61230,45403,36549,26302,
流动资产(万元),269975,266773,235069,218923,183256,163079,191522,157716,91418,65756,45414,24494,15663,10381,10813,
总负债(万元),238820,237165,212473,266373,242807,190021,140844,94537,63428,50847,38172,44263,35346,27817,18813,
流动负债(万元),221024,41401,88425,119073,112509,105775,100034,84738,31844,25169,10033,27952,12434,18382,10611,
股东权益不含少数股东权益(万元),258190,275549,265433,190581,176467,163312,150634,143867,69192,58039,52618,16968,10057,8732,7489,
净资产收益率加权(%),-6.19,4.96,7.19,8.5,7.94,8.48,10.19,16.74,19.27,13.79,15.15,35.3,24.38,15.17,9.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
