报告日期,2009-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,
基本每股收益(元),0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-10.88,-9.76,-7.93,-6.91,-5.42,1.87,1.75,2.39,2.36,2.34,2.24,2.72,2.98,2.2,1.68,
每股经营活动产生的现金流量净额(元),--,-0,-0,0.03,0.03,0.1,0.03,0.04,--,--,--,--,--,--,--,
主营业务收入(万元),0,0,0,61468,72409,81910,62144,339037,245837,175124,137198,227908,179442,81142,87716,
主营业务利润(万元),0,0,0,9354,13225,15078,10757,25707,-4664,-5909,-1511,838,7309,5076,5261,
营业利润(万元),-8066,-33334,-6536,-16908,-68133,5219,1000,780,-3214,-4198,-228,3388,9214,5398,5261,
投资收益(万元),0,-6279,-6146,-433,-9724,789,1072,1875,5661,8655,5805,7500,2580,2727,0,
营业外收支净额(万元),0,-15686,-20111,-30907,-79703,853,947,--,0,0,0,0,99,--,--,
利润总额(万元),-8066,-55299,-32793,-48217,-157557,6861,3029,3338,3512,8219,6584,15564,11893,7597,5241,
净利润(万元),-8066,-55299,-32793,-44696,-157599,3763,1010,623,2003,3048,4867,13566,10196,6663,4361,
净利润(扣除非经常性损益后)(万元),-8066,-6634,-14985,-13662,-71370,3668,1010,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),--,-72,-78,968,783,2886,907,1326,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),--,-10,-7099,-1322,-373,-3171,-1720,-1281,--,--,--,--,--,--,--,
总资产(万元),4843,2067,21262,74069,98080,232994,243531,348399,348220,352279,267710,253193,253707,116417,66164,
流动资产(万元),203,761,356,--,0,0,0,244114,243907,236205,196596,176864,188323,91756,35653,
总负债(万元),335029,297992,261888,275502,251437,161207,177017,258476,263311,247215,189341,180590,189994,85640,1024346,
流动负债(万元),207808,296958,261888,--,0,0,0,253239,259452,243272,186046,169316,171403,67492,1010989,
股东权益不含少数股东权益(万元),-330186,-295925,-240626,-209700,-164531,56733,53062,72566,71468,71116,68068,68754,57867,30596,13347,
净资产收益率加权(%),--,--,0,0,0,6.85,0,0,0,0,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
