报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2004-12-31,2003-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),-0.59,-0.49,-0.52,-0.48,-0.42,-0.37,-0.36,-0.32,-0.29,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-9.61,-9.02,-8.53,-8.01,-7.52,-7.11,-6.73,-6.38,-6.06,-5.93,-4.67,-4.65,-4.03,0.43,1.12,2.32,3.63,4.19,3,2.59,2.54,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.01,0.02,-0.41,-0.26,--,--,--,--,--,
主营业务收入(万元),0,0,--,0,0,0,0,0,0,2,0,0,0,0,2530,9128,16232,7206,6076,1767,--,
主营业务利润(万元),0,0,--,0,0,0,0,0,0,2,0,0,0,0,-222,1420,1643,908,1003,424,--,
营业利润(万元),-6567,-5416,-5824,-5376,-4671,-4121,-3989,-3543,-3226,-3361,-2387,-2401,-20202,-7256,-7226,38,1753,923,1028,615,--,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,4,7,-3504,-442,-263,330,863,1187,964,904,--,
营业外收支净额(万元),--,--,--,--,--,--,--,--,0,3,-471,-84,-22944,0,-2034,--,0,0,--,--,--,
利润总额(万元),-6567,-5416,-5824,-5376,-4671,-4121,-3989,-3543,-3226,-3358,-2854,-2478,-46650,-7698,-9523,332,3440,2096,1983,1467,--,
净利润(万元),-6567,-5416,-5824,-5376,-4671,-4121,-3989,-3543,-3226,-3358,-2854,-2478,-46650,-7698,-9019,267,2650,1678,1622,1467,--,
净利润(扣除非经常性损益后)(万元),-6567,-5416,-5824,--,-4671,-4121,--,-3543,--,--,-2384,-2394,-23706,-7706,-6986,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-1,-4,-2,7,2,-1,-2,3,0,2,-3,-9,-86,196,-4607,-2944,--,--,--,--,--,
现金及现金等价物净增加额(万元),-1,-4,-2,7,-1,-1,-2,3,0,2,1,2,-136,-129,-2584,53,--,--,--,--,--,
总资产(万元),2140,2141,2146,2148,2154,2155,2156,2158,2162,2248,2989,3197,3566,28958,38368,53813,46254,29127,16991,16779,--,
流动资产(万元),513,513,519,520,527,528,529,531,535,501,368,365,0,0,0,26169,18240,13999,5880,4633,--,
总负债(万元),109059,102493,97083,91261,85891,81221,77101,73114,69575,67336,54969,54916,48429,24204,24100,25524,18095,6431,4928,6409,--,
流动负债(万元),96616,90049,84639,78817,73448,68777,64657,60670,57131,54893,54969,54916,0,0,0,25524,18095,6431,4928,6409,--,
股东权益不含少数股东权益(万元),-106919,-100352,-94937,-89113,-83737,-79066,-74945,-70955,-67412,-65089,-51980,-51719,-44864,4754,12453,25773,25220,22416,11982,10367,--,
净资产收益率加权(%),--,--,--,--,--,--,--,--,--,--,--,--,0,-89.48,0,1.05,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
