报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0,-0.08,-0.05,-0.26,-0.1,-0.12,-0.09,-0.04,-0.56,-0.28,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,-1.26,-1.21,-0.9,-0.8,-0.65,-0.55,-0.38,0.18,0.72,-1.74,-1.2,1.22,3.63,3.53,3.52,2.86,3.58,0,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,0,--,0,0,-0.02,0.01,0.02,-0.27,0,-1.05,0.08,0.44,-0.28,0.3,0.65,-0.24,0,--,--,
主营业务收入(万元),0,34,2,4001,5623,5320,7914,12350,19268,54594,53641,82644,117956,146560,125258,104335,117034,87095,78149,70152,35851,68055,
主营业务利润(万元),0,-7,-0,173,221,206,4736,493,-2664,-1368,-3282,1830,2836,4161,8708,7623,16611,17496,13013,10221,8685,7728,
营业利润(万元),-145,-2873,-1616,-10379,-3467,-4397,-3913,-2970,-13093,-11205,85561,-23482,-38533,-56064,5624,6572,13386,13073,10833,10311,9206,8426,
投资收益(万元),--,-2200,-335,-258,3,--,--,0,373,--,-1930,-1154,-17815,-953,0,0,0,0,0,0,--,--,
营业外收支净额(万元),-0,118,18,770,1,--,645,1564,-7396,933,96,123,-35910,0,0,0,3,0,--,0,--,90,
利润总额(万元),-145,-2755,-1598,-9609,-3466,-4397,-3267,-1406,-20489,-10271,83757,-18882,-92258,-57016,5624,6572,13389,13073,11555,10311,9206,8516,
净利润(万元),-145,-2755,-1596,-9282,-3426,-4365,-3273,-1350,-19747,-9922,57286,-17821,-63457,-46070,3487,4782,10081,9540,8512,7404,6711,6560,
净利润(扣除非经常性损益后)(万元),-145,-672,-1279,-9657,-3423,-4365,-3919,-4723,-12514,-10855,-26610,-12067,-60836,-20737,3487,3642,10078,9540,--,0,--,--,
经营活动产生的现金流量净额(万元),-1612,-969,79,79,41,-38,66,-574,265,741,-9328,24945,-37020,2218,15509,-9689,10721,20693,-5544,0,--,--,
现金及现金等价物净增加额(万元),-1445,1613,79,-105,2,-63,-14,-470,297,-9,-12934,11479,-31039,12081,7291,-8255,14679,6818,781,0,--,--,
总资产(万元),251,1753,746,2003,16979,19281,22557,24855,28236,75240,131090,118621,111418,205853,185308,154841,149339,113312,116286,92259,85534,104452,
流动资产(万元),251,1753,380,437,6072,6371,8180,9011,10245,18220,51320,57290,50558,88949,81642,--,0,0,29269,15220,9809,48205,
总负债(万元),45328,46854,48811,48470,52021,50877,48884,47515,44739,71392,106838,188574,162086,164264,49369,23327,18854,17554,27425,44911,46829,73314,
流动负债(万元),45328,46854,48811,48470,52021,50877,46684,45315,42539,44792,103838,185574,162086,133264,43569,--,0,0,27425,16839,14458,65414,
股东权益不含少数股东权益(万元),-45077,-45100,-44293,-42697,-31595,-28184,-22956,-19380,-13281,6329,25514,-61280,-42276,42782,127884,124397,124024,90776,81279,41705,34611,27513,
净资产收益率加权(%),0,0,--,--,--,--,--,--,0,-87.89,162.86,0,0,-66.39,2.77,3.81,10.31,0,13.84,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
