报告日期,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),0.94,2.32,1.98,1.96,1.99,1.95,1.93,1.89,2.25,1.12,1.07,1.02,
每股经营活动产生的现金流量净额(元),0.05,-0.35,0.47,0.54,0.41,0.55,0.01,0.44,--,--,--,--,
主营业务收入(万元),--,1503830,1110387,903126,863873,906354,531229,470657,442240,394837,366519,366696,
主营业务利润(万元),--,63044,30749,31389,38577,37224,19497,39865,22414,23973,23959,26034,
营业利润(万元),--,35489,2439,1908,15437,11593,-57,22576,24124,24140,24056,26109,
投资收益(万元),--,0,0,0,0,0,0,0,0,--,0,0,
营业外收支净额(万元),--,82,-866,-647,-147,-1839,235,--,0,145,0,0,
利润总额(万元),--,35571,1573,1261,15290,9755,808,22571,24899,24285,24014,26345,
净利润(万元),--,26765,1426,1261,11143,6593,508,15122,18107,16271,16089,17651,
净利润(扣除非经常性损益后)(万元),--,26305,3634,1908,11290,8431,-592,--,--,--,--,--,
经营活动产生的现金流量净额(万元),--,-27151,37042,42564,31977,43005,1116,31437,--,--,--,--,
现金及现金等价物净增加额(万元),--,-23259,20093,707,-1568,-4094,7415,-27074,--,--,--,--,
总资产(万元),--,294460,239855,235687,217221,228780,234845,237517,287747,178621,172093,140331,
流动资产(万元),--,171530,112720,0,0,0,0,85814,136711,65005,70313,88308,
总负债(万元),--,111540,84196,81454,60311,75357,82621,101718,152480,122536,118449,89100,
流动负债(万元),--,111540,84196,0,0,0,0,57982,87070,46717,53470,62253,
股东权益不含少数股东权益(万元),--,182919,155659,154234,156910,153424,152224,135799,135267,56085,53644,51231,
净资产收益率加权(%),-59.32,15.81,0.92,0.82,7.36,4.39,0,11.2,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
