报告日期,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),0.56,0.37,0.32,0.32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),5.64,5.98,4.19,4.19,3.36,3.27,3.2,2.96,2.84,2.81,3.32,3.28,3.05,2.95,4.09,3.94,4.59,5.51,4.7,
每股经营活动产生的现金流量净额(元),1.51,1.15,1.02,0.93,0.81,0.74,0.59,0.49,0.4,0.31,0.85,0.44,0.15,--,--,--,--,--,--,
主营业务收入(万元),1284396,1027369,917737,842853,847631,899893,471552,266430,276415,328928,426992,498824,401504,394435,301662,249451,196178,195224,70567,
主营业务利润(万元),307771,255505,243797,214463,173352,175447,99073,55757,57315,61627,58292,54558,37997,11253,8819,10291,10040,5952,7335,
营业利润(万元),95648,61357,52730,61668,46759,33127,21244,13672,9405,6644,5704,9736,9756,12631,10205,12597,0,7866,3054,
投资收益(万元),17223,8509,1684,6756,-1183,-3417,1695,658,861,2408,316,5443,7280,3127,1575,1315,1297,2256,1013,
营业外收支净额(万元),4045,2739,--,--,-164,1860,-286,-1843,-678,-423,46,-78,0,0,0,0,-1727,0,--,
利润总额(万元),99693,64097,56172,61432,45687,31928,22866,12495,9588,8630,6068,15127,17057,16007,12348,12238,11068,9024,3500,
净利润(万元),61485,40432,35653,35482,26826,19941,13968,7000,4742,6916,5867,12889,14326,13789,10826,10430,9618,7704,5950,
净利润(扣除非经常性损益后)(万元),48750,34344,33069,31116,26996,18422,13351,7064,5419,5365,5867,8754,--,--,--,--,--,0,--,
经营活动产生的现金流量净额(万元),166401,126966,111810,102546,89639,81741,65180,28808,22450,17890,45097,23292,7019,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),85918,32703,-21793,-26971,-22875,36227,39079,-13402,-2845,-46214,16163,44434,-6132,--,--,--,--,--,--,
总资产(万元),1472511,1511148,1286525,1251009,741168,809902,748807,367311,378487,390192,458525,470787,279895,257163,199770,161721,125182,114700,84811,
流动资产(万元),212657,132512,98819,116500,130246,203226,159114,37232,--,--,0,0,78591,67101,58487,53633,44387,49958,55551,
总负债(万元),747665,764864,737312,698930,339494,354405,303646,182536,203282,225522,280396,293437,137431,119002,90374,66874,34247,29634,27882,
流动负债(万元),701515,693370,718648,672138,297585,327461,301737,182536,--,--,0,0,103955,69769,52776,55361,31093,29441,27162,
股东权益不含少数股东权益(万元),621510,658530,461669,461438,369420,359844,352573,172344,165336,164062,175773,173616,141446,136849,106967,93672,90935,84053,56929,
净资产收益率加权(%),9.6,7.22,7.72,8.46,7.19,5.58,3.96,4.1,2.88,4.3,3.38,0,10.67,--,0,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
