报告日期,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-0.34,-0.21,-0.1,0.3,1.12,1.79,1.71,1.51,2.48,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,-0.03,0.02,-0.17,-0.1,0.18,--,--,--,--,--,
主营业务收入(万元),0,--,46,783,5733,7901,13811,14809,5820,5774,2884,2636,
主营业务利润(万元),0,--,-86,225,2171,4837,9835,7711,734,1837,223,348,
营业利润(万元),-2979,-2811,-9169,-9424,-8416,30,7285,7732,744,2707,1252,337,
投资收益(万元),-502,-498,-7683,-567,-735,4202,-25,676,5389,1080,995,0,
营业外收支净额(万元),--,110,-761,-15433,-9195,-29,--,0,0,0,0,0,
利润总额(万元),-3482,-3200,-17613,-25424,-18328,4504,8564,8648,6126,3677,2161,256,
净利润(万元),-3482,-3200,-17583,-25386,-16938,3501,5961,5800,5432,2918,1830,188,
净利润(扣除非经常性损益后)(万元),-3432,-2811,-16746,-9904,-16722,-973,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),3,-1,-723,681,-4970,-2920,5090,--,--,--,--,--,
现金及现金等价物净增加额(万元),3,-1,-29,-1303,-5506,-2639,899,--,--,--,--,--,
总资产(万元),33031,34582,36033,58876,80375,95921,77707,69245,48750,28795,23493,18736,
流动资产(万元),527,680,0,0,0,0,37695,38578,30250,15372,11662,9331,
总负债(万元),42852,40548,38800,49923,47993,44007,27697,25457,11060,11141,8851,6032,
流动负债(万元),42852,40548,0,0,0,0,25197,24342,10154,9190,6603,3779,
股东权益不含少数股东权益(万元),-9821,-5966,-2766,8653,32296,51702,49495,43575,37674,17636,14622,12704,
净资产收益率加权(%),0,--,0,-120.15,-40.27,0,12.81,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
