报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-4.52,0.7,0.86,0.62,0.29,0.35,0.16,0.7,0.45,0.18,0.15,0.4,--,--,0.07,-0.47,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,4.37,3.66,3.21,3.09,4.39,2.07,3.46,3.39,3.36,3.84,4.15,4.27,0.35,0,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,-0.67,-0.76,-0.09,-1.15,-0.29,-0.61,1.36,0.79,-1.23,0.58,-1,0.36,0.29,--,--,
主营业务收入(万元),488678,386171,520303,468137,275095,279286,156516,240241,224941,121004,53344,68999,112023,1484,2832,3031,5653,8836,23262,20190,20187,23614,
主营业务利润(万元),200245,149157,109830,131154,77241,89224,49818,73723,47136,23461,19864,24929,18543,697,927,168,712,3338,8907,7529,7395,9429,
营业利润(万元),-391655,112872,157276,128079,58385,68544,31942,59715,38051,17774,11661,20979,16857,-320,993,-7911,-5293,762,5481,3682,2701,4008,
投资收益(万元),60984,65806,89691,49701,8640,4,2,-651,--,1631,250,--,590,1247,-9,--,--,-406,-253,--,2,0,
营业外收支净额(万元),-209536,-181,6335,-1490,-280,197,328,575,-40,6,-0,--,-5,-1,212,-494,-78,239,212,12,--,--,
利润总额(万元),-601191,112692,163611,126589,58105,68740,32270,60290,38011,17780,11660,20979,17442,925,1196,-8406,-5371,1095,5940,4733,3618,5224,
净利润(万元),-643830,99821,121850,88262,41464,50042,23098,44826,29211,11702,9716,14380,11800,1136,1249,-8307,-5377,548,4529,3495,2999,3480,
净利润(扣除非经常性损益后)(万元),-465363,112017,78006,43804,27277,47417,22766,45017,28828,10005,8719,14380,11689,1137,169,-7600,-5299,-142,4570,--,--,--,
经营活动产生的现金流量净额(万元),2126,-181623,208228,342676,138519,152009,73099,-42944,-48871,-5970,-74418,-12546,-21229,23744,13826,-21448,10169,-17516,6359,3254,--,--,
现金及现金等价物净增加额(万元),-109964,-131478,-13936,59438,52147,62890,49874,-99405,12640,50058,-69107,131100,-32895,31215,9606,-39428,4701,-12737,45179,2889,--,--,
总资产(万元),1214016,2085306,1949874,2026308,1688801,1373468,1016240,844514,841379,667598,354672,291297,138492,136427,89704,65765,75510,84424,101265,39401,37386,38520,
流动资产(万元),348895,737283,735305,1022168,1220978,1214121,894146,759863,799810,625038,311215,267077,114429,112495,65160,29307,54416,62437,74557,28637,27400,30570,
总负债(万元),1194418,1405317,1383461,1567298,1303642,1028659,712128,561926,604508,460663,152425,101703,65284,63707,17996,6501,7841,11356,23753,22497,21160,25812,
流动负债(万元),609141,619244,790479,1106133,640005,558985,224272,339245,271009,281620,54241,33183,65284,63707,17996,6239,7365,10718,22630,21578,20572,25105,
股东权益不含少数股东权益(万元),22880,680356,566432,458825,384842,344069,304057,282145,236162,206935,199080,188772,72384,60545,59288,58764,67164,72568,74640,13973,13044,9260,
净资产收益率加权(%),-179.8,15.98,23.77,20.86,11.38,14.12,7.86,17.34,13.19,5.75,5,16.44,17.76,1.89,2.13,-13.19,--,0.76,9.98,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
