报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),1.49,1.1,1.12,0.68,0.75,0.63,0.5,0.49,0.25,0.69,0.7,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,5.37,5.71,5.05,4.43,5.64,3.66,3,2.94,3.78,4.74,5.08,4.99,0.78,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.08,0.02,-0.06,-0.21,0.19,1.18,1.22,0.73,1.23,1.15,1.12,0.94,0,--,--,
主营业务收入(万元),620662,494958,435280,417113,390141,394651,389129,339722,219886,328825,853793,588527,494762,381490,300295,226666,147192,104569,78579,64675,42323,
主营业务利润(万元),46092,33426,37629,38892,35738,33891,30021,27132,18097,9948,182685,223837,185511,149076,133811,138046,91798,52035,43129,37149,24634,
营业利润(万元),153168,105700,102483,59913,70885,63197,46642,42411,22995,70194,83335,119060,82138,72031,74332,55816,44409,34699,33550,27266,17030,
投资收益(万元),147570,109414,99710,75484,67126,59761,44706,41501,29058,87761,6420,10603,7958,6983,4364,2986,2072,1674,2965,1772,1269,
营业外收支净额(万元),-5037,-3278,-1444,883,-464,-3760,46,130,678,106,--,-519,69,187,193,0,97,388,0,--,--,
利润总额(万元),148131,102422,101039,60796,70421,59437,46688,42540,23673,70300,83375,129194,90165,79200,78890,58431,46578,36761,36583,29073,18090,
净利润(万元),135297,99525,101029,61744,68083,56720,45227,44612,22908,62780,63807,68537,46327,39861,33877,27080,23088,18039,16186,13681,6895,
净利润(扣除非经常性损益后)(万元),95822,73486,90016,75541,67054,67499,42979,40747,21778,22642,59626,68828,46251,39713,33683,27080,22990,17318,0,--,--,
经营活动产生的现金流量净额(万元),38278,-9344,5432,3448,3294,-5731,-7651,2204,-5794,-19390,16982,106490,110242,59989,67383,41889,34145,26037,0,--,--,
现金及现金等价物净增加额(万元),161134,63152,40411,5523,27133,30312,-7607,-8029,-48611,34825,-49959,25928,56102,14021,33015,9398,-3316,95607,0,--,--,
总资产(万元),1006999,884541,842178,761739,644901,600391,552337,614206,537576,465416,720195,548012,472602,374439,308912,255839,224461,199158,89566,74084,46633,
流动资产(万元),634690,485127,385027,355771,335444,288256,269716,242184,243914,279574,380633,385276,355518,276188,235183,0,0,0,0,54283,30844,
总负债(万元),188343,141167,113275,105803,84383,74338,66007,96881,79876,63879,205727,160081,157333,90366,66871,56162,48413,43658,47242,39691,19201,
流动负债(万元),185051,132803,100751,94227,77488,64722,63662,72134,55842,51570,152530,159996,157235,90226,66398,0,0,0,0,39691,19201,
股东权益不含少数股东权益(万元),818102,742825,728283,652450,556953,525652,485937,516939,457345,401027,510540,331354,271700,241778,207352,173474,154945,138212,33564,27824,17858,
净资产收益率加权(%),17.16,13.31,14.7,10.15,12.44,11.26,8.89,9.03,5.41,16.29,12.96,22.4,18.05,18.47,17.31,15.82,15.45,21,0,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
