报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),-0.54,-1.06,-0.71,0.04,-0.22,-0.17,0.06,0.03,-0.33,0.04,-0.33,-0.29,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0.99,0.97,1.3,1.41,1.74,1.96,2.24,2.21,2.15,3.31,3.29,3.37,0.26,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,-0.11,0.09,0.16,-0,0.16,-0.05,0.15,0.03,-0.04,-0.06,-0.2,-0.22,--,--,--,
主营业务收入(万元),2548,4761,17783,10452,5727,10789,13393,10477,6438,7875,8504,9342,11121,8328,8157,5056,10549,12110,15841,15440,13017,12556,
主营业务利润(万元),-229,359,2384,4968,2586,5230,6021,3583,2171,1042,653,1425,3252,2810,2496,725,3808,5041,5599,5352,4880,4599,
营业利润(万元),-7377,-16179,-10112,171,-3316,134,1932,-2219,-5120,-4684,-6218,-3914,160,732,505,-12425,601,-168,4014,3705,2679,2090,
投资收益(万元),--,79,-0,416,-2,1,164,--,--,--,0,--,0,0,3,6,--,309,-199,--,0,0,
营业外收支净额(万元),-2172,-2258,-1974,797,-610,-2638,-142,3092,-791,5327,-103,--,-13,-3,1,-2299,12,-113,133,-11,--,--,
利润总额(万元),-9549,-18438,-12086,967,-3926,-2504,1790,873,-5911,643,-6321,-4801,177,807,1009,-11735,857,628,3947,3744,2659,2090,
净利润(万元),-9548,-18763,-12668,634,-3929,-2931,1013,483,-5940,702,-5881,-5083,202,488,889,-11577,217,191,2641,2645,2452,2090,
净利润(扣除非经常性损益后)(万元),-7368,-16505,-10694,-162,-3319,-292,1156,-2609,-5149,-4625,-5778,-4195,185,413,303,-12385,-39,-1091,2707,--,--,--,
经营活动产生的现金流量净额(万元),-299,-2596,1768,-9860,-4920,-1050,2215,-1961,1576,2926,-12,2841,-898,2272,522,-568,-813,-3067,-3123,-724,--,--,
现金及现金等价物净增加额(万元),-131,-1738,1335,-44,-3084,-855,4221,239,-604,4,-653,727,-1221,1290,419,-143,-2733,414,2407,-654,--,--,
总资产(万元),22850,25221,39250,54129,49579,46844,44787,43375,42358,47466,56565,62323,64212,58138,52592,54466,66845,67496,66941,34139,31694,24891,
流动资产(万元),7748,9553,21157,33784,26324,21789,18218,15209,13136,15608,23041,27581,30227,22769,19706,20659,30478,0,0,25369,22419,16934,
总负债(万元),46568,39491,34756,41282,37818,31154,26167,25660,24811,23925,30963,30804,28890,22974,17976,20759,19945,21025,19263,19138,18521,17025,
流动负债(万元),39858,34879,33133,41282,37818,28689,26041,22718,24811,23925,29363,28204,25890,19974,17976,20759,19945,0,0,17588,16971,15425,
股东权益不含少数股东权益(万元),-23818,-14270,4493,12847,11761,15690,18620,17607,17123,23063,25021,30902,34705,34523,34035,33145,46288,45996,47245,14818,13173,7866,
净资产收益率加权(%),0,0,-150.45,5.25,-28.62,-17.08,5.6,2.77,-30.53,3.09,-21.03,-15.18,0.58,1.42,2.65,-29.7,0.47,0.42,8.82,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
