报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,
基本每股收益(元),0.09,0.01,-0.06,0.6,0.59,0.4,0.25,0.42,0.36,0.25,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,3.2,3.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,-1.81,-1.23,--,-2.2,-1.67,0.52,0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),383533,163735,21815,535140,383593,174141,27893,712368,573039,228406,222190,131791,52553,6929,298746,203441,134431,7881,430186,228117,120819,3505,245080,81974,37342,
主营业务利润(万元),29571,14171,505,53974,45812,22095,2415,67911,54342,31986,30855,149035,60555,8687,24448,220681,144125,7909,458614,243173,128194,5041,262843,7690,4803,
营业利润(万元),10124,2445,-4024,45025,42355,28579,16901,32164,26198,18601,6132,3019,2092,-1305,8154,3719,2242,28,7497,5379,2219,-118,5776,1560,905,
投资收益(万元),-419,-416,-14,20972,20992,21007,20926,-38,-16,3762,42,40,--,--,129,--,--,497,-5,112,98,--,12,12,12,
营业外收支净额(万元),-66,-67,-14,259,211,222,-32,-104,29,335,616,499,89,-17,134,98,44,-23,401,122,274,86,765,954,959,
利润总额(万元),10058,2379,-4037,45283,42567,28800,16869,32060,26227,18936,6748,3518,2181,-1322,8288,3817,2286,5,7898,5501,2493,-31,6541,2514,1863,
净利润(万元),5797,637,-3711,35328,33933,22946,14394,24578,20895,14784,4938,2952,2399,-886,6142,2605,2099,16,4480,4698,2119,-19,4473,2413,1828,
净利润(扣除非经常性损益后)(万元),5125,69,-3906,16897,15790,4803,-3475,21059,18815,9292,3934,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-151316,-108292,-77798,-33678,-105173,-71291,-21387,-127344,-96830,30320,13152,247,-19235,-14555,-24704,-20388,-38892,-45006,-20682,-41497,-54705,-39114,12303,-12196,-25257,
现金及现金等价物净增加额(万元),19695,54690,-35303,30069,-29368,-37539,7989,55768,83781,-1235,13906,-23891,-39002,-34518,857,-8437,-9825,-19590,-3004,-9665,-36307,-30062,23638,-9949,-21747,
总资产(万元),1125301,1111969,977618,1013513,1080519,964208,--,896938,861545,379030,372430,309346,298477,283881,322273,333088,337068,305837,283505,361852,291735,236665,208098,296266,228564,
流动资产(万元),843048,885264,756035,792786,880575,784071,--,768387,779098,328281,306048,272596,265962,255636,294113,306089,312083,279292,259376,339669,268706,213200,185896,275185,207745,
总负债(万元),876322,869435,732135,763643,883565,784060,--,739681,704677,246450,247836,229512,221122,211012,247942,258181,265973,256002,234723,312423,233684,197671,169830,262575,195370,
流动负债(万元),599430,638892,590378,682482,755101,682623,--,627499,608482,236216,222223,182446,173935,170845,207901,218213,225645,210358,225959,291577,212638,171550,152511,241058,173607,
股东权益不含少数股东权益(万元),225018,219228,222259,225798,185619,172333,--,148826,149499,125811,119288,76075,73596,69127,70152,70566,67990,46842,45649,44775,10616,35540,35151,31146,30601,
净资产收益率加权(%),2.55,0.28,-1.66,20.36,19.46,14.29,9,17.63,14.79,11.76,5.71,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
